query_duration,query_stream_id,query_id,data_scanned,cpu_time
6.23,5,20,142.84,138930
4.089,8,4,171.69,407330
3.474,9,1,368.43,1495600
2.969,3,14,52.0,29000
3.936,10,13,258.01,1898260
6.793,8,21,680.89,791980
28.35,19,18,10874.88,73222080
5.359,5,2,39.35,165450
3.799,8,13,137.23,1022140
4.65,8,17,266.05,297010
8.369,19,6,11724.8,6226440
4.726,8,22,46.48,138740
3.493,11,19,764.9,876860
26.548,19,18,10874.88,73222080
3.369,3,19,51.4,51580
6.623,8,21,680.89,791980
5.634,8,7,373.81,427630
6.133,3,9,71.45,127850
5.109,8,22,46.48,138740
3.687,2,4,24.68,58190
6.322,3,2,10.0,55150
4.14,13,1,1146.88,4636360
3.752,8,15,630.71,324730
3.311,8,14,313.68,203000
14.478,19,20,19015.68,16486360
9.944,13,5,1413.12,205189
4.114,8,17,266.05,297010
4.32,11,6,559.9,297330
5.088,8,20,358.53,324170
4.264,3,12,33.19,64200
5.688,3,5,41.06,6619
5.35,8,17,266.05,297010
4.488,3,3,38.94,112050
3.435,8,12,231.89,449400
6.149,8,7,373.81,427630
6.763,8,21,680.89,791980
4.814,15,13,1198.08,8615180
5.742,5,5,130.69,19857
3.708,5,13,58.1,438060
7.75,8,8,441.41,472360
9.7,15,8,3819.52,3981320
5.286,3,3,38.94,112050
5.665,5,11,42.57,47160
6.856,8,9,492.09,894950
5.074,16,6,2795.52,1486650
3.669,3,14,52.0,29000
6.835,8,5,328.42,46333
4.205,8,11,89.68,110040
29.134,19,18,10874.88,73222080
3.833,3,15,79.18,46390
7.057,5,5,130.69,19857
5.312,8,13,137.23,1022140
21.125,19,7,19733.67,21748040
4.383,1,2,10.0,55150
3.071,5,22,19.48,59460
4.994,3,5,41.06,6619
3.586,13,6,1021.14,542190
5.136,8,17,266.05,297010
6.1,8,21,680.89,791980
3.907,8,13,137.23,1022140
3.963,8,17,266.05,297010
4.526,8,7,373.81,427630
4.182,2,3,38.94,112050
6.683,8,20,358.53,324170
4.693,3,20,53.74,46310
4.29,5,22,19.48,59460
1.983,3,6,32.98,17490
7.328,3,5,41.06,6619
4.925,8,11,89.68,110040
3.616,3,16,3.42,32790
2.259,8,19,309.56,361060
2.089,5,6,98.91,52470
9.7,13,1,1146.88,4636360
5.539,3,9,71.45,127850
4.469,8,6,230.65,122430
6.304,5,7,150.19,183270
3.647,8,13,137.23,1022140
5.481,3,5,41.06,6619
5.324,8,17,266.05,297010
5.331,5,20,142.84,138930
28.98,19,18,10874.88,73222080
5.429,8,16,22.34,229530
17.729,18,9,14520.32,25825700
4.269,8,14,313.68,203000
4.627,13,15,2662.4,1438090
4.687,3,15,79.18,46390
5.139,15,11,499.78,927480
34.441,19,18,10874.88,73222080
3.682,5,13,58.1,438060
3.595,8,11,89.68,110040
4.747,8,17,266.05,297010
4.458,8,10,266.13,665770
6.345,8,9,492.09,894950
4.188,11,14,774.64,493000
6.595,3,10,37.8,95110
10.335,16,12,2856.96,5457000
4.748,15,19,2744.32,3043220
4.629,5,16,11.25,98370
7.433,8,9,492.09,894950
7.222,8,9,492.09,894950
2.846,8,4,171.69,407330
12.687,13,9,2109.44,3963350
11.1,19,14,17254.4,10324000
3.374,8,15,630.71,324730
4.242,5,13,58.1,438060
6.759,8,5,328.42,46333
4.252,8,10,266.13,665770
4.435,8,17,266.05,297010
3.595,1,22,6.29,19820
3.44,8,14,313.68,203000
3.372,8,1,258.01,1046920
4.18,8,10,266.13,665770
8.784,8,7,373.81,427630
4.841,2,16,3.42,32790
3.39,13,16,35.82,1016490
4.235,8,12,231.89,449400
13.41,16,15,7495.68,3943150
3.833,15,11,499.78,927480
4.978,13,6,1021.14,542190
4.277,8,12,231.89,449400
5.069,8,11,89.68,110040
6.737,8,8,441.41,472360
3.364,8,17,266.05,297010
5.412,11,5,877.69,112523
6.37,15,12,1986.56,3787800
5.783,8,2,79.16,386050
4.57,13,19,1413.12,1598980
6.34,9,20,538.32,463100
3.455,8,13,137.23,1022140
3.388,8,14,313.68,203000
6.202,15,15,5140.48,2737010
3.262,3,12,33.19,64200
3.678,3,15,79.18,46390
3.396,5,13,58.1,438060
3.816,3,17,45.17,42430
6.671,16,20,4290.56,3936350
7.666,3,9,71.45,127850
4.479,5,3,117.33,336150
4.214,2,17,45.17,42430
4.177,1,1,36.89,149560
5.348,5,21,263.47,339420
3.59,5,12,99.52,192600
5.958,3,10,37.8,95110
20.133,19,7,19733.67,21748040
10.284,15,7,3120.15,3604310
5.353,10,20,688.99,602030
4.768,3,21,80.86,113140
5.747,2,7,47.45,61090
6.425,8,21,680.89,791980
5.439,8,2,79.16,386050
10.927,15,21,5560.32,6675260
4.387,15,19,2744.32,3043220
3.68,3,6,32.98,17490
3.941,8,14,313.68,203000
6.283,8,8,441.41,472360
4.951,5,19,129.23,154740
4.261,8,4,171.69,407330
4.336,8,3,274.96,784350
4.922,5,7,150.19,183270
7.301,13,21,2856.96,3507340
3.596,3,12,33.19,64200
4.008,8,13,137.23,1022140
3.256,8,16,22.34,229530
3.537,8,13,137.23,1022140
6.075,8,3,274.96,784350
3.01,8,13,137.23,1022140
4.456,8,1,258.01,1046920
2.946,5,19,129.23,154740
5.555,13,12,1034.24,1990200
6.037,5,9,200.62,383550
5.394,8,1,258.01,1046920
3.777,8,4,171.69,407330
7.479,11,8,1167.36,1147160
5.834,10,5,654.16,86047
6.617,8,21,680.89,791980
3.718,8,3,274.96,784350
3.898,8,14,313.68,203000
3.061,3,1,36.89,149560
4.427,5,10,113.55,285330
6.699,8,5,328.42,46333
4.069,8,13,137.23,1022140
4.873,8,2,79.16,386050
7.584,8,19,309.56,361060
5.11,5,16,11.25,98370
3.15,3,22,6.29,19820
2.675,3,1,36.89,149560
5.111,11,11,202.01,267240
2.753,9,6,329.36,174900
4.147,8,16,22.34,229530
28.129,19,18,10874.88,73222080
5.642,11,2,177.06,937550
25.516,19,18,10874.88,73222080
3.964,8,15,630.71,324730
3.523,8,4,171.69,407330
3.834,8,1,258.01,1046920
3.366,1,13,18.72,146020
3.894,15,6,1945.6,1031910
3.289,8,16,22.34,229530
5.341,8,10,266.13,665770
31.216,19,18,10874.88,73222080
2.246,3,1,36.89,149560
8.583,8,9,492.09,894950
3.578,8,22,46.48,138740
5.245,3,7,47.45,61090
5.062,5,11,42.57,47160
5.355,5,2,39.35,165450
3.38,3,1,36.89,149560
4.592,15,14,2775.04,1711000
3.571,8,19,309.56,361060
3.186,5,6,98.91,52470
4.978,8,11,89.68,110040
5.011,3,3,38.94,112050
6.634,3,20,53.74,46310
3.047,5,6,98.91,52470
3.29,8,16,22.34,229530
3.805,5,13,58.1,438060
6.291,8,2,79.16,386050
5.596,1,20,53.74,46310
11.887,5,20,142.84,138930
5.311,13,13,623.2,4526620
5.155,15,6,1945.6,1031910
7.032,13,2,220.36,1709650
5.704,2,14,52.0,29000
7.306,8,7,373.81,427630
8.183,19,11,3000.32,5596320
3.567,8,19,309.56,361060
3.389,8,4,171.69,407330
2.638,3,6,32.98,17490
26.377,19,18,10874.88,73222080
3.487,5,15,251.44,139170
8.681,5,5,130.69,19857
15.128,19,20,19015.68,16486360
7.677,8,21,680.89,791980
4.35,3,17,45.17,42430
6.107,8,5,328.42,46333
4.299,8,19,309.56,361060
9.315,16,8,5570.56,5735800
5.555,5,20,142.84,138930
3.125,15,6,1945.6,1031910
5.574,8,15,630.71,324730
4.281,5,14,131.05,87000
5.443,8,3,274.96,784350
5.748,8,8,441.41,472360
3.963,8,14,313.68,203000
5.776,8,9,492.09,894950
5.261,16,14,3993.6,2465000
4.425,8,11,89.68,110040
3.77,8,10,266.13,665770
4.101,8,11,89.68,110040
5.035,3,2,10.0,55150
6.116,8,20,358.53,324170
2.422,3,6,32.98,17490
4.925,8,22,46.48,138740
3.954,5,12,99.52,192600
3.976,3,15,79.18,46390
5.395,3,7,47.45,61090
3.879,8,14,313.68,203000
3.157,8,22,46.48,138740
7.147,8,21,680.89,791980
6.356,3,21,80.86,113140
4.255,8,16,22.34,229530
2.676,8,15,630.71,324730
5.08,8,11,89.68,110040
5.168,8,11,89.68,110040
41.51,19,17,14837.76,15105080
4.391,8,16,22.34,229530
4.728,8,3,274.96,784350
4.514,3,20,53.74,46310
5.958,8,2,79.16,386050
4.436,2,13,18.72,146020
4.206,8,16,22.34,229530
4.259,8,11,89.68,110040
5.087,3,3,38.94,112050
26.54,19,18,10874.88,73222080
4.47,5,19,129.23,154740
3.925,8,4,171.69,407330
4.885,3,20,53.74,46310
3.124,8,12,231.89,449400
3.841,8,22,46.48,138740
5.33,5,20,142.84,138930
3.907,8,15,630.71,324730
4.391,8,20,358.53,324170
3.648,8,16,22.34,229530
3.925,8,16,22.34,229530
4.406,8,3,274.96,784350
3.707,8,12,231.89,449400
4.953,13,1,1146.88,4636360
6.038,15,1,2170.88,8824040
11.902,15,21,5560.32,6675260
4.861,8,2,79.16,386050
6.724,8,17,266.05,297010
4.018,8,19,309.56,361060
4.691,8,13,137.23,1022140
7.988,8,8,441.41,472360
3.173,8,6,230.65,122430
4.314,5,17,110.57,127290
4.296,5,10,113.55,285330
4.291,5,11,42.57,47160
5.921,13,20,1505.28,1435610
3.684,8,14,313.68,203000
4.833,8,19,309.56,361060
4.327,8,22,46.48,138740
4.366,1,10,37.8,95110
24.396,19,18,10874.88,73222080
6.546,11,11,202.01,267240
4.196,8,12,231.89,449400
3.055,3,1,36.89,149560
26.313,19,18,10874.88,73222080
6.85,3,8,64.36,67480
2.855,5,22,19.48,59460
7.121,5,21,263.47,339420
5.375,2,5,41.06,6619
9.121,8,8,441.41,472360
3.804,3,1,36.89,149560
3.384,5,19,129.23,154740
27.735,13,9,2109.44,3963350
9.98,15,5,2744.32,390521
9.994,15,3,2375.68,6610950
16.846,19,7,19733.67,21748040
6.632,8,21,680.89,791980
3.537,3,13,18.72,146020
5.167,8,21,680.89,791980
3.285,3,17,45.17,42430
3.635,3,1,36.89,149560
3.746,3,12,33.19,64200
4.674,5,22,19.48,59460
6.173,5,2,39.35,165450
4.994,8,10,266.13,665770
8.042,8,8,441.41,472360
2.756,8,1,258.01,1046920
6.016,9,14,448.46,290000
13.148,16,9,5949.44,10867250
8.534,5,8,175.68,202440
5.23,5,16,11.25,98370
26.47,19,18,10874.88,73222080
4.61,8,17,266.05,297010
3.909,3,21,80.86,113140
8.782,13,21,2856.96,3507340
7.232,8,9,492.09,894950
7.781,11,5,877.69,112523
4.647,8,1,258.01,1046920
6.318,8,20,358.53,324170
7.913,10,10,497.0,1236430
11.248,19,1,13117.44,53243360
5.732,8,21,680.89,791980
3.693,8,12,231.89,449400
26.256,19,18,10874.88,73222080
4.422,8,1,258.01,1046920
7.299,8,9,492.09,894950
4.308,8,6,230.65,122430
3.588,8,6,230.65,122430
4.48,5,17,110.57,127290
6.293,8,20,358.53,324170
4.641,8,17,266.05,297010
4.163,3,3,38.94,112050
3.916,15,22,425.06,1169380
7.216,8,5,328.42,46333
7.361,15,15,5140.48,2737010
6.932,15,2,412.6,3253850
7.782,8,8,441.41,472360
3.534,5,4,73.68,174570
5.585,8,10,266.13,665770
4.216,5,3,117.33,336150
7.215,15,7,3120.15,3604310
3.857,5,15,251.44,139170
5.085,8,19,309.56,361060
7.757,8,8,441.41,472360
4.755,13,12,1034.24,1990200
5.103,8,13,137.23,1022140
3.517,3,22,6.29,19820
3.768,11,22,117.97,336940
4.977,5,10,113.55,285330
3.301,3,14,52.0,29000
11.133,19,19,17059.84,18362480
5.633,9,20,538.32,463100
3.741,8,13,137.23,1022140
5.238,8,19,309.56,361060
7.316,8,8,441.41,472360
3.574,8,14,313.68,203000
5.124,2,20,53.74,46310
4.409,8,6,230.65,122430
8.12,13,11,266.54,487320
4.362,3,4,24.68,58190
7.206,3,9,71.45,127850
4.729,8,17,266.05,297010
2.634,8,6,230.65,122430
8.573,15,8,3819.52,3981320
5.094,3,7,47.45,61090
3.108,8,1,258.01,1046920
4.399,5,10,113.55,285330
4.795,13,14,1433.66,899000
6.958,15,19,2744.32,3043220
2.886,3,14,52.0,29000
3.157,8,15,630.71,324730
6.528,16,19,3952.64,4384300
4.436,3,22,6.29,19820
2.906,3,22,6.29,19820
4.553,8,17,266.05,297010
2.566,3,14,52.0,29000
3.379,8,22,46.48,138740
2.971,8,19,309.56,361060
2.92,8,22,46.48,138740
4.746,15,1,2170.88,8824040
4.725,5,20,142.84,138930
8.229,8,9,492.09,894950
3.414,8,13,137.23,1022140
5.909,11,7,987.98,1038530
2.873,3,6,32.98,17490
11.989,13,21,2856.96,3507340
4.484,3,2,10.0,55150
6.342,3,10,37.8,95110
4.243,3,21,80.86,113140
6.975,8,8,441.41,472360
5.171,3,11,12.18,15720
4.06,5,22,19.48,59460
7.917,8,8,441.41,472360
2.577,3,4,24.68,58190
3.923,8,4,171.69,407330
4.519,8,11,89.68,110040
4.123,13,22,218.97,614420
2.974,2,17,45.17,42430
26.43,19,18,10874.88,73222080
2.112,3,1,36.89,149560
4.099,3,12,33.19,64200
9.291,13,15,2662.4,1438090
4.969,8,3,274.96,784350
5.115,8,16,22.34,229530
5.172,8,12,231.89,449400
10.723,16,21,8151.04,9616900
7.023,8,5,328.42,46333
5.215,13,20,1505.28,1435610
18.417,19,7,19733.67,21748040
7.901,15,3,2375.68,6610950
4.893,8,22,46.48,138740
5.806,8,17,266.05,297010
3.131,8,6,230.65,122430
5.128,11,13,340.48,2482340
3.154,8,4,171.69,407330
4.528,3,16,3.42,32790
5.342,8,8,441.41,472360
5.506,3,9,71.45,127850
8.124,8,5,328.42,46333
13.61,15,20,2949.12,2732290
2.904,3,6,32.98,17490
6.96,15,14,2775.04,1711000
15.856,13,20,1505.28,1435610
4.511,5,19,129.23,154740
6.947,5,8,175.68,202440
5.312,8,2,79.16,386050
3.377,5,3,117.33,336150
4.506,3,11,12.18,15720
6.188,8,7,373.81,427630
3.927,8,22,46.48,138740
5.41,5,5,130.69,19857
4.861,8,3,274.96,784350
2.652,8,4,171.69,407330
31.781,19,18,10874.88,73222080
4.362,8,3,274.96,784350
5.012,5,9,200.62,383550
4.599,8,5,328.42,46333
5.276,3,9,71.45,127850
5.118,5,11,42.57,47160
2.746,2,22,6.29,19820
9.095,15,12,1986.56,3787800
6.373,3,5,41.06,6619
2.825,3,6,32.98,17490
3.464,5,14,131.05,87000
28.195,19,18,10874.88,73222080
6.124,8,10,266.13,665770
5.938,15,10,2314.24,5611490
2.149,8,6,230.65,122430
4.594,13,12,1034.24,1990200
3.134,8,19,309.56,361060
3.762,8,22,46.48,138740
4.296,8,12,231.89,449400
9.501,13,15,2662.4,1438090
3.891,8,1,258.01,1046920
2.698,8,1,258.01,1046920
3.924,3,11,12.18,15720
27.582,19,18,10874.88,73222080
5.645,15,15,5140.48,2737010
9.532,16,12,2856.96,5457000
16.769,19,14,17254.4,10324000
4.197,8,16,22.34,229530
2.961,8,6,230.65,122430
5.967,8,8,441.41,472360
3.367,2,17,45.17,42430
3.163,13,4,770.67,1803890
6.404,8,7,373.81,427630
3.438,8,22,46.48,138740
4.993,8,20,358.53,324170
4.131,8,1,258.01,1046920
5.387,8,21,680.89,791980
5.474,8,17,266.05,297010
5.767,8,7,373.81,427630
6.656,8,8,441.41,472360
5.721,8,5,328.42,46333
4.713,9,13,198.77,1460200
23.879,19,18,10874.88,73222080
4.243,3,13,18.72,146020
7.205,15,20,2949.12,2732290
4.189,3,16,3.42,32790
27.937,19,18,10874.88,73222080
3.848,8,17,266.05,297010
4.893,8,22,46.48,138740
3.011,8,16,22.34,229530
3.376,8,15,630.71,324730
3.384,8,1,258.01,1046920
4.343,8,10,266.13,665770
5.392,8,3,274.96,784350
11.742,19,15,32419.84,16514840
3.557,15,4,1474.56,3433210
4.527,5,19,129.23,154740
5.183,8,10,266.13,665770
3.379,5,16,11.25,98370
9.389,8,9,492.09,894950
5.556,3,8,64.36,67480
4.108,3,17,45.17,42430
8.295,10,9,937.74,1662050
3.38,3,4,24.68,58190
5.539,3,11,12.18,15720
5.018,5,10,113.55,285330
7.097,5,8,175.68,202440
4.44,5,11,42.57,47160
4.339,8,2,79.16,386050
29.428,19,18,10874.88,73222080
3.97,5,11,42.57,47160
4.786,9,3,394.15,1120500
1.625,8,6,230.65,122430
3.345,5,14,131.05,87000
3.649,5,15,251.44,139170
4.803,8,6,230.65,122430
4.678,8,3,274.96,784350
5.172,5,10,113.55,285330
3.501,8,4,171.69,407330
2.211,5,6,98.91,52470
5.462,5,16,11.25,98370
5.553,5,7,150.19,183270
4.181,8,12,231.89,449400
5.261,3,7,47.45,61090
35.264,19,18,10874.88,73222080
6.194,3,19,51.4,51580
29.055,19,18,10874.88,73222080
9.822,16,20,4290.56,3936350
3.317,8,4,171.69,407330
8.349,11,21,1873.92,1923380
4.167,5,12,99.52,192600
4.449,3,3,38.94,112050
4.676,8,4,171.69,407330
4.62,3,21,80.86,113140
5.745,8,5,328.42,46333
3.138,8,22,46.48,138740
3.536,8,15,630.71,324730
4.509,5,17,110.57,127290
4.766,3,21,80.86,113140
27.399,19,18,10874.88,73222080
4.838,5,19,129.23,154740
4.503,8,5,328.42,46333
3.349,3,19,51.4,51580
4.496,8,17,266.05,297010
2.803,3,14,52.0,29000
5.585,2,15,79.18,46390
7.058,5,8,175.68,202440
5.08,8,15,630.71,324730
3.592,5,13,58.1,438060
7.288,13,10,1208.32,2948410
5.992,8,12,231.89,449400
3.153,8,15,630.71,324730
3.554,3,13,18.72,146020
5.208,8,7,373.81,427630
3.63,8,6,230.65,122430
3.931,13,22,218.97,614420
3.405,5,6,98.91,52470
5.354,8,20,358.53,324170
4.288,8,12,231.89,449400
4.162,8,15,630.71,324730
26.505,19,18,10874.88,73222080
3.588,8,14,313.68,203000
5.065,3,11,12.18,15720
4.45,8,21,680.89,791980
4.904,13,12,1034.24,1990200
3.285,5,6,98.91,52470
4.474,8,12,231.89,449400
4.103,8,3,274.96,784350
7.378,8,8,441.41,472360
4.77,8,11,89.68,110040
20.782,19,7,19733.67,21748040
3.794,5,14,131.05,87000
3.857,8,15,630.71,324730
5.153,8,17,266.05,297010
4.11,3,16,3.42,32790
4.822,5,9,200.62,383550
3.718,8,19,309.56,361060
4.633,2,16,3.42,32790
3.557,8,11,89.68,110040
5.684,15,1,2170.88,8824040
4.851,5,10,113.55,285330
3.981,8,4,171.69,407330
3.03,0,12,33.19,64200
2.964,8,6,230.65,122430
4.453,5,16,11.25,98370
2.77,8,6,230.65,122430
4.212,8,16,22.34,229530
26.59,19,18,10874.88,73222080
5.447,8,21,680.89,791980
3.153,11,6,559.9,297330
4.361,5,17,110.57,127290
5.179,8,3,274.96,784350
4.605,8,19,309.56,361060
5.385,5,3,117.33,336150
21.79,19,20,19015.68,16486360
3.892,3,17,45.17,42430
6.245,13,13,623.2,4526620
3.139,8,14,313.68,203000
3.103,8,4,171.69,407330
5.167,5,11,42.57,47160
25.123,19,18,10874.88,73222080
2.837,8,13,137.23,1022140
3.527,5,1,110.61,448680
3.406,3,1,36.89,149560
6.286,8,7,373.81,427630
4.033,8,3,274.96,784350
6.624,15,10,2314.24,5611490
4.467,5,2,39.35,165450
6.556,11,2,177.06,937550
3.142,3,12,33.19,64200
3.891,5,12,99.52,192600
3.974,15,22,425.06,1169380
2.655,5,6,98.91,52470
3.695,5,4,73.68,174570
9.168,16,12,2856.96,5457000
3.638,3,3,38.94,112050
3.948,8,11,89.68,110040
4.062,5,12,99.52,192600
4.453,3,19,51.4,51580
5.38,8,10,266.13,665770
6.964,8,2,79.16,386050
4.958,13,16,35.82,1016490
2.996,5,6,98.91,52470
3.56,5,17,110.57,127290
4.992,0,2,10.0,55150
3.894,3,17,45.17,42430
3.535,3,17,45.17,42430
4.207,8,11,89.68,110040
3.395,8,15,630.71,324730
4.735,5,7,150.19,183270
6.652,13,5,1413.12,205189
3.102,11,22,117.97,336940
4.433,5,20,142.84,138930
3.886,8,12,231.89,449400
3.318,3,21,80.86,113140
10.782,15,9,4096.0,7543150
2.843,8,19,309.56,361060
6.138,8,7,373.81,427630
4.149,8,13,137.23,1022140
5.561,8,16,22.34,229530
24.443,19,18,10874.88,73222080
6.613,8,8,441.41,472360
4.079,8,14,313.68,203000
3.191,8,4,171.69,407330
3.991,8,1,258.01,1046920
3.823,8,22,46.48,138740
1.918,8,6,230.65,122430
5.503,5,9,200.62,383550
18.896,15,9,4096.0,7543150
4.142,5,21,263.47,339420
3.594,5,11,42.57,47160
5.702,8,17,266.05,297010
3.993,15,6,1945.6,1031910
8.396,13,5,1413.12,205189
3.24,8,6,230.65,122430
3.042,3,22,6.29,19820
22.198,19,5,17448.96,2356364
3.548,8,11,89.68,110040
3.477,8,11,89.68,110040
9.555,16,2,593.59,4687750
3.739,8,22,46.48,138740
3.304,8,19,309.56,361060
3.349,8,4,171.69,407330
4.796,5,2,39.35,165450
5.11,8,3,274.96,784350
2.669,8,19,309.56,361060
3.722,13,4,770.67,1803890
3.844,9,13,198.77,1460200
4.587,8,5,328.42,46333
21.967,19,18,10874.88,73222080
3.536,5,19,129.23,154740
3.452,5,15,251.44,139170
5.071,8,20,358.53,324170
4.928,8,17,266.05,297010
5.038,8,3,274.96,784350
24.335,19,18,10874.88,73222080
3.263,5,16,11.25,98370
4.193,8,10,266.13,665770
3.414,8,16,22.34,229530
3.242,8,14,313.68,203000
4.803,5,2,39.35,165450
3.232,5,14,131.05,87000
6.108,8,5,328.42,46333
19.652,8,8,441.41,472360
8.946,13,17,1218.56,1315330
4.182,8,4,171.69,407330
4.295,8,3,274.96,784350
4.421,8,21,680.89,791980
4.268,0,19,51.4,51580
5.141,15,16,68.05,1934610
3.919,5,1,110.61,448680
5.227,11,2,177.06,937550
5.463,15,19,2744.32,3043220
4.971,8,17,266.05,297010
5.376,8,7,373.81,427630
2.74,8,13,137.23,1022140
3.459,8,14,313.68,203000
40.867,19,18,10874.88,73222080
6.994,2,9,71.45,127850
12.239,16,20,4290.56,3936350
7.784,13,8,1955.84,2091880
3.058,8,15,630.71,324730
6.493,8,5,328.42,46333
14.6,15,21,5560.32,6675260
3.806,3,1,36.89,149560
25.282,19,18,10874.88,73222080
5.305,8,2,79.16,386050
4.954,8,20,358.53,324170
2.336,3,6,32.98,17490
6.636,8,7,373.81,427630
28.83,19,18,10874.88,73222080
6.16,8,2,79.16,386050
5.547,3,20,53.74,46310
24.783,19,18,10874.88,73222080
2.628,5,22,19.48,59460
3.467,3,19,51.4,51580
3.933,13,14,1433.66,899000
5.877,3,9,71.45,127850
4.961,3,3,38.94,112050
5.07,5,5,130.69,19857
4.314,15,19,2744.32,3043220
6.827,13,13,623.2,4526620
3.895,13,3,1239.04,3473550
3.681,5,14,131.05,87000
4.136,10,12,430.26,834600
3.326,3,19,51.4,51580
5.739,5,5,130.69,19857
6.286,8,9,492.09,894950
6.529,8,9,492.09,894950
2.46,3,6,32.98,17490
4.898,8,2,79.16,386050
2.903,8,13,137.23,1022140
10.548,8,9,492.09,894950
16.49,15,12,1986.56,3787800
2.24,8,6,230.65,122430
3.97,5,12,99.52,192600
4.87,8,3,274.96,784350
3.31,3,22,6.29,19820
3.385,8,4,171.69,407330
5.557,8,3,274.96,784350
7.995,13,5,1413.12,205189
5.269,15,4,1474.56,3433210
4.156,8,1,258.01,1046920
3.191,0,4,24.68,58190
6.254,3,8,64.36,67480
5.918,15,12,1986.56,3787800
5.203,8,11,89.68,110040
4.173,3,15,79.18,46390
7.287,5,10,113.55,285330
3.3,5,1,110.61,448680
5.102,13,16,35.82,1016490
3.229,5,22,19.48,59460
4.653,8,7,373.81,427630
4.04,5,20,142.84,138930
3.566,13,4,770.67,1803890
6.171,8,21,680.89,791980
6.678,5,2,39.35,165450
45.044,19,18,10874.88,73222080
2.05,3,6,32.98,17490
3.835,8,16,22.34,229530
6.516,5,7,150.19,183270
3.825,8,14,313.68,203000
3.799,2,17,45.17,42430
2.99,15,22,425.06,1169380
3.229,8,6,230.65,122430
3.239,5,14,131.05,87000
3.157,8,4,171.69,407330
4.718,5,21,263.47,339420
6.408,3,12,33.19,64200
5.675,8,8,441.41,472360
5.42,11,17,659.24,721310
2.406,3,1,36.89,149560
31.617,19,18,10874.88,73222080
4.795,3,19,51.4,51580
5.296,13,16,35.82,1016490
6.727,8,9,492.09,894950
3.024,8,12,231.89,449400
3.265,8,14,313.68,203000
4.438,8,3,274.96,784350
4.042,8,4,171.69,407330
5.093,5,10,113.55,285330
4.496,8,10,266.13,665770
3.575,8,19,309.56,361060
6.495,8,2,79.16,386050
28.241,19,18,10874.88,73222080
4.175,8,13,137.23,1022140
6.597,13,7,1616.34,1893790
3.892,5,6,98.91,52470
5.243,16,16,98.11,2787150
7.561,15,7,3120.15,3604310
5.131,2,14,52.0,29000
4.15,8,19,309.56,361060
5.194,8,7,373.81,427630
3.439,8,15,630.71,324730
3.613,8,12,231.89,449400
9.462,15,5,2744.32,390521
6.441,8,21,680.89,791980
26.298,19,18,10874.88,73222080
4.552,13,19,1413.12,1598980
24.434,19,18,10874.88,73222080
3.722,8,13,137.23,1022140
4.247,5,22,19.48,59460
3.648,3,3,38.94,112050
8.007,8,5,328.42,46333
6.15,15,4,1474.56,3433210
4.545,3,20,53.74,46310
8.966,13,19,1413.12,1598980
7.017,8,7,373.81,427630
3.194,3,1,36.89,149560
7.121,11,8,1167.36,1147160
4.176,5,3,117.33,336150
5.078,8,2,79.16,386050
4.884,8,6,230.65,122430
4.503,3,21,80.86,113140
3.04,3,19,51.4,51580
26.045,19,18,10874.88,73222080
2.759,8,1,258.01,1046920
3.529,8,19,309.56,361060
3.053,0,12,33.19,64200
4.158,8,22,46.48,138740
3.746,8,19,309.56,361060
5.9,3,8,64.36,67480
3.171,3,14,52.0,29000
4.096,5,7,150.19,183270
2.546,8,4,171.69,407330
6.977,11,5,877.69,112523
2.853,3,1,36.89,149560
4.412,8,22,46.48,138740
2.91,5,1,110.61,448680
3.63,8,13,137.23,1022140
3.854,8,10,266.13,665770
3.984,8,17,266.05,297010
5.349,8,5,328.42,46333
4.044,8,14,313.68,203000
4.324,3,5,41.06,6619
4.53,8,17,266.05,297010
6.215,8,21,680.89,791980
2.771,3,13,18.72,146020
4.886,8,10,266.13,665770
12.568,16,12,2856.96,5457000
11.091,15,21,5560.32,6675260
5.977,8,5,328.42,46333
5.71,15,1,2170.88,8824040
5.585,8,12,231.89,449400
3.305,8,4,171.69,407330
5.102,8,2,79.16,386050
25.298,19,18,10874.88,73222080
3.26,3,13,18.72,146020
3.323,8,1,258.01,1046920
4.845,7,14,220.66,145000
5.118,8,15,630.71,324730
3.668,5,14,131.05,87000
7.54,13,8,1955.84,2091880
3.868,3,1,36.89,149560
7.087,8,8,441.41,472360
3.891,8,22,46.48,138740
3.666,8,1,258.01,1046920
7.411,2,8,64.36,67480
5.077,3,16,3.42,32790
4.035,8,13,137.23,1022140
8.51,16,3,3440.64,9524250
4.506,3,16,3.42,32790
3.123,8,22,46.48,138740
7.287,8,9,492.09,894950
4.152,0,12,33.19,64200
4.148,8,3,274.96,784350
7.787,13,5,1413.12,205189
28.516,19,18,10874.88,73222080
3.755,5,14,131.05,87000
4.261,8,16,22.34,229530
6.19,8,20,358.53,324170
3.317,8,16,22.34,229530
5.079,5,20,142.84,138930
3.879,8,16,22.34,229530
4.407,8,17,266.05,297010
3.782,8,12,231.89,449400
3.615,8,17,266.05,297010
4.002,8,1,258.01,1046920
5.628,7,9,339.58,639250
6.042,5,5,130.69,19857
5.272,5,13,58.1,438060
7.658,8,8,441.41,472360
4.136,5,3,117.33,336150
2.678,8,6,230.65,122430
3.214,0,17,45.17,42430
6.06,8,21,680.89,791980
6.435,8,8,441.41,472360
6.526,13,7,1616.34,1893790
2.474,9,22,68.15,198200
3.94,3,4,24.68,58190
