Database ID,query_id,start,CPU Time,Data Scanned,Start Timestamp,End Timestamp,Queueing Delay,I/O Time,CPU Latency,query_duration,query_duration_with_queue
13,3,140124,788.4000000000015,0.0,140124,169000,0,0.999904,27.788400000000003,28.788304000000004,28.876
8,16,144488,836.24,0.0,144488,146000,0,0.514234,1.83624,2.350474,2.350474
13,11,148635,898.56,0.0,148635,152000,0,0.391654,3.89856,4.290214,4.290214
3,18,149628,645.44,0.0,149628,151000,0,0.37466,1.64544,2.0201000000000002,2.0201000000000002
8,3,150187,274.8000000000002,0.0,150187,159000,0,0.8404959999999999,6.2748,7.115296,8.813
15,5,151320,124.16800000000012,0.0,151320,155000,0,0.9544320000000001,3.124168,4.0786,4.0786
15,22,152910,355.0400000000009,0.0,152910,164000,0,0.132506,9.35504,9.487546,11.09
8,3,153080,274.8000000000002,0.0,153080,160000,0,0.947496,6.2748,7.222296,7.222296
13,13,154977,212.95999999999913,0.0,154977,193000,0,0.08532000000000001,35.21296,35.298280000000005,38.023
8,19,156882,888.48,0.0,156882,159000,0,0.148956,2.88848,3.037436,3.037436
3,2,158513,441.2,0.0,158513,160000,0,0.488,0.4412,0.9292,1.487
8,9,160422,159.60000000000036,0.0,160422,168000,0,0.6272089999999999,7.1596,7.786809,7.786809
8,3,161674,274.8000000000002,0.0,161674,169000,0,0.35349600000000003,6.2748,6.628296,7.326
2,15,162135,371.12,-1.4210854715202004e-14,162135,164000,0,0.880836,0.37112,1.2519559999999998,1.865
3,17,162494,339.44,0.0,162494,163000,0,0.515034,0.33944,0.854474,0.854474
10,20,166615,816.2399999999998,0.0,166615,172000,0,0.453899,4.81624,5.2701389999999995,5.385
11,13,167779,858.7200000000012,0.0,167779,188000,0,0.255048,19.85872,20.113768,20.221
8,3,171300,274.8000000000002,0.0,171300,178000,0,0.7274959999999999,6.2748,7.002295999999999,7.002295999999999
13,8,179848,735.0400000000009,0.0,179848,199000,0,0.34758400000000006,16.73504,17.082624000000003,19.152
13,18,180855,8.639999999999418,0.0,180855,232000,0,0.317546,50.00864,50.326186,51.145
8,9,181205,159.60000000000036,0.0,181205,190000,0,0.893418,7.1596,8.053018,8.795
8,15,181785,597.8400000000001,0.0,181785,184000,0,0.341142,2.59784,2.938982,2.938982
8,11,182698,880.32,0.0,182698,183000,0,0.31096799999999997,0.8803200000000001,1.1912880000000001,1.1912880000000001
8,4,183332,258.6399999999999,0.0,183332,188000,0,0.719507,3.2586399999999998,3.978147,4.668
8,8,183883,778.8800000000001,-5.684341886080802e-14,183883,187000,0,0.249423,3.77888,4.028303,4.028303
3,14,183973,232.0,0.0,183973,184000,0,0.0426,0.232,0.2746,0.2746
8,19,185466,888.48,0.0,185466,191000,0,0.564956,2.88848,3.453436,5.534
8,15,187460,597.8400000000001,0.0,187460,190000,0,0.603071,2.59784,3.200911,3.200911
3,6,188468,139.92,0.0,188468,189000,0,0.535298,0.13992,0.6752180000000001,0.6752180000000001
8,2,189300,88.40000000000009,0.0,189300,194000,0,0.7158319999999999,3.0884,3.804232,4.7
3,4,189636,465.52,0.0,189636,192000,0,0.368936,0.46552,0.834456,2.364
3,4,190518,465.52,0.0,190518,191000,0,0.484468,0.46552,0.949988,0.949988
8,12,191796,595.1999999999998,0.0,191796,196000,0,0.22718899999999997,3.5951999999999997,3.822389,4.204
8,2,194408,88.40000000000009,0.0,194408,200000,0,0.6078319999999999,3.0884,3.696232,5.592
8,11,194922,880.32,0.0,194922,195000,0,0.095936,0.8803200000000001,0.9762560000000001,0.9762560000000001
3,1,195017,196.48000000000002,0.0,195017,198000,0,0.990378,1.19648,2.186858,2.983
8,6,195248,979.44,-2.842170943040401e-14,195248,196000,0,0.79813,0.9794400000000001,1.77757,1.77757
8,18,199042,518.0799999999999,0.0,199042,212000,0,0.9774459999999999,11.51808,12.495526,12.958
8,11,201328,880.32,0.0,201328,202000,0,0.680968,0.8803200000000001,1.5612880000000002,1.5612880000000002
8,14,203361,624.0,0.0,203361,205000,0,0.670368,1.624,2.294368,2.294368
8,13,205812,177.1199999999999,0.0,205812,215000,0,0.20172299999999999,8.17712,8.378843,9.188
5,9,207528,68.40000000000009,0.0,207528,211000,0,0.492062,3.0684,3.5604620000000002,3.5604620000000002
5,12,210682,540.8,0.0,210682,213000,0,0.327952,1.5408,1.868752,2.318
15,1,215607,592.320000000007,0.0,215607,286000,0,0.610088,69.59232,70.202408,70.393
8,3,217185,274.8000000000002,0.0,217185,224000,0,0.8424959999999999,6.2748,7.117296,7.117296
15,5,219354,124.16800000000012,0.0,219354,223000,0,0.920432,3.124168,4.0446,4.0446
11,10,220379,934.9599999999991,0.0,220379,234000,0,0.816804,12.934959999999998,13.751763999999998,13.751763999999998
8,22,220423,109.92000000000007,0.0,220423,222000,0,0.5909439999999999,1.10992,1.700864,1.700864
8,7,220664,421.03999999999996,0.0,220664,227000,0,0.448143,3.42104,3.869183,6.336
16,12,221101,656.0,0.0,221101,266000,0,1.184696,43.656,44.840696,44.899
8,20,222339,593.3600000000001,0.0,222339,225000,0,0.7327060000000001,2.59336,3.326066,3.326066
8,8,222879,778.8800000000001,0.0,222879,227000,0,0.209282,3.77888,3.988162,4.121
8,18,223683,518.0799999999999,0.0,223683,236000,0,0.336446,11.51808,11.854526,12.317
2,19,224391,412.64,0.0,224391,225000,0,0.61414,0.41264,1.02678,1.02678
8,11,226952,880.32,0.0,226952,227000,0,0.056968000000000005,0.8803200000000001,0.9372880000000001,0.9372880000000001
8,1,228880,375.3600000000006,0.0,228880,238000,0,0.145801,8.37536,8.521161000000001,9.12
19,3,229789,118.40000000002328,0.0,229789,543000,0,1.6661040000000003,309.1184,310.784504,313.211
8,11,231972,880.32,0.0,231972,232000,0,0.036968,0.8803200000000001,0.9172880000000001,0.9172880000000001
8,19,232660,888.48,0.0,232660,235000,0,0.370956,2.88848,3.259436,3.259436
5,2,233273,323.5999999999999,0.0,233273,236000,0,0.73487,1.3235999999999999,2.05847,2.727
8,14,233523,624.0,0.0,233523,235000,0,0.539736,1.624,2.163736,2.163736
8,21,235165,335.84000000000015,0.0,235165,243000,0,0.9030889999999999,6.33584,7.238929,7.835
8,15,237718,597.8400000000001,0.0,237718,240000,0,0.34507099999999996,2.59784,2.942911,2.942911
3,10,241642,760.88,0.0,241642,242000,0,0.36178,0.76088,1.12266,1.12266
8,14,242356,624.0,0.0,242356,245000,0,0.675368,1.624,2.2993680000000003,2.644
15,14,244193,688.0,0.0,244193,260000,0,1.084504,13.688,14.772504000000001,15.807
13,20,245449,484.8799999999992,0.0,245449,257000,0,0.852056,11.484879999999999,12.336935999999998,12.336935999999998
5,14,246750,696.0,0.0,246750,247000,0,0.263105,0.696,0.9591049999999999,0.9591049999999999
8,2,249570,88.40000000000009,0.0,249570,253000,0,0.43791599999999997,3.0884,3.526316,3.526316
5,15,250965,113.3599999999999,0.0,250965,252000,0,0.060144,1.11336,1.1735039999999999,1.1735039999999999
2,22,252712,158.56,0.0,252712,254000,0,0.28862899999999997,0.15856,0.44718899999999995,1.288
8,1,254155,375.3600000000006,0.0,254155,264000,0,0.8708009999999999,8.37536,9.246161,9.845
3,18,255297,645.44,0.0,255297,257000,0,0.70566,1.64544,2.3510999999999997,2.3510999999999997
3,11,257487,125.76,0.0,257487,258000,0,0.5142180000000001,0.12576,0.639978,0.639978
8,6,259707,979.44,-2.842170943040401e-14,259707,260000,0,0.316065,0.9794400000000001,1.2955050000000001,1.2955050000000001
8,18,260747,518.0799999999999,0.0,260747,273000,0,0.272446,11.51808,11.790526,12.253
8,14,262695,624.0,0.0,262695,264000,0,0.336368,1.624,1.960368,1.960368
5,18,263508,936.3199999999997,0.0,263508,269000,0,0.500354,4.936319999999999,5.436673999999999,5.492
15,6,265840,255.28000000000065,0.0,265840,276000,0,0.35456,8.25528,8.60984,10.16
3,22,267496,158.56,0.0,267496,268000,0,0.505887,0.15856,0.664447,0.664447
5,15,267590,113.3599999999999,0.0,267590,270000,0,0.485432,1.11336,1.598792,2.41
8,5,267762,370.664,0.0,267762,269000,0,0.336526,0.370664,0.70719,1.238
8,4,271894,258.6399999999999,0.0,271894,275000,0,0.123169,3.2586399999999998,3.3818089999999996,3.3818089999999996
13,6,274398,337.52000000000044,0.0,274398,281000,0,0.704114,4.3375200000000005,5.041634,6.602
3,6,278119,139.92,0.0,278119,279000,0,0.884298,0.13992,1.024218,1.024218
8,8,281064,778.8800000000001,0.0,281064,285000,0,0.980141,3.77888,4.759021,4.759021
8,10,284258,326.15999999999985,0.0,284258,291000,0,0.768613,5.32616,6.094773,6.742
3,1,285953,196.48000000000002,0.0,285953,287000,0,0.050689,1.19648,1.247169,1.247169
5,3,288204,689.1999999999998,0.0,288204,292000,0,0.807733,2.6891999999999996,3.4969329999999994,3.796
8,19,289906,888.48,0.0,289906,293000,0,0.124956,2.88848,3.013436,3.094
13,18,290390,8.639999999999418,0.0,290390,343000,0,0.782546,51.00864,51.791185999999996,52.61
15,12,290537,302.40000000000146,0.0,290537,322000,0,0.860312,30.302400000000002,31.162712000000003,31.463
8,10,291681,326.15999999999985,0.0,291681,297000,0,0.345613,5.32616,5.671773,5.671773
8,11,292365,880.32,0.0,292365,293000,0,0.643968,0.8803200000000001,1.524288,1.524288
15,10,293961,891.9199999999983,0.0,293961,339000,0,0.270424,44.89192,45.162344,45.162344
3,19,294120,412.64,0.0,294120,295000,0,0.89028,0.41264,1.3029199999999999,1.3029199999999999
8,2,294451,88.40000000000009,0.0,294451,299000,0,0.564832,3.0884,3.653232,4.549
8,14,295902,624.0,0.0,295902,297000,0,0.129368,1.624,1.753368,1.753368
5,11,297620,377.28,0.0,297620,298000,0,0.388514,0.37727999999999995,0.765794,0.765794
8,14,297967,624.0,0.0,297967,301000,0,0.095736,1.624,1.7197360000000002,3.033
5,7,299714,466.1600000000001,0.0,299714,302000,0,0.301019,1.4661600000000001,1.767179,2.286
10,12,301829,676.8000000000002,0.0,301829,309000,0,0.21402600000000002,6.6768,6.890826,7.171
8,9,302596,159.60000000000036,0.0,302596,312000,0,0.502418,7.1596,7.662018,9.404
8,8,302975,778.8800000000001,0.0,302975,306000,0,0.113282,3.77888,3.892162,3.892162
8,19,304612,888.48,0.0,304612,307000,0,0.418956,2.88848,3.307436,3.307436
8,16,305023,836.24,0.0,305023,308000,0,0.9792339999999999,1.83624,2.815474,2.977
8,1,306505,375.3600000000006,0.0,306505,317000,0,0.520801,8.37536,8.896161000000001,10.495
3,5,308692,52.952,0.0,308692,309000,0,0.312106,0.052952,0.365058,0.365058
8,14,309464,624.0,0.0,309464,311000,0,0.567368,1.624,2.191368,2.191368
8,7,311065,421.03999999999996,0.0,311065,315000,0,1.0471430000000002,3.42104,4.468183,4.468183
5,9,311459,68.40000000000009,0.0,311459,316000,0,0.601186,3.0684,3.669586,4.541
8,14,311886,624.0,0.0,311886,313000,0,0.208104,1.624,1.8321040000000002,1.8321040000000002
19,3,313850,118.40000000002328,0.0,313850,640000,0,1.6051039999999999,319.1184,320.723504,326.15
3,4,316809,465.52,0.0,316809,317000,0,0.193468,0.46552,0.658988,0.658988
8,2,317084,88.40000000000009,0.0,317084,322000,0,0.931832,3.0884,4.020232,4.916
8,5,317973,370.664,0.0,317973,318000,0,0.092684,0.370664,0.463348,0.463348
11,13,322667,858.7200000000012,0.0,322667,342000,0,0.36704800000000004,19.85872,20.225768000000002,20.225768000000002
13,17,323586,522.6399999999994,0.0,323586,334000,0,0.535856,10.522639999999999,11.058496,11.058496
8,8,324224,778.8800000000001,0.0,324224,328000,0,0.820141,3.77888,4.5990210000000005,4.5990210000000005
3,17,325375,339.44,0.0,325375,326000,0,0.638551,0.33944,0.977991,0.977991
8,19,325447,888.48,0.0,325447,328000,0,0.645868,2.88848,3.534348,3.534348
8,16,325937,836.24,0.0,325937,329000,0,0.069702,1.83624,1.905942,3.063
13,17,328107,522.6399999999994,0.0,328107,341000,0,1.014856,10.522639999999999,11.537495999999999,12.893
5,18,329152,936.3199999999997,0.0,329152,334000,0,0.864708,4.936319999999999,5.801028,5.801028
16,20,329392,490.7999999999993,0.0,329392,364000,0,1.466112,31.4908,32.956912,34.608
8,8,331512,778.8800000000001,0.0,331512,335000,0,0.532141,3.77888,4.311021,4.311021
3,2,333361,441.2,0.0,333361,334000,0,0.64,0.4412,1.0812,1.0812
15,22,335104,355.0400000000009,0.0,335104,345000,0,0.9385060000000001,9.35504,10.293546000000001,10.293546000000001
3,6,336605,139.92,0.0,336605,337000,0,0.39829800000000004,0.13992,0.5382180000000001,0.5382180000000001
8,22,338210,109.92000000000007,0.0,338210,340000,0,0.794648,1.10992,1.904568,1.904568
13,20,340529,484.8799999999992,0.0,340529,353000,0,0.621528,11.484879999999999,12.106407999999998,12.471
3,12,343064,513.6,0.0,343064,345000,0,0.9426380000000001,0.5136000000000001,1.4562380000000001,1.936
3,7,343912,488.72,0.0,343912,344000,0,0.09749,0.48872000000000004,0.58621,0.58621
8,21,346058,335.84000000000015,0.0,346058,354000,0,1.010089,6.33584,7.345929,7.942
8,8,347447,778.8800000000001,0.0,347447,351000,0,0.597141,3.77888,4.376021,4.376021
3,17,348433,339.44,0.0,348433,349000,0,0.5715169999999999,0.33944,0.910957,0.910957
8,5,349742,370.664,0.0,349742,350000,0,0.290842,0.370664,0.6615059999999999,0.6615059999999999
15,2,350669,30.799999999999272,0.0,350669,380000,0,0.37226000000000004,26.0308,26.40306,29.331
3,15,352150,371.12,-1.4210854715202004e-14,352150,353000,0,0.857918,0.37112,1.229038,1.229038
8,18,355706,518.0799999999999,0.0,355706,367000,0,0.313446,11.51808,11.831526,11.831526
2,10,356820,760.88,0.0,356820,357000,0,0.18378,0.76088,0.94466,0.94466
3,5,357918,52.952,0.0,357918,358000,0,0.086106,0.052952,0.13905800000000001,0.13905800000000001
3,1,358908,196.48000000000002,0.0,358908,360000,0,0.095689,1.19648,1.292169,1.292169
3,22,360758,158.56,0.0,360758,361000,0,0.24262899999999998,0.15856,0.401189,0.401189
3,11,361950,125.76,0.0,361950,362000,0,0.051218,0.12576,0.17697800000000002,0.17697800000000002
5,19,362702,237.92000000000007,0.0,362702,364000,0,0.310923,1.2379200000000001,1.5488430000000002,1.5488430000000002
3,15,364380,371.12,-1.4210854715202004e-14,364380,365000,0,0.627918,0.37112,0.999038,0.999038
8,18,365458,518.0799999999999,0.0,365458,378000,0,0.561446,11.51808,12.079526,12.542
8,8,366014,778.8800000000001,0.0,366014,370000,0,1.030141,3.77888,4.8090209999999995,4.8090209999999995
3,7,367756,488.72,0.0,367756,368000,0,0.248745,0.48872000000000004,0.737465,0.737465
5,19,369587,237.92000000000007,0.0,369587,372000,0,0.425923,1.2379200000000001,1.6638430000000002,2.413
2,11,370606,125.76,0.0,370606,371000,0,0.395218,0.12576,0.520978,0.520978
3,19,371466,412.64,0.0,371466,373000,0,0.54428,0.41264,0.95692,1.534
8,2,371986,88.40000000000009,0.0,371986,376000,0,0.029831999999999997,3.0884,3.118232,4.014
8,19,372767,888.48,0.0,372767,375000,0,0.263956,2.88848,3.152436,3.152436
3,13,375689,168.16000000000008,0.0,375689,379000,0,0.312872,1.16816,1.4810320000000001,3.311
5,6,379636,419.76,-1.4210854715202004e-14,379636,381000,0,0.373891,0.41975999999999997,0.7936509999999999,1.364
5,15,380116,113.3599999999999,0.0,380116,383000,0,0.909144,1.11336,2.0225039999999996,2.884
8,16,383613,836.24,0.0,383613,385000,0,0.389234,1.83624,2.225474,2.225474
8,2,385821,88.40000000000009,0.0,385821,389000,0,0.186916,3.0884,3.275316,3.275316
13,10,387323,587.2799999999988,0.0,387323,412000,0,0.7978320000000001,23.58728,24.385112,24.677
13,1,390361,90.87999999999738,0.0,390361,429000,0,0.753688,37.09088,37.844567999999995,38.639
11,12,396263,731.2000000000007,0.0,396263,405000,0,0.793311,8.731200000000001,9.524511,9.524511
19,1,398038,946.8800000000047,-4.547473508864641e-13,398038,820000,0,2.273744,417.94688,420.22062400000004,421.962
3,22,400710,158.56,0.0,400710,401000,0,0.29062899999999997,0.15856,0.44918899999999995,0.44918899999999995
3,21,401594,905.12,0.0,401594,402000,0,0.414086,0.90512,1.319206,1.319206
16,5,403512,500.9200000000001,0.0,403512,408000,0,0.889408,4.50092,5.390328,5.390328
13,9,404509,706.7999999999993,0.0,404509,437000,0,0.701944,31.706799999999998,32.408744,32.491
8,15,406585,597.8400000000001,0.0,406585,409000,0,0.47807099999999997,2.59784,3.075911,3.075911
15,9,408366,345.1999999999971,0.0,408366,471000,0,1.0436,60.3452,61.388799999999996,62.634
8,17,410282,376.0799999999999,0.0,410282,413000,0,0.744605,2.37608,3.120685,3.120685
5,18,411072,936.3199999999997,0.0,411072,417000,0,0.936354,4.936319999999999,5.872673999999999,5.928
15,22,412128,355.0400000000009,0.0,412128,423000,0,0.914506,9.35504,10.269546,10.872
15,11,413573,419.84000000000015,0.0,413573,421000,0,0.476978,7.41984,7.896818,7.896818
13,20,415867,484.8799999999992,0.0,415867,429000,0,0.283528,11.484879999999999,11.768407999999999,13.133
15,2,417288,30.799999999999272,0.0,417288,445000,0,0.7532599999999999,26.0308,26.78406,27.712
15,15,420363,896.0800000000017,0.0,420363,442000,0,1.1510479999999998,21.89608,23.047128,23.047128
15,6,429777,255.28000000000065,0.0,429777,438000,0,0.41756,8.25528,8.67284,8.67284
8,19,431682,888.48,0.0,431682,434000,0,0.348956,2.88848,3.2374359999999998,3.2374359999999998
13,10,432104,587.2799999999988,0.0,432104,457000,0,1.137664,23.58728,24.724944,24.896
11,8,432689,177.28000000000065,0.0,432689,446000,0,0.544472,9.177280000000001,9.721752000000002,13.311
2,5,433043,52.952,0.0,433043,434000,0,0.961106,0.052952,1.014058,1.014058
8,17,434132,376.0799999999999,0.0,434132,437000,0,0.947815,2.37608,3.323895,3.323895
8,12,434348,595.1999999999998,0.0,434348,439000,0,0.7215670000000001,3.5951999999999997,4.316767,4.652
8,6,434526,979.44,0.0,434526,436000,0,0.543195,0.9794400000000001,1.5226350000000002,1.5226350000000002
19,19,438843,899.8399999999965,0.0,438843,589000,0,2.9023013333333334,146.89983999999998,149.8021413333333,150.157
8,4,439212,258.6399999999999,0.0,439212,443000,0,0.839507,3.2586399999999998,4.098147,4.098147
16,4,439968,569.1999999999971,0.0,439968,482000,0,0.6679039999999999,39.569199999999995,40.237103999999995,42.032
8,14,440618,624.0,0.0,440618,442000,0,0.444736,1.624,2.0687360000000004,2.0687360000000004
8,5,443799,370.664,0.0,443799,444000,0,0.23384200000000002,0.370664,0.604506,0.604506
5,2,444029,323.5999999999999,0.0,444029,446000,0,0.974935,1.3235999999999999,2.2985349999999998,2.2985349999999998
3,1,445409,196.48000000000002,0.0,445409,448000,0,0.594689,1.19648,1.791169,2.591
5,10,447618,282.6399999999999,-1.4210854715202004e-14,447618,451000,0,0.393355,2.28264,2.675995,3.382
5,12,448965,540.8,0.0,448965,450000,0,0.044952000000000006,1.5408,1.585752,1.585752
5,21,451422,715.3600000000001,0.0,451422,454000,0,0.604347,2.71536,3.319707,3.319707
5,19,452676,237.92000000000007,0.0,452676,455000,0,0.33692300000000003,1.2379200000000001,1.5748430000000002,2.324
8,22,453769,109.92000000000007,0.0,453769,456000,0,0.23564800000000002,1.10992,1.345568,2.231
8,5,454930,370.664,0.0,454930,455000,0,0.10284200000000002,0.370664,0.473506,0.473506
5,4,455885,396.55999999999995,0.0,455885,458000,0,0.122368,1.39656,1.518928,2.115
13,16,457017,131.92000000000007,0.0,457017,467000,0,0.9901639999999999,8.131920000000001,9.122084000000001,9.983
8,3,457639,274.8000000000002,0.0,457639,465000,0,0.415992,6.2748,6.690792,7.361
8,8,458819,778.8800000000001,0.0,458819,462000,0,0.22514099999999998,3.77888,4.004021,4.004021
8,4,460997,258.6399999999999,0.0,460997,465000,0,0.020169,3.2586399999999998,3.278809,4.003
8,1,462585,375.3600000000006,0.0,462585,473000,0,0.440801,8.37536,8.816161000000001,10.415
8,12,464031,595.1999999999998,0.0,464031,468000,0,0.992189,3.5951999999999997,4.587389,4.587389
8,11,466981,880.32,0.0,466981,467000,0,0.027968,0.8803200000000001,0.9082880000000001,0.9082880000000001
8,17,469006,376.0799999999999,0.0,469006,474000,0,1.073815,2.37608,3.4498949999999997,4.994
8,6,469488,979.44,0.0,469488,471000,0,0.581195,0.9794400000000001,1.560635,1.560635
5,14,469999,696.0,0.0,469999,470000,0,0.040315000000000004,0.696,0.7363149999999999,0.7363149999999999
8,15,471227,597.8400000000001,0.0,471227,475000,0,0.899142,2.59784,3.496982,3.773
