query_stream_id,query_id,start,query_duration,query_duration_with_queue,Data Scanned,cpu_time
3,17,895862,258,258,45.17,42430.0
5,17,897199,1306,1306,110.57,127290.0
8,21,897571,3167,3168,680.89,791980.0
3,12,898812,288,288,33.19,64200.0
8,13,899070,3491,3491,137.23,1022140.0
11,20,900285,7959,8325,952.92,787270.0
8,23,900543,0,0,0.0,
8,4,901323,789,790,171.69,407330.0
8,1,901376,1335,1677,258.01,1046920.0
8,13,901561,113,664,137.23,1022140.0
3,14,902165,277,277,52.0,29000.0
8,18,902426,127,128,194.46,1439760.0
4,10,902436,262,262,75.6,190220.0
3,4,904055,276,276,24.68,58190.0
8,6,904842,131,131,230.65,122430.0
5,4,905146,2048,2048,73.68,174570.0
3,16,906239,3753,3753,3.42,32790.0
8,19,906436,1253,1253,309.56,361060.0
5,1,906442,1964,2324,110.61,448680.0
8,4,906610,898,898,171.69,407330.0
8,5,907012,797,797,328.42,46333.0
3,16,908575,1100,1446,3.42,32790.0
8,12,910438,543,543,231.89,449400.0
4,4,911353,553,553,49.18,116380.0
3,5,911422,531,531,41.06,6619.0
8,5,911770,112,112,328.42,46333.0
9,8,911821,4077,4412,652.73,674800.0
16,17,911994,3869,4224,3420.16,3606550.0
5,2,912468,587,588,39.35,165450.0
14,13,912645,5745,6124,870.54,6278860.0
3,11,913544,225,225,12.18,15720.0
11,18,914036,2714,2715,472.1,3496560.0
8,1,914738,1683,1683,258.01,1046920.0
8,2,915433,555,555,79.16,386050.0
3,12,915436,661,661,33.19,64200.0
2,21,917045,1341,1722,80.86,113140.0
3,19,917177,341,341,51.4,51580.0
13,13,917206,2777,3129,623.2,4526620.0
3,2,918190,433,434,10.0,55150.0
3,16,918743,1122,1123,3.42,32790.0
3,22,918828,571,571,6.29,19820.0
13,2,918973,358,733,220.36,1709650.0
4,15,918983,313,313,164.36,92780.0
13,11,920051,1610,1611,266.54,487320.0
8,15,920402,567,567,630.71,324730.0
15,17,920528,1686,2008,2375.68,2503370.0
8,3,920986,624,624,274.96,784350.0
3,8,921727,298,299,64.36,67480.0
3,7,922479,249,249,47.45,61090.0
19,1,922515,5531,5863,13117.44,53243360.0
8,2,923111,385,385,79.16,386050.0
3,6,924552,164,165,32.98,17490.0
4,15,925137,438,438,164.36,92780.0
3,2,925489,420,420,10.0,55150.0
3,17,925653,314,314,45.17,42430.0
3,23,926034,0,0,0.0,
8,2,926249,358,359,79.16,386050.0
13,15,926388,1233,1233,2662.4,1438090.0
3,16,926494,2087,2087,3.42,32790.0
4,14,926724,206,206,86.82,58000.0
4,12,928112,223,224,66.35,128400.0
8,10,928360,113,114,266.13,665770.0
8,21,928395,2452,2802,680.89,791980.0
3,19,929571,307,308,51.4,51580.0
8,3,929672,149,149,274.96,784350.0
3,6,929847,152,153,32.98,17490.0
3,19,929997,267,268,51.4,51580.0
3,4,930643,109,110,24.68,58190.0
13,5,930690,116,116,1413.12,205189.0
4,18,931293,413,414,55.58,411360.0
8,6,931472,233,233,230.65,122430.0
4,21,931810,1574,1574,170.74,226280.0
10,1,932687,1608,1963,478.94,1944280.0
3,14,932716,179,179,52.0,29000.0
3,4,933400,262,262,24.68,58190.0
8,11,934050,570,570,89.68,110040.0
3,23,935829,0,0,0.0,
8,5,936389,128,128,328.42,46333.0
3,15,936756,272,273,79.18,46390.0
8,11,937963,578,578,89.68,110040.0
3,10,938359,109,109,37.8,95110.0
4,18,938491,114,115,55.58,411360.0
8,23,938591,0,0,0.0,
8,12,938888,359,359,231.89,449400.0
8,7,939299,498,498,373.81,427630.0
4,3,939645,238,238,78.04,224100.0
8,3,939939,554,556,274.96,784350.0
13,18,939942,3196,3197,862.73,6376080.0
8,12,940412,504,933,231.89,449400.0
4,23,940828,0,0,0.0,
8,18,941547,146,147,194.46,1439760.0
3,7,941777,354,354,47.45,61090.0
3,15,942650,268,269,79.18,46390.0
8,7,943207,553,553,373.81,427630.0
15,16,943526,3181,3507,68.05,1934610.0
4,9,943755,414,414,128.82,255700.0
15,18,944032,3773,4127,1638.4,12135120.0
3,6,944040,177,177,32.98,17490.0
8,6,944472,311,312,230.65,122430.0
2,23,944613,0,0,0.0,
3,11,945176,505,506,12.18,15720.0
8,15,945361,116,116,630.71,324730.0
3,13,946103,344,344,18.72,146020.0
3,22,947282,640,640,6.29,19820.0
3,20,947691,361,704,53.74,46310.0
3,6,949111,195,195,32.98,17490.0
3,15,949481,130,130,79.18,46390.0
14,21,950253,6214,6568,4003.84,4865020.0
3,5,953870,110,110,41.06,6619.0
13,23,953945,0,0,0.0,
8,23,954363,0,0,0.0,
5,20,954691,727,1069,142.84,138930.0
8,13,955400,123,124,137.23,1022140.0
3,22,956718,420,422,6.29,19820.0
8,2,956875,381,382,79.16,386050.0
3,15,958742,141,142,79.18,46390.0
19,1,960037,8836,9212,13117.44,53243360.0
8,18,960553,139,141,194.46,1439760.0
15,13,960678,6042,6418,1198.08,8615180.0
9,20,961042,2750,3096,538.32,463100.0
8,16,961628,1858,1858,22.34,229530.0
5,13,961785,1027,1027,58.1,438060.0
8,13,962132,125,542,137.23,1022140.0
5,17,962280,917,1305,110.57,127290.0
3,20,964206,590,590,53.74,46310.0
3,23,965229,0,0,0.0,
3,6,965258,180,181,32.98,17490.0
3,5,965636,262,262,41.06,6619.0
15,14,965842,5256,5591,2775.04,1711000.0
3,1,966213,114,114,36.89,149560.0
8,10,966625,128,128,266.13,665770.0
11,2,966902,546,932,177.06,937550.0
8,19,969839,813,814,309.56,361060.0
8,18,970074,136,137,194.46,1439760.0
3,9,970105,382,382,71.45,127850.0
16,20,971348,1696,2059,4290.56,3936350.0
3,20,971961,646,646,53.74,46310.0
3,15,972894,254,254,79.18,46390.0
5,4,973890,355,726,73.68,174570.0
3,22,974536,440,441,6.29,19820.0
3,4,975945,277,277,24.68,58190.0
8,20,976395,1136,1137,358.53,324170.0
8,17,976404,445,445,266.05,297010.0
8,15,976527,579,941,630.71,324730.0
8,11,976929,884,884,89.68,110040.0
3,11,976968,222,222,12.18,15720.0
8,5,977247,939,1159,328.42,46333.0
3,6,977453,113,114,32.98,17490.0
8,16,977993,1997,1997,22.34,229530.0
3,4,978127,111,111,24.68,58190.0
3,7,978133,342,675,47.45,61090.0
8,17,978648,397,397,266.05,297010.0
4,2,978712,359,712,20.59,110300.0
13,10,979221,331,725,1208.32,2948410.0
8,15,979566,742,742,630.71,324730.0
13,14,979748,782,1143,1433.66,899000.0
8,8,979844,897,898,441.41,472360.0
8,18,980204,142,143,194.46,1439760.0
8,7,980246,633,696,373.81,427630.0
8,8,980289,862,919,441.41,472360.0
4,16,980382,1627,1627,7.13,65580.0
8,11,980699,571,613,89.68,110040.0
8,3,981097,471,472,274.96,784350.0
8,22,981225,644,644,46.48,138740.0
5,23,981549,0,0,0.0,
11,8,982304,1250,1591,1167.36,1147160.0
4,15,982463,275,276,164.36,92780.0
8,23,982536,0,0,0.0,
8,10,982652,129,129,266.13,665770.0
3,13,982677,320,321,18.72,146020.0
8,7,983363,605,606,373.81,427630.0
5,3,983598,370,370,117.33,336150.0
8,11,984471,672,673,89.68,110040.0
17,6,987154,6169,6536,4116.48,2186250.0
4,4,987606,363,363,49.18,116380.0
8,4,987785,748,748,171.69,407330.0
8,14,987852,117,118,313.68,203000.0
8,7,988463,769,770,373.81,427630.0
16,18,988882,5089,5475,2355.2,17482800.0
3,10,988963,251,251,37.8,95110.0
8,17,989487,1920,1921,266.05,297010.0
3,12,989808,1116,1116,33.19,64200.0
3,11,989915,227,597,12.18,15720.0
8,8,990222,1426,1426,441.41,472360.0
3,9,990350,887,1264,71.45,127850.0
8,13,991210,151,151,137.23,1022140.0
8,4,992315,696,697,171.69,407330.0
4,7,992888,316,317,98.26,122180.0
3,14,993601,188,188,52.0,29000.0
17,20,995129,10225,10226,6451.2,5788750.0
4,2,996412,336,336,20.59,110300.0
19,2,997276,565,888,2478.08,19633400.0
13,23,997346,0,1,0.0,
5,17,997363,511,852,110.57,127290.0
3,11,997651,337,338,12.18,15720.0
4,4,997765,448,448,49.18,116380.0
3,11,998187,361,361,12.18,15720.0
8,3,998433,580,581,274.96,784350.0
8,8,998661,659,660,441.41,472360.0
8,6,998694,279,280,230.65,122430.0
17,23,998711,0,0,0.0,
17,7,999170,11215,11562,6762.03,7636250.0
8,17,999581,492,492,266.05,297010.0
8,16,1000578,1559,1560,22.34,229530.0
3,8,1001413,499,500,64.36,67480.0
3,16,1001431,1507,1915,3.42,32790.0
8,6,1001950,202,203,230.65,122430.0
8,22,1002009,816,816,46.48,138740.0
3,12,1003093,276,277,33.19,64200.0
15,7,1003790,10536,10891,3120.15,3604310.0
15,5,1003861,8630,8993,2744.32,390521.0
17,15,1004282,7300,7632,11120.64,5798750.0
8,23,1004324,0,0,0.0,
3,5,1004380,586,586,41.06,6619.0
2,3,1004780,2782,3145,38.94,112050.0
8,1,1005142,1677,1677,258.01,1046920.0
4,15,1006154,2142,2143,164.36,92780.0
17,13,1006186,18161,18162,2560.0,18252500.0
8,17,1006664,816,817,266.05,297010.0
3,1,1006743,455,455,36.89,149560.0
8,11,1007047,654,654,89.68,110040.0
8,5,1007367,117,117,328.42,46333.0
8,10,1008322,151,151,266.13,665770.0
14,4,1008696,9581,9978,1064.96,2502170.0
8,15,1008709,1118,1118,630.71,324730.0
8,1,1008839,1520,1520,258.01,1046920.0
8,16,1008979,2326,2326,22.34,229530.0
3,8,1009072,673,673,64.36,67480.0
3,22,1009617,1235,1235,6.29,19820.0
8,12,1011112,662,663,231.89,449400.0
4,7,1011243,487,488,98.26,122180.0
8,1,1011249,264,265,258.01,1046920.0
3,4,1013203,285,285,24.68,58190.0
5,14,1013423,488,894,131.05,87000.0
8,14,1015558,461,461,313.68,203000.0
3,13,1016010,543,543,18.72,146020.0
8,6,1016135,354,354,230.65,122430.0
2,5,1016231,117,117,41.06,6619.0
8,1,1016391,1691,1691,258.01,1046920.0
15,8,1016405,6669,6670,3819.52,3981320.0
8,1,1016876,129,129,258.01,1046920.0
4,13,1017123,1225,1225,38.13,292040.0
4,15,1017291,1069,1423,164.36,92780.0
4,3,1017343,799,1138,78.04,224100.0
3,13,1017378,124,124,18.72,146020.0
8,21,1017929,153,154,680.89,791980.0
14,3,1019743,4870,4871,1730.56,4818150.0
8,22,1020370,1169,1169,46.48,138740.0
3,19,1020776,632,633,51.4,51580.0
8,19,1021282,1599,1599,309.56,361060.0
3,18,1021790,147,147,26.6,205680.0
8,21,1022173,3190,3190,680.89,791980.0
3,10,1022972,195,195,37.8,95110.0
8,9,1023283,143,144,492.09,894950.0
5,7,1023966,749,749,150.19,183270.0
4,22,1024266,831,831,12.81,39640.0
19,11,1024580,4633,4984,3000.32,5596320.0
8,6,1025179,235,236,230.65,122430.0
5,19,1025444,684,685,129.23,154740.0
5,4,1026472,536,536,73.68,174570.0
8,23,1027214,0,0,0.0,
5,4,1027767,567,567,73.68,174570.0
5,6,1028528,179,180,98.91,52470.0
15,9,1030169,4366,4367,4096.0,7543150.0
8,10,1030183,230,230,266.13,665770.0
3,17,1031274,328,328,45.17,42430.0
8,21,1032061,3037,3038,680.89,791980.0
11,14,1032404,912,1265,774.64,493000.0
8,16,1032751,1771,1771,22.34,229530.0
8,19,1034017,1004,1505,309.56,361060.0
13,8,1034143,3540,3954,1955.84,2091880.0
5,14,1035718,439,439,131.05,87000.0
15,23,1036043,0,2,0.0,
8,17,1037434,527,527,266.05,297010.0
13,3,1037948,1274,1657,1239.04,3473550.0
3,3,1038607,269,269,38.94,112050.0
16,7,1039323,1410,1761,4552.35,5192650.0
5,7,1039488,537,538,150.19,183270.0
8,5,1040425,119,119,328.42,46333.0
8,4,1041062,663,663,171.69,407330.0
8,4,1041258,131,131,171.69,407330.0
3,23,1042316,0,0,0.0,
5,11,1043288,513,514,42.57,47160.0
5,19,1044229,724,724,129.23,154740.0
3,8,1044934,442,443,64.36,67480.0
3,5,1044937,637,1015,41.06,6619.0
13,7,1046234,898,898,1616.34,1893790.0
3,12,1046539,256,257,33.19,64200.0
3,19,1048612,328,329,51.4,51580.0
4,21,1048816,2219,2612,170.74,226280.0
8,2,1049315,349,349,79.16,386050.0
8,11,1049393,598,598,89.68,110040.0
19,7,1049741,4405,4771,19733.67,21748040.0
5,1,1049835,725,725,110.61,448680.0
8,1,1050948,1579,1580,258.01,1046920.0
8,13,1051389,1486,1487,137.23,1022140.0
5,8,1051676,1140,1141,175.68,202440.0
11,16,1051739,2273,2610,48.77,557430.0
8,18,1052081,126,504,194.46,1439760.0
8,5,1052519,1135,1144,328.42,46333.0
3,13,1053522,319,319,18.72,146020.0
8,23,1053910,0,0,0.0,
13,13,1054375,2509,2510,623.2,4526620.0
3,9,1054758,555,556,71.45,127850.0
4,14,1055017,237,237,86.82,58000.0
3,17,1055249,299,300,45.17,42430.0
8,22,1055296,901,902,46.48,138740.0
5,10,1055549,256,256,113.55,285330.0
8,5,1055653,152,152,328.42,46333.0
8,3,1056327,604,604,274.96,784350.0
8,16,1056589,2019,2019,22.34,229530.0
15,20,1056968,4932,5302,2949.12,2732290.0
8,12,1057335,514,514,231.89,449400.0
13,23,1057428,0,1,0.0,
3,7,1057983,436,438,47.45,61090.0
2,17,1058113,519,920,45.17,42430.0
8,19,1058292,1268,1268,309.56,361060.0
8,10,1058427,117,117,266.13,665770.0
15,19,1058938,4596,4957,2744.32,3043220.0
8,4,1059147,120,120,171.69,407330.0
3,8,1060496,310,310,64.36,67480.0
8,16,1060720,1513,1513,22.34,229530.0
8,23,1061139,0,1,0.0,
9,16,1061442,5213,5561,37.0,327900.0
8,4,1063859,555,555,171.69,407330.0
3,18,1064702,114,114,26.6,205680.0
8,19,1066068,865,865,309.56,361060.0
8,5,1066084,118,118,328.42,46333.0
3,13,1066409,319,320,18.72,146020.0
3,6,1066652,167,528,32.98,17490.0
10,22,1066741,1869,2208,88.74,257660.0
13,12,1067010,1510,1881,1034.24,1990200.0
3,7,1067018,275,275,47.45,61090.0
3,22,1067088,628,980,6.29,19820.0
3,1,1067334,396,396,36.89,149560.0
3,17,1067430,605,605,45.17,42430.0
10,3,1067438,1256,1605,512.8,1456650.0
8,1,1067726,1418,1418,258.01,1046920.0
13,14,1068688,788,1148,1433.66,899000.0
3,7,1069359,477,477,47.45,61090.0
4,20,1069463,504,867,92.94,92620.0
8,6,1069779,116,116,230.65,122430.0
8,22,1070047,635,636,46.48,138740.0
19,16,1071245,2518,2873,412.0,11673240.0
8,9,1071570,1325,1325,492.09,894950.0
8,11,1072390,609,609,89.68,110040.0
5,23,1072587,0,0,0.0,
3,12,1072614,323,323,33.19,64200.0
8,7,1072991,519,519,373.81,427630.0
8,18,1073072,119,119,194.46,1439760.0
3,22,1073082,433,433,6.29,19820.0
4,15,1073194,116,117,164.36,92780.0
8,14,1073873,510,510,313.68,203000.0
14,21,1075912,6427,6813,4003.84,4865020.0
5,6,1076421,172,517,98.91,52470.0
4,20,1076728,504,505,92.94,92620.0
3,21,1076891,1572,1572,80.86,113140.0
8,19,1077955,1295,1296,309.56,361060.0
3,9,1078349,459,862,71.45,127850.0
8,1,1079591,1099,1099,258.01,1046920.0
16,14,1079877,284,641,3993.6,2465000.0
8,1,1080122,1221,1221,258.01,1046920.0
3,9,1080763,709,709,71.45,127850.0
8,4,1081099,741,741,171.69,407330.0
3,6,1082510,167,167,32.98,17490.0
15,12,1083318,8394,8724,1986.56,3787800.0
3,21,1083322,1452,1453,80.86,113140.0
3,15,1083488,259,259,79.18,46390.0
3,15,1083794,343,343,79.18,46390.0
3,3,1084371,134,134,38.94,112050.0
13,8,1084432,7273,7601,1955.84,2091880.0
8,14,1084676,440,440,313.68,203000.0
8,12,1085599,462,462,231.89,449400.0
8,23,1085973,0,1,0.0,
8,4,1086402,147,147,171.69,407330.0
8,13,1087006,125,126,137.23,1022140.0
5,13,1087699,974,1364,58.1,438060.0
15,4,1087971,6466,6833,1474.56,3433210.0
8,8,1088137,674,674,441.41,472360.0
8,1,1088145,131,131,258.01,1046920.0
3,12,1088421,320,320,33.19,64200.0
8,21,1089468,3271,3271,680.89,791980.0
8,6,1089519,254,254,230.65,122430.0
8,16,1089999,1836,1837,22.34,229530.0
3,10,1090190,241,242,37.8,95110.0
3,3,1090419,440,441,38.94,112050.0
9,9,1090625,2074,2455,730.66,1278500.0
3,16,1091008,2015,2015,3.42,32790.0
5,23,1092293,0,0,0.0,
19,11,1092570,4067,4410,3000.32,5596320.0
8,23,1092738,0,0,0.0,
3,22,1092774,697,697,6.29,19820.0
8,22,1092866,1125,1126,46.48,138740.0
8,12,1093619,453,454,231.89,449400.0
8,7,1094354,131,131,373.81,427630.0
8,17,1094389,513,513,266.05,297010.0
8,1,1095217,175,175,258.01,1046920.0
8,16,1095458,1980,1981,22.34,229530.0
5,18,1095519,232,233,83.54,617040.0
8,5,1096681,169,170,328.42,46333.0
8,17,1096900,398,399,266.05,297010.0
14,6,1097148,1600,2018,1413.12,752070.0
8,15,1097285,599,1011,630.71,324730.0
11,10,1097440,265,646,652.68,1616870.0
8,18,1097935,150,151,194.46,1439760.0
3,14,1098271,206,206,52.0,29000.0
8,5,1098753,152,152,328.42,46333.0
13,5,1098946,2503,2504,1413.12,205189.0
8,14,1098980,118,119,313.68,203000.0
8,22,1099389,724,724,46.48,138740.0
3,2,1099397,696,696,10.0,55150.0
3,14,1100899,212,212,52.0,29000.0
8,15,1100945,576,576,630.71,324730.0
3,1,1102191,291,291,36.89,149560.0
8,3,1102638,119,119,274.96,784350.0
5,22,1102841,767,767,19.48,59460.0
8,19,1102997,1080,1080,309.56,361060.0
3,4,1103074,534,534,24.68,58190.0
3,18,1104195,157,157,26.6,205680.0
3,20,1104366,362,362,53.74,46310.0
4,3,1104864,256,603,78.04,224100.0
8,14,1104927,500,500,313.68,203000.0
3,4,1105046,277,277,24.68,58190.0
8,21,1105760,2585,2585,680.89,791980.0
15,20,1105877,4398,4758,2949.12,2732290.0
5,4,1106036,681,681,73.68,174570.0
8,6,1106186,199,200,230.65,122430.0
2,7,1106198,4678,5066,47.45,61090.0
3,4,1106211,134,134,24.68,58190.0
8,23,1106557,0,0,0.0,
8,22,1107249,886,886,46.48,138740.0
8,7,1107570,546,899,373.81,427630.0
8,16,1108843,2080,2080,22.34,229530.0
5,6,1111078,170,170,98.91,52470.0
8,19,1111792,897,897,309.56,361060.0
15,17,1113049,2544,2545,2375.68,2503370.0
13,9,1113167,4851,5252,2109.44,3963350.0
15,6,1113484,2066,2408,1945.6,1031910.0
8,15,1113824,114,115,630.71,324730.0
8,9,1114008,1990,1990,492.09,894950.0
5,9,1115742,1308,1309,200.62,383550.0
5,6,1116544,160,534,98.91,52470.0
3,4,1116659,261,622,24.68,58190.0
16,20,1117170,1678,2029,4290.56,3936350.0
3,9,1117865,484,484,71.45,127850.0
3,16,1120429,1204,1204,3.42,32790.0
8,18,1120856,107,109,194.46,1439760.0
5,23,1120927,0,1,0.0,
3,1,1121077,118,464,36.89,149560.0
8,11,1121270,572,572,89.68,110040.0
8,9,1121455,895,1230,492.09,894950.0
5,14,1121629,392,392,131.05,87000.0
8,17,1121663,604,966,266.05,297010.0
8,8,1121979,814,815,441.41,472360.0
8,2,1122189,341,781,79.16,386050.0
8,8,1122324,1293,1655,441.41,472360.0
19,16,1122400,2314,2645,412.0,11673240.0
15,1,1123895,5290,5291,2170.88,8824040.0
5,6,1123899,176,177,98.91,52470.0
3,16,1124028,1132,1132,3.42,32790.0
8,12,1124421,464,465,231.89,449400.0
8,21,1126020,145,145,680.89,791980.0
8,13,1127002,114,115,137.23,1022140.0
8,18,1127470,113,113,194.46,1439760.0
8,2,1127537,370,371,79.16,386050.0
8,1,1128122,1261,1263,258.01,1046920.0
14,18,1128818,2850,3252,1116.16,8844240.0
3,5,1129886,119,119,41.06,6619.0
15,22,1129989,2820,2821,425.06,1169380.0
8,1,1130828,121,122,258.01,1046920.0
11,23,1131514,0,1,0.0,
4,4,1132453,714,1072,49.18,116380.0
8,20,1132956,986,986,358.53,324170.0
3,4,1133246,426,427,24.68,58190.0
8,6,1133273,193,194,230.65,122430.0
3,3,1133536,363,695,38.94,112050.0
3,10,1134396,136,137,37.8,95110.0
2,12,1134457,203,543,33.19,64200.0
7,7,1134537,3615,3984,257.77,305450.0
5,5,1135722,617,1066,130.69,19857.0
3,6,1136550,184,185,32.98,17490.0
4,11,1136580,460,461,23.59,31440.0
8,23,1136679,0,0,0.0,
4,11,1136698,457,814,23.59,31440.0
3,1,1136816,283,283,36.89,149560.0
3,1,1137251,283,284,36.89,149560.0
4,4,1138811,522,522,49.18,116380.0
8,9,1139796,1165,1165,492.09,894950.0
16,10,1140042,822,1172,3348.48,8084350.0
8,18,1140203,115,115,194.46,1439760.0
8,17,1140313,460,807,266.05,297010.0
19,3,1140836,10613,10956,14551.04,39889800.0
8,16,1141067,1938,1938,22.34,229530.0
8,11,1142063,567,567,89.68,110040.0
15,10,1142493,330,332,2314.24,5611490.0
8,11,1143409,167,167,89.68,110040.0
8,8,1143842,825,825,441.41,472360.0
5,4,1143934,1326,1327,73.68,174570.0
5,13,1144668,858,1201,58.1,438060.0
13,3,1144925,5695,6030,1239.04,3473550.0
3,13,1148974,406,827,18.72,146020.0
4,1,1150136,978,1355,73.74,299120.0
8,13,1150468,119,119,137.23,1022140.0
8,7,1150882,589,589,373.81,427630.0
8,14,1151054,456,456,313.68,203000.0
5,1,1151540,626,627,110.61,448680.0
8,6,1151614,214,214,230.65,122430.0
8,7,1152264,720,720,373.81,427630.0
15,22,1152330,2849,2851,425.06,1169380.0
3,4,1152448,129,130,24.68,58190.0
3,5,1152694,112,112,41.06,6619.0
2,23,1152884,0,0,0.0,
13,8,1153525,1817,1817,1955.84,2091880.0
15,23,1153581,0,1,0.0,
3,8,1153928,443,443,64.36,67480.0
8,4,1154416,660,660,171.69,407330.0
8,23,1154535,0,0,0.0,
3,4,1154932,274,274,24.68,58190.0
5,5,1155059,983,983,130.69,19857.0
8,23,1155076,0,0,0.0,
8,16,1155128,1529,1529,22.34,229530.0
8,14,1155858,403,403,313.68,203000.0
8,8,1156401,855,855,441.41,472360.0
8,18,1156435,123,483,194.46,1439760.0
8,3,1156511,504,650,274.96,784350.0
8,7,1157148,557,557,373.81,427630.0
8,21,1157428,2249,2250,680.89,791980.0
3,18,1157476,110,111,26.6,205680.0
8,7,1158404,598,599,373.81,427630.0
15,14,1160156,1398,1399,2775.04,1711000.0
3,19,1160480,561,561,51.4,51580.0
7,21,1161577,2686,3053,458.61,565700.0
3,5,1161921,660,660,41.06,6619.0
3,7,1162865,243,243,47.45,61090.0
3,22,1163438,687,687,6.29,19820.0
13,8,1163475,1414,1414,1955.84,2091880.0
3,14,1164528,146,146,52.0,29000.0
8,23,1164557,0,1,0.0,
5,15,1164617,123,123,251.44,139170.0
5,1,1165356,112,112,110.61,448680.0
8,7,1165579,682,682,373.81,427630.0
5,9,1165710,728,728,200.62,383550.0
8,22,1166089,790,790,46.48,138740.0
14,9,1166160,7923,8286,3031.94,5497550.0
16,5,1166396,4554,4884,4014.08,562615.0
5,19,1166533,962,962,129.23,154740.0
8,19,1166925,814,815,309.56,361060.0
15,13,1168066,7173,7175,1198.08,8615180.0
8,23,1168583,0,0,0.0,
15,11,1168856,3465,3839,499.78,927480.0
8,20,1170074,1123,1123,358.53,324170.0
8,13,1170799,126,127,137.23,1022140.0
8,15,1171343,628,629,630.71,324730.0
4,7,1172004,643,1054,98.26,122180.0
8,21,1172108,3171,3172,680.89,791980.0
5,11,1172229,953,954,42.57,47160.0
8,7,1172512,1256,1256,373.81,427630.0
5,21,1172926,3210,3530,263.47,339420.0
11,22,1173850,1876,2263,117.97,336940.0
5,5,1173996,760,761,130.69,19857.0
3,3,1174261,376,376,38.94,112050.0
3,5,1174626,127,483,41.06,6619.0
5,19,1175372,712,714,129.23,154740.0
3,23,1175796,0,0,0.0,
8,12,1175798,406,407,231.89,449400.0
5,15,1175813,434,780,251.44,139170.0
13,15,1176388,999,1368,2662.4,1438090.0
8,6,1177306,123,123,230.65,122430.0
8,15,1178351,120,121,630.71,324730.0
3,18,1179021,106,107,26.6,205680.0
8,18,1179298,120,120,194.46,1439760.0
8,17,1179582,458,458,266.05,297010.0
8,23,1182158,0,1,0.0,
8,3,1182362,660,660,274.96,784350.0
8,21,1183212,122,122,680.89,791980.0
8,21,1183226,2384,2384,680.89,791980.0
13,17,1184307,1106,1107,1218.56,1315330.0
8,22,1185567,860,860,46.48,138740.0
4,19,1185996,594,940,85.6,103160.0
8,12,1186538,121,122,231.89,449400.0
8,2,1187105,355,356,79.16,386050.0
8,20,1189301,1074,1074,358.53,324170.0
15,19,1190091,3791,4174,2744.32,3043220.0
5,23,1191479,0,0,0.0,
8,23,1191930,0,0,0.0,
5,14,1191974,393,783,131.05,87000.0
8,17,1192893,136,136,266.05,297010.0
3,11,1193168,225,593,12.18,15720.0
8,9,1193616,140,140,492.09,894950.0
8,13,1193650,123,123,137.23,1022140.0
9,21,1194546,3498,3840,1034.24,1131400.0
8,20,1194954,1215,1215,358.53,324170.0
3,21,1195120,1937,1937,80.86,113140.0
8,20,1196129,1250,1250,358.53,324170.0
5,20,1196247,1130,1130,142.84,138930.0
8,16,1196309,1530,1530,22.34,229530.0
11,5,1196590,1702,2047,877.69,112523.0
8,1,1197113,1470,1830,258.01,1046920.0
5,4,1197142,921,1274,73.68,174570.0
8,14,1197206,686,859,313.68,203000.0
8,6,1198064,118,118,230.65,122430.0
5,15,1198545,444,446,251.44,139170.0
8,10,1199006,120,120,266.13,665770.0
8,15,1199127,119,120,630.71,324730.0
19,8,1199434,19639,20022,24504.32,24022880.0
8,11,1199547,645,645,89.68,110040.0
5,21,1200330,2367,2367,263.47,339420.0
8,19,1200508,920,920,309.56,361060.0
13,15,1200650,1264,1639,2662.4,1438090.0
8,15,1200731,119,119,630.71,324730.0
3,6,1201286,125,125,32.98,17490.0
8,12,1201960,426,426,231.89,449400.0
8,6,1202444,118,118,230.65,122430.0
3,1,1202834,379,380,36.89,149560.0
8,21,1203084,3610,3610,680.89,791980.0
13,11,1203838,1653,1653,266.54,487320.0
15,9,1204103,14015,14016,4096.0,7543150.0
8,16,1204402,2126,2127,22.34,229530.0
8,5,1204603,134,135,328.42,46333.0
8,21,1204738,4455,4455,680.89,791980.0
5,21,1204817,3691,3691,263.47,339420.0
15,20,1205320,12582,12914,2949.12,2732290.0
7,5,1205344,3808,4135,225.31,33095.0
13,9,1205617,12994,12995,2109.44,3963350.0
3,8,1206090,611,612,64.36,67480.0
3,7,1206159,1279,1620,47.45,61090.0
8,19,1206634,1765,1766,309.56,361060.0
3,3,1206844,698,698,38.94,112050.0
5,10,1207283,1910,1910,113.55,285330.0
8,16,1207488,3693,3693,22.34,229530.0
13,6,1208364,2178,2535,1021.14,542190.0
3,9,1208475,772,773,71.45,127850.0
13,13,1208501,9237,9565,623.2,4526620.0
10,20,1208530,8872,9228,688.99,602030.0
8,15,1208588,1709,1709,630.71,324730.0
3,23,1209022,0,0,0.0,
13,16,1209362,3262,4799,35.82,1016490.0
8,8,1209505,1267,1267,441.41,472360.0
8,12,1209699,482,1080,231.89,449400.0
8,8,1209926,1145,1992,441.41,472360.0
2,8,1210529,4469,4791,64.36,67480.0
8,12,1211041,663,663,231.89,449400.0
8,11,1211490,251,251,89.68,110040.0
8,8,1211786,1474,1474,441.41,472360.0
8,11,1212049,616,616,89.68,110040.0
5,14,1212588,1110,1110,131.05,87000.0
8,20,1213239,1451,1452,358.53,324170.0
8,17,1213454,927,927,266.05,297010.0
8,16,1213914,1819,1819,22.34,229530.0
8,20,1214246,1656,1791,358.53,324170.0
4,7,1214510,765,1135,98.26,122180.0
5,7,1214628,1067,1067,150.19,183270.0
