query,size,min,max,runtime_s,exec_wallclock_s,total_cpu_sec,other_wallclock_s,total_scan_mb,scan_wallclock_s,shuffle_mb,shuffle_wallclock_s,io_time,cpu_time,shuffle_time,sum,max,multiwave,holder_norm,summed,cpu_only,powermean,max_offset,powermean_offset,multiwave_offset,type,short,complex,long,scans,aggs,joins,mem,ssd,net,cpu,factor,factor,io_acc,shuffle_acc,cpu_acc,0.3,offset_2,summed_re,cpu_only_re,powermean_re,max_offset_re,powermean_offset_re,multiwave_offset_re
12,19,0,12891.307,54.98147448,53.422,226.6039896,160.2216,12891.307,44.2222,0,9.1745,6.4456535,28.3254987,0,34.7711522,28.3254987,30.33993879,28.3254987,1.536388547,1.87278058,1.760781403,1.862334713,1.740133763,1.843438563,2,0,0,1,1,1,0,4000,2000,1250,8,1.5,0.36,6.555658395,30.58166667,,0.3,0.3,-0.3491229793,-0.463039596,-0.4697783928,-0.463039596,-0.463039596,-0.425331534
13,15,8.597,2840.471,9.890431885,8.998333333,79.259986,113.9816667,2840.471,8.771666667,1069.398,15.806,1.4202355,9.90749825,0.8555184,12.18325215,9.90749825,10.42683163,10.76301665,1.353945414,1.123263373,1.158751431,1.141044443,1.19875884,1.239886872,2,0,0,0,2,2,0,4000,2000,1250,8,1.5,0.36,5.099108039,13.67870905,,0.3,0.3,0.353945414,0.1410444434,0.1961122412,0.1410444434,0.2361196499,0.1987588398
13,16,11.972,4092.187,16.41542356,15.4964,122.847983,197.1368,4092.187,15.1794,1540.651,28.13125,2.0460935,15.35599788,1.2325208,18.63461218,15.35599788,16.0782765,16.58851868,1.202512337,1.003845917,1.037549141,1.014170896,1.060780343,1.101922141,2,0,0,0,2,2,0,4000,2000,1250,8,1.5,0.36,6.470074616,18.35619458,,0.3,0.3,0.2025123367,0.01417089614,0.07047563789,0.01417089614,0.09370683998,0.06078034276
13,17,16.764,6017.968,22.01085879,21.10225,168.609983,268.8755,6017.968,20.687,2265.68,40.73533333,3.008984,21.07624788,1.812544,25.89777588,21.07624788,22.17437837,22.88879188,1.227251875,1.008245466,1.050806353,1.015827595,1.067866146,1.108034544,2,0,0,1,2,2,0,4000,2000,1250,8,1.5,0.36,6.251767914,19.2825964,,0.3,0.3,0.2272518748,0.0158275954,0.08466120319,0.0158275954,0.1017209954,0.06786614554
13,18,25.868,9725.082,28.01286117,26.66,266.38398,338.4858,9725.082,26.0418,3661.355,49.63,4.862541,33.2979975,2.929084,41.0896225,33.2979975,35.09198628,36.2270815,1.541246155,1.256489029,1.316278555,1.262490529,1.329781931,1.346777156,2,0,0,1,2,2,0,4000,2000,1250,8,1.5,0.36,5.044376403,15.36968379,,0.3,0.3,0.5412461553,0.2624905289,0.3588552701,0.2624905289,0.3723586459,0.3297819311
13,19,44.52,17139.22,49.35785942,43.91225,480.88998,605.21975,17139.22,46.56175,6452.672,86.928,8.56961,60.1112475,5.1621376,73.8429951,60.1112475,63.23657869,65.2733851,1.681603541,1.373449265,1.440066922,1.377092895,1.44826509,1.352841997,2,0,0,1,2,2,0,4000,2000,1250,8,1.5,0.36,5.249582563,15.91464851,,0.3,0.3,0.6816035412,0.3770928955,0.4864504802,0.3770928955,0.4946486482,0.4482650898
14,15,0.099994,753.146,1.605953901,0.71,0.4299955,1.934,753.146,0.426,101.051,0.367,0.376573,0.0537494375,0.0808408,0.5111632375,0.376573,0.4141585623,0.4574138,1.388988777,2.798035759,1.71431926,1.037426761,1.090364172,1.218848062,,1,0,0,2,1,1,4000,2000,1250,8,1.5,0.36,1.588199531,1.037713351,,0.3,0.3,-0.2800517782,-0.4172543134,-0.3557552113,0.03742676056,0.1512870423,0.0903641723
14,16,0.486,1091.264,1.919536635,0.981,1.399988,2.727,1091.2555,0.5695,145.575,0.518,0.54562775,0.1749985,0.11646,0.83708625,0.54562775,0.6433182033,0.712524075,1.171922248,2.616010464,1.524906329,1.083226524,1.022750462,1.152634461,,1,0,0,2,1,1,4000,2000,1250,8,1.5,0.36,1.484859965,1.243816933,,0.3,0.3,-0.1467010703,-0.4546396534,-0.2736757645,-0.07683205912,0.09329671254,0.02275046207
14,17,0.706,1609.73,3.266788721,2.318,6.079988,6.706,1609.7275,1.267,214.249,0.706,0.80486375,0.7599985,0.1713992,1.73626145,0.80486375,1.284376192,1.423289,1.335052391,2.414587106,1.804767182,1.989932299,1.409653102,1.117504537,,0,0,0,2,1,1,4000,2000,1250,8,1.5,0.36,1.146747732,1.497669067,,0.3,0.3,-0.2509657248,-0.5168254961,-0.385984038,-0.4974703408,-0.2306777394,-0.2906056119
14,18,17.659,2600.199,21.6124331,20.0136,81.174986,40.5784,2600.1904,18.1244,346.168,17.9145,1.3000952,10.14687325,0.2769344,11.72390285,10.14687325,10.48482077,10.42380765,1.707076582,1.934265504,1.908816607,1.904810263,1.845452353,1.812544594,,0,0,1,2,1,1,4000,2000,1250,8,1.5,0.36,11.32707604,31.05119057,,0.3,0.3,-0.4142031993,-0.4750133284,-0.4791637861,-0.4750133284,-0.4611760178,-0.4581274349
14,19,32.769,4619.688,39.99583768,35.131,95.871988,73.8224,4619.688,33.3224,609.856,33.45325,2.309844,11.9839985,0.4878848,14.7817273,11.9839985,12.71465417,12.4718833,2.376650529,2.88337199,2.763032288,2.845998402,2.686954435,2.862594599,,0,0,1,2,1,1,4000,2000,1250,8,1.5,0.36,12.76796621,42.45957023,,0.3,0.3,-0.5792397797,-0.6486294583,-0.6449892317,-0.6486294583,-0.6347418719,-0.6278314261
15,15,0.476,807.217,2.175914534,0.9223333333,2.513326333,8.148,807.0073333,0.9053333333,347.4615,0.8845,0.4035036667,0.3141657917,0.2779692,0.9956386583,0.4035036667,0.6946478124,0.8521047667,1.079478126,1.79384422,1.327771162,1.208027379,1.143456248,1.080972956,,1,0,0,4,2,1,4000,2000,1250,8,1.5,0.36,1.286892132,1.530358365,,0.3,0.3,0.07947812613,-0.2690649169,-0.07614228406,-0.1722041923,0.3141721359,0.1434562477
15,16,0.916,998.313,3.62769487,2.411666667,23.55332633,21.567,996.2336667,2.396333333,336.1295,3.043,0.4981168333,2.944165792,0.2689036,3.711186225,2.944165792,3.131971588,3.213069392,1.538847087,1.303731496,1.298675157,1.370075657,1.447949518,1.299191239,,0,0,0,4,2,1,4000,2000,1250,8,1.5,0.36,3.00248439,5.348885119,,0.3,0.3,0.5388470871,0.3700756565,0.332302443,0.3700756565,0.4815768037,0.4479495182
15,17,1.488,1588.333,4.689076816,3.4925,38.724993,31.26825,1476.308,3.47425,546.786,3.998333333,0.738154,4.840624125,0.4374288,6.016206925,4.840624125,5.116558805,5.278052925,1.722607566,1.443271045,1.465013258,1.4890835,1.568091283,1.445498377,2,0,0,0,4,2,1,4000,2000,1250,8,1.5,0.36,3.346565153,5.421992379,,0.3,0.3,0.7226075662,0.4890835004,0.5112535218,0.4890835004,0.6143315462,0.5680912827
15,18,17.219,2461.338,18.87449355,14.41025,59.46499225,156.54825,2452.87725,17.39425,876.12,17.28866667,1.226438625,7.433124031,0.700896,9.360458656,7.433124031,7.901425235,8.134020031,1.539481187,1.887857441,1.823753256,1.849097992,1.744281355,1.959150332,2,0,0,0,4,2,1,4000,2000,1250,8,1.5,0.36,11.39531568,17.27318989,,0.3,0.3,-0.350430516,-0.4591957786,-0.4355392841,-0.4591957786,-0.4105570666,-0.4266979938
15,19,31.698,4481.791,34.46856433,26.5304,105.8679924,292.6188,4238.5078,32.5132,1404.26925,32.552,2.1192539,13.23349905,1.1234154,16.47616835,13.23349905,14.00593539,14.35691445,1.610228752,1.974943379,1.894225502,1.951697639,1.846757574,2.173724556,2,0,0,1,4,2,1,4000,2000,1250,8,1.5,0.36,13.43935004,22.86893903,,0.3,0.3,-0.3789702247,-0.4876255522,-0.4588504338,-0.4876255522,-0.4452810945,-0.458510411
16,15,1.515,1365.352,5.362589814,1.997,8.679980667,13.99333333,1365.351,1.555666667,475.391,2.985,0.6826755,1.084997583,0.3803128,2.147985883,1.084997583,1.549478403,1.794451267,1.075606351,1.554088526,1.288820803,1.382009232,1.045835343,1.627764195,,0,0,0,3,2,1,4000,2000,1250,8,1.5,0.36,1.583092961,4.387687546,,0.3,0.3,0.07560635119,-0.2764158321,-0.1014265064,-0.2764158321,0.07884389918,-0.04382653832
16,16,2.175,1962.735,5.93071228,2.715,16.419974,19.762,1962.7345,2.1965,682.043,4.251,0.98136725,2.05249675,0.5456344,3.5794984,2.05249675,2.650759752,2.9727256,1.318415617,1.205329153,1.024234655,1.125390117,1.108935452,1.325972754,,0,0,0,3,2,1,4000,2000,1250,8,1.5,0.36,1.714184595,5.026995118,,0.3,0.3,0.3184156169,-0.1114192449,0.09492655617,-0.1114192449,0.2275232413,0.1089354519
16,17,2.907,2889.939,7.064818025,3.707,25.739974,26.152,2889.939,2.907,999.583,5.855,1.4449695,3.21749675,0.7996664,5.46213265,3.21749675,4.0741223,4.5296394,1.473464432,1.084712078,1.09903488,1.036199404,1.196148449,1.17168168,,0,0,0,3,2,1,4000,2000,1250,8,1.5,0.36,1.665931697,5.324342,,0.3,0.3,0.4734644322,-0.03493478554,0.2219151335,-0.03493478554,0.3190287025,0.196148449
16,18,4.938,4665.743,10.22664948,6.5796,46.6879744,47.2208,4665.733,5.248,1610.364,10.574,2.3328665,5.8359968,1.2882912,9.4571545,5.8359968,7.151286917,7.82338184,1.437344899,1.09006022,1.086887792,1.061911459,1.141602364,1.096881975,,0,0,0,3,2,1,4000,2000,1250,8,1.5,0.36,1.993264755,6.657469361,,0.3,0.3,0.4373448994,-0.05830190285,0.1890360873,-0.05830190285,0.2437506596,0.1416023644
16,19,9.467,8219.66,15.66082537,12.0654,91.6479736,87.954,8219.6444,9.7742,2833.03,19.67725,4.1098222,11.4559967,2.266424,17.8322429,11.4559967,13.66575811,14.71907912,1.477965331,1.035123835,1.132640287,1.021107259,1.162477673,1.035646509,,0,0,0,3,2,1,4000,2000,1250,8,1.5,0.36,2.216461244,7.667185937,,0.3,0.3,0.4779653306,-0.02067095165,0.2199412469,-0.02067095165,0.2497786331,0.1624776729
17,15,0.985,20.498,5.133881535,3.168333333,38.07998533,8.367333333,20.498,1.058,1.991,2.0135,0.010249,4.759998167,0.0015928,4.771839967,4.759998167,4.760334635,4.761590967,1.506104145,1.565491268,1.502472794,1.615991005,1.616097202,1.219660197,2,0,0,0,4,3,3,4000,2000,1250,8,1.5,0.36,3.410164094,6.676220387,,0.3,0.3,0.5061041452,0.6159910047,0.5028693214,0.6159910047,0.6164937296,0.616097202
17,16,2.856,56.265,10.36641385,9.4242,53.791983,40.0728,56.2642,5.3884,2.856,7.88175,0.0281321,6.723997875,0.0022848,6.754414775,6.723997875,6.725239,6.726282675,1.395265217,1.361092272,1.401318228,1.330350484,1.330117446,1.260157748,2,0,0,0,4,3,3,4000,2000,1250,8,1.5,0.36,16.42143515,26.07392102,,0.3,0.3,-0.2832903827,-0.2483183851,-0.2862754743,-0.2483183851,-0.2480759454,-0.2481866896
17,17,4.202,69.592,15.51740996,14.5735,80.80998075,61.4615,44.823,8.18175,4.202,12.922,0.0224115,10.10124759,0.0033616,10.12702069,10.10124759,10.10199223,10.10460919,1.439070823,1.414731552,1.442636232,1.39309388,1.392994726,1.337176436,2,0,0,0,4,3,3,4000,2000,1250,8,1.5,0.36,25.37673129,42.59603061,,0.3,0.3,-0.3051071675,-0.2821732876,-0.3066449931,-0.2821732876,-0.2819426223,-0.2821221925
17,18,14.321,110.068,27.08337468,19.55475,130.7849818,108.6515,72.2115,14.494,17.25833333,21.90333333,0.03610575,16.34812272,0.01380666667,16.39803514,16.34812272,16.34952138,16.36192939,1.192505678,1.181689931,1.196044187,1.170373855,1.17027589,1.516262554,2,0,0,1,4,3,3,4000,2000,1250,8,1.5,0.36,43.12333246,69.79881456,,0.3,0.3,-0.161429569,-0.1455721644,-0.1632759618,-0.1455721644,-0.1448661126,-0.145500639
17,19,11.94,291.425,49.84150681,47.9082,229.1279708,200.3652,285.3686,26.5628,42.174,41.1095,0.1426843,28.64099635,0.0337392,28.81741985,28.64099635,28.64848182,28.67473555,1.66247361,1.661114596,1.672277096,1.651950141,1.651523864,1.651762837,2,0,0,1,4,3,3,4000,2000,1250,8,1.5,0.36,60.00393508,123.1785178,,0.3,0.3,-0.3984866923,-0.3946548534,-0.4014649778,-0.3946548534,-0.3939506066,-0.3944986073
18,15,0.331,13791.687,10.69268563,9.775666667,56.48664233,66.316,13791.687,6.248333333,0.331,1.149,6.8958435,7.060830292,0.0002648,13.95693859,7.060830292,11.07780719,11.16560383,1.427722432,1.346356584,1.133202223,1.317327884,1.170028356,1.184511008,3,0,0,0,4,2,3,4000,2000,1250,8,1.5,0.36,1.151642065,3.826622368,,0.3,0.3,0.4277224324,-0.2408875482,0.1421833635,-0.2408875482,0.1790094964,0.1700283556
18,16,0.479,19869.88,18.87258217,17.956,101.2559694,121.4832,19869.88,11.258,0.479,2.025,9.93494,12.65699618,0.0003832,22.59231938,12.65699618,17.99631157,18.07393214,1.258204465,1.396593711,1.002245019,1.379427309,1.022294028,1.037162375,3,0,0,0,4,2,3,4000,2000,1250,8,1.5,0.36,1.099957596,6.741388999,,0.3,0.3,0.2582044651,-0.2750614739,0.006567840276,-0.2750614739,0.02661684896,0.02229402814
18,17,0.704,29220.593,34.20677904,33.283,152.7639704,228.0086,29220.593,21.3752,0.704,4.54375,14.6102965,19.0954963,0.0005632,33.706356,19.0954963,26.87073633,26.96519744,1.012719887,1.724910284,1.238633716,1.710724799,1.222258539,1.201705314,3,0,0,1,4,2,3,4000,2000,1250,8,1.5,0.36,1.433586515,15.11745284,,0.3,0.3,0.01271988703,-0.4154524442,-0.1898207061,-0.4154524442,-0.1790043734,-0.1818424922
18,18,1.14,47218.856,43.81665171,42.2722,243.7879666,274.3472,47218.856,24.9928,1.14,4.5135,23.609428,30.47349583,0.000912,54.08383583,30.47349583,43.09851087,43.26725106,1.279418526,1.378134408,1.019547383,1.370983045,1.028063618,1.021694934,3,0,0,1,4,2,3,4000,2000,1250,8,1.5,0.36,1.045311498,14.99940182,,0.3,0.3,0.2794185262,-0.2705963772,0.02353913589,-0.2705963772,0.03205537114,0.02806361786
18,19,1.989,83216.188,85.71128556,84.1964,492.5199632,567.7954,83216.188,52.3456,1.989,8.792,41.608094,61.5649954,0.0015912,103.1746806,61.5649954,82.65454083,82.54006272,1.225404894,1.36317342,1.018654258,1.359651292,1.014236773,1.019886026,3,0,0,1,4,2,3,4000,2000,1250,8,1.5,0.36,1.249057044,29.15204422,,0.3,0.3,0.2254048938,-0.2645173024,-0.01967230523,-0.2645173024,-0.01539658798,-0.01403693233
19,15,0.493,513.352,2.988978356,2.0705,6.619988,8.832,513.352,1.472,145.156,0.493,0.256676,0.8274985,0.1161248,1.2002993,0.8274985,0.9475476073,0.9834644,1.724986426,2.0150881,2.185114483,1.74358115,1.583498749,1.203551923,2,0,0,0,2,1,1,4000,2000,1250,8,1.5,0.36,2.644267042,1.184740732,,0.3,0.3,-0.4202852934,-0.4264677614,-0.5250111567,-0.4264677614,-0.3511401111,-0.3684870286
19,16,0.629,736.75,5.609961394,4.6885,15.219988,23.427,736.75,3.9045,209.18,0.649,0.368375,1.9024985,0.167344,2.4382175,1.9024985,2.041153589,2.0698425,1.92292115,2.229965919,2.296985403,2.072266567,1.952603124,1.571487088,2,0,0,0,2,1,1,4000,2000,1250,8,1.5,0.36,5.841780438,1.388698689,,0.3,0.3,-0.4799578757,-0.5174366002,-0.5585277807,-0.5174366002,-0.4817441612,-0.4878631569
19,17,0.947,1089.705,12.05868687,11.134,127.6666547,57.438,1089.705,9.573,307.604,1.4375,0.5448525,15.95833183,0.2460832,16.74926753,15.95833183,16.04570169,16.20441503,1.504335148,1.451260269,1.441144395,1.465630666,1.473477788,1.468187642,2,0,0,0,2,1,1,4000,2000,1250,8,1.5,0.36,11.33097197,2.632382758,,0.3,0.3,0.5043351476,0.4656306658,0.4553992306,0.4656306658,0.4877326238,0.4734777882
19,19,2.887,4303.118,34.47410446,32.98766667,330.7866543,179.594,4303.118,29.93233333,875.681,3.011,2.151559,41.34833179,0.7005448,44.20043559,41.34833179,41.73541473,42.04887659,1.339907913,1.259511084,1.265182383,1.264361381,1.276095553,1.263234456,2,0,0,1,2,1,1,4000,2000,1250,8,1.5,0.36,12.20950968,3.0093605,,0.3,0.3,0.3399079128,0.2643613813,0.2746847789,0.2643613813,0.2855979485,0.2760955527
20,15,2.358,,,,,,3170.66,,,,1.58533,0,0,1.58533,1.58533,1.58533,1.58533,,,,,,,,0,0,0,8,3,4,4000,2000,1250,8,1.5,0.36,,,,0.3,0.3,,,,,,
20,16,2.444,,,,,,,,,,0,0,0,0.2,0,0,0,,,,,,,,0,0,0,8,3,4,4000,2000,1250,8,1.5,0.36,,,,0.3,0.3,,,,,,
20,17,10.36602651,,,,,,6717.5,,,,3.35875,0,0,3.35875,3.35875,3.35875,3.35875,,,,,,,,0,0,0,8,3,4,4000,2000,1250,8,1.5,0.36,,,,0.3,0.3,,,,,,
20,18,25.92220819,,,,,,,,,,0,0,0,0.2,0,0,0,,,,,,,,0,0,0,8,3,4,4000,2000,1250,8,1.5,0.36,,,,0.3,0.3,,,,,,
20,19,45.1243681,,,,,,,,,,,,,0.2,,,0,,,,,,,,0,0,0,8,3,4,4000,2000,1250,8,1.5,0.36,,,,0.3,0.3,,,,,,
21,15,1.776,7719.06,9.10001391,7.9465,39.74997,42.192,7714.8475,5.1445,3.392,1.799,3.85742375,4.96874625,0.0027136,8.8288836,4.96874625,7.033136895,7.0636496,1.111040534,1.537413449,1.12986568,1.491251343,1.074848216,1.062632678,3,0,1,0,10,1,6,4000,2000,1250,8,1.5,0.36,1.333662137,5.942911055,,,,0.1110405336,-0.3294222299,-0.1110992764,-0.3294222299,-0.06579631284,-0.06963607942
21,16,4.322,18467.643,20.87434101,19.66033333,87.70663433,107.6806667,18467.643,13.48166667,4.891,4.631,9.2338215,10.96332929,0.0039128,20.20106359,10.96332929,16.05991671,16.16163343,1.027503616,1.76115322,1.224186507,1.736267914,1.197346715,1.181903196,3,0,1,0,10,1,6,4000,2000,1250,8,1.5,0.36,1.460031111,1183.551421,,,,0.02750361599,-0.4240520189,-0.1779573032,-0.4240520189,-0.1596463217,-0.1648200246
21,17,9.849,26247.917,46.24882573,25.903,125.839971,142.104,26247.9125,14.325,25.994,12.991,13.12395625,15.72999638,0.0207952,28.87474783,15.72999638,22.94851871,23.1039573,1.11472601,1.626051845,1.128743878,1.609882277,1.111310432,1.879731181,3,0,1,1,10,1,6,4000,2000,1250,8,1.5,0.36,1.091515373,624.7114719,,,,0.1147260095,-0.3788365682,-0.1080586303,-0.3788365682,-0.09416062618,-0.100161421
21,18,9.201,42341.245,64.30144265,32.952,153.119974,181.091,34294.5875,18.983,26.006,13.062,17.14729375,19.13999675,0.0208048,36.3080953,19.13999675,28.82332757,29.0506372,1.101848,1.703826553,1.143240659,1.689846435,1.129137859,2.10474964,3,0,1,1,10,1,6,4000,2000,1250,8,1.5,0.36,1.107055158,627.835884,,,,0.1018480001,-0.4082302516,-0.1183953265,-0.4082302516,-0.1074703447,-0.1143685492
21,19,13.062,74617.533,65.8725,65.8725,323.7949805,365.197,74617.533,39.83825,25.23266667,13.062,37.3087665,40.47437256,0.02018613333,77.8033252,40.47437256,61.76232545,62.24669738,1.18111997,1.619508694,1.066548248,1.613163026,1.060367582,1.033347651,,0,1,1,10,1,6,4000,2000,1250,8,1.5,0.36,1.067798637,647.077862,,,,0.1811199696,-0.380099851,-0.05504273584,-0.380099851,-0.0495776328,-0.05693080645
22,15,1.261,1277.406,3.474460903,2.461666667,4.466638333,10.26133333,1277.398667,1.292333333,121.2275,3.0625,0.6386993333,0.5583297917,0.096982,1.294011125,0.6386993333,0.9716881775,1.0546053,1.902353557,3.246169007,2.5333916,2.464872644,1.848530841,1.360077388,,0,0,0,7,4,2,4000,2000,1250,8,1.5,0.36,2.023382938,31.57802479,,,,-0.4743353588,-0.6269479519,-0.57158891,-0.5942995261,-0.4253465267,-0.4590298534
22,16,2.028,1847.063,4.984045969,3.947,12.01330033,16.53833333,1847.062,2.087666667,177.4095,5.103,0.923531,1.501662542,0.1419276,2.567121142,1.501662542,1.977655213,2.082082433,1.537519962,2.319496318,1.995797839,2.120147939,1.688444035,1.391382265,,0,0,0,7,4,2,4000,2000,1250,8,1.5,0.36,2.260526898,35.95495168,,,,-0.3496019403,-0.5283348007,-0.4724898826,-0.5283348007,-0.3812813698,-0.407738735
22,17,3.55,2712.734,8.97394187,7.935333333,34.93329967,38.242,2712.728333,4.619333333,261.697,9.172,1.356364167,4.366662458,0.2093576,5.932384225,4.366662458,4.886035731,4.7877789,1.3376297,1.737665835,1.62408418,1.678844936,1.512634252,1.427203789,,0,0,0,7,4,2,4000,2000,1250,8,1.5,0.36,3.405673378,43.81020799,,,,-0.2524089442,-0.4043523744,-0.3966505629,-0.4043523744,-0.3512838486,-0.3389016553
22,18,4.774,4388.428,11.16295339,9.4778,54.8319654,38.774,4387.3836,4.9578,430.30075,11.5455,2.1936918,6.853995675,0.3442406,9.391928075,6.853995675,7.706796876,7.58239058,1.009143163,1.343607288,1.229797561,1.313807275,1.174914919,1.229076562,,0,0,0,7,4,2,4000,2000,1250,8,1.5,0.36,2.26002577,33.53904217,,,,-0.009060322543,-0.2388533547,-0.1999841123,-0.2388533547,-0.1620006141,-0.1488745409
22,19,7.616,7700.093,19.80951626,15.254,109.287962,76.3992,7637.1054,7.7842,869.8925,24.7805,3.8185527,13.66099525,0.695914,18.17546195,13.66099525,15.07560512,14.67955236,1.19152104,1.100498177,1.011833348,1.087939888,1.011905409,1.224355026,,0,0,0,7,4,2,4000,2000,1250,8,1.5,0.36,2.038521034,35.60856658,,,,0.1915210404,-0.08083156877,-0.03765881998,-0.08083156877,-0.01405845286,0.01190540942
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCANS,JOINS,AGGREGATES,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Average,1.432979155,1.681608953,1.476747019,1.508617219,1.386746579,1.429409892,,short_max_offset,complex_powermean,long_powermean,1_4_max_offset,1_max_offset,1_2_max_offset,,,,,,,5.319916721,53.98147394,,,,1.010079534,0.6159910047,0.6080636379,0.6159910047,0.6661174342,0.6705787124
,,,,,,,,,,,,,,,,,,Median,1.338988205,1.518292131,1.319704778,1.397724289,1.329949688,1.2575766,,1.331116914,1.213693086,1.467182138,1.526948815,1.593664053,1.489399331,,,,,,,2.030951986,11.43666667,,,,-0.6845356573,-0.6971535797,-0.7219472313,-0.6971535797,-0.6971535797,-0.6919630619
,,,,,,,,,,,,,,,,,,75th,1.551590331,1.880627166,1.649183031,1.717110578,1.588393793,1.492379149,,1.402354699,1.129137859,1.329781931,1.402354699,1.529284748,1.402354699,,,,,,,5.13672667,33.86230101,,,,,,,,,
,,,,,,,,,,,,,,,,,,90th,1.800749061,2.38605987,1.979357724,1.980834383,1.770076337,1.834170373,,1.511113556,1.359615807,1.673568876,1.787682458,1.810814172,1.595201342,,,,,,,12.63992935,88.77978905,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.556080563,1.438335111,1.846235486,2.072719927,2.057296571,1.890904672,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,PowerMean,,,,,,,,medium_max_offset,,,1_4_powermean,1_powermean,1_2_powermean,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CPU-Bound,IO-Bound,Mixed,,,,,1.458730994,1.31640224,1.53926667,1.503701759,1.45264081,1.525112548,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1.310831661,1.464183723,1.228455277,,,,,1.38071827,1.181903196,1.352841997,1.410678916,1.358184554,1.414392119,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1.350817868,1.431836964,1.170028356,,,,,1.637838377,1.248988946,1.753081323,1.787682458,1.608805239,1.670578712,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1.354678462,1.672005791,1.254706775,,,,,1.903865979,1.924734873,2.030247005,2.072719927,1.801155852,1.73138004,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1.505129654,1.812752066,1.478421923,,,,,medium_powermean,,,5_6_max_offset,2_max_offset,3_4_max_offset,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.343995541,,,1.32096997,#DIV/0!,1.492109173,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Average Short,1.294346133,1.811700845,1.509190009,1.331116914,1.344633464,1.970841326,,1.32609447,,,1.164506484,#N/A,1.317218519,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Median Short,1.314540908,1.759625566,1.524906329,1.402354699,1.338711079,1.283648996,,1.447776557,,,1.38034376,#N/A,1.86302606,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Average Complex,1.13179976,1.46802949,1.148988575,1.498146384,1.114602161,1.452472869,,1.686800211,,,1.869106729,#N/A,2.047566287,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Median Complex,1.112199688,1.537413449,1.12986568,1.491251343,1.111310432,1.181903196,,,,,5_6_powermean,2_poweroffset,3_4_powermean,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Average Long,1.471668334,1.661236213,1.484838899,1.632487163,1.462213443,1.542719343,,,,,1.220915758,#DIV/0!,1.413420423,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Median Long,1.438092716,1.619508694,1.316278555,1.609882277,1.282118396,1.349809577,,,,,1.179313061,#N/A,1.236122001,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.319364143,#N/A,1.6236944,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.379753661,#N/A,1.904609902,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Low Shuffle_max,,,,,,,,,,,7_8_max_offset,3_4_max_offset,5_6_max_offset,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.493875717,1.454191778,1.65239167,1.391802191,,,,,,,,1.471301767,1.344075417,1.512269924,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.410153774,1.444720568,1.561367681,1.288304972,,,,,,,,1.377256901,1.356006104,1.375347346,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.671649021,1.637131382,1.982350702,1.462314933,,,,,,,,1.624980789,1.422277626,1.678844936,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.872622759,1.713057175,2.113209724,1.876954128,,,,,,,,1.771279339,1.664515416,1.971577475,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Low_Shuffle_powermean,,,,,,,,,,,7_8_powermean,3_4_powermean,5_6_powermean,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.536083236,1.303908805,1.439759629,1.309442163,,,,,,,,1.307514853,1.260525652,1.287613954,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.375205177,1.260769149,1.417314671,1.168696296,,,,,,,,1.224476647,1.170028356,1.22500297,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.748118596,1.420173163,1.571115539,1.385629567,,,,,,,,1.477984959,1.42181238,1.404245445,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.992242339,1.628348028,1.814831085,1.794866854,,,,,,,,1.660799613,1.554441134,1.637353199,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Low_Shuffle_multiwave,,,,,,,,,,,9_11_max_offset,5_7_max_offset,7_8_max_offset,,,,,,,,,,,,,,,,,
