query,size,min,max,runtime_s,exec_wallclock_s,total_cpu_sec,other_wallclock_s,total_scan_mb,scan_wallclock_s,shuffle_mb,shuffle_wallclock_s,io_time,cpu_time,shuffle_time,sum,max,multiwave,holder_norm,summed,cpu_only,powermean,max_offset,powermean_offset,multiwave_offset,type,short,complex,long,scans,aggs,joins,,,,,,,io_acc,shuffle_acc,cpu_acc,0.3,offset_2,summed_re,cpu_only_re,powermean_re,max_offset_re,powermean_offset_re,multiwave_offset_re
13,17,10.43867221,11.76826654,10.90170047,9.3624,175.4439848,118.0426,3009.238,9.1004,1132.885,10.91771895,0.7523095,10.96524905,0.906308,12.62386655,10.96524905,11.26824032,11.87155705,1.348357958,1.192562703,1.203563223,1.209652338,1.242014902,1.306455295,2,0,0,,2,2,0,4000,4000,1250,16,1.5,0.36,8.64802608,9.05052354,,0.3,0.3,0.3483579584,0.2096523381,0.2680036155,0.2096523381,0.3064552946,0.2420149017
13,18,15.97560871,16.57706879,16.24451525,14.792,286.1279812,187.7684,4862.125,14.4696,1830.68,11.10518479,1.21553125,17.88299883,1.464544,20.56307408,17.88299883,18.37037322,19.34754283,1.390148328,1.222485048,1.241912738,1.233301705,1.266250218,1.332310899,2,0,0,,2,2,0,4000,4000,1250,16,1.5,0.36,9.547543147,6.293515372,,0.3,0.3,0.3901483285,0.2333017053,0.3079734198,0.2333017053,0.3323108995,0.2662502178
13,19,24.87746536,26.10702427,25.46892094,24.372,484.65198,309.5726,8569.289,23.8442,3226.28,11.29265063,2.14232225,30.29074875,2.581024,35.014095,30.29074875,31.16654643,32.87177275,1.436652511,1.251056489,1.278784935,1.2576214,1.293555983,1.363522598,2,0,0,1,2,2,0,4000,4000,1250,16,1.5,0.36,9.762921334,3.919665587,,0.3,0.3,0.4366525111,0.2576213996,0.3487515489,0.2576213996,0.3635225977,0.2935559834
14,15,1.527512653,1.669623616,1.595127764,0.524,0.953322,1.53,535.32,0.306,253.539,11.48011647,0.13383,0.059582625,0.2028312,0.396243825,0.2028312,0.2883653858,0.359027775,1.322418084,2.018625091,1.817139039,1.074105344,1.237338522,1.37219041,,0,1,,2,1,1,4000,4000,1250,16,1.5,0.36,1.417745098,22.83095493,,0.3,0.3,-0.2438094943,-0.1992697996,-0.3148324905,0.07410534351,0.3721904103,0.2373385225
14,16,2.077958269,2.255914462,2.166936366,0.649,1.5999875,2.3525,771.311,0.4705,365.317,11.6675823,0.19282775,0.09999921875,0.2922536,0.5850805688,0.2922536,0.4221573071,0.526515175,1.109248939,2.163338967,1.537341624,1.005013251,1.205173046,1.365970994,,0,1,,2,1,1,4000,4000,1250,16,1.5,0.36,1.047455367,19.7003147,,0.3,0.3,-0.09848910824,-0.2912184611,-0.1887285439,0.005013251156,0.3659709938,0.2051730464
14,18,19.23279348,19.65630253,19.53858472,12.6475,81.174986,37.2825,3230.192,15.5985,1529.987,11.85504814,0.807548,5.073436625,1.2239896,7.104974225,5.073436625,5.671715782,6.297426225,1.780090905,2.398341139,2.229924856,2.327716485,2.096832884,1.899758191,3,0,0,,2,1,1,4000,4000,1250,16,1.5,0.36,14.08381397,7.778956066,,0.3,0.3,-0.4382309369,-0.5703944159,-0.5020813422,-0.5703944159,-0.4736172188,-0.5230902722
,,,,,,,,,,,,,,,0.2,,,,,,,,,,,0,0,,2,1,1,,,,,,,,,,0.3,0.3,,,,,,
,,,,,,,,,,,,,,,0.2,,,,,,,,,,,0,0,,2,1,1,,,,,,,,,,0.3,0.3,,,,,,
15,15,1.94048247,2.214295028,2.077388749,0.4575,0.5399935,3.96,397.7375,0.44,168.047,12.04251398,0.099434375,0.03374959375,0.1344376,0.2676215688,0.1344376,0.1961123934,0.2441782938,1.709503468,1.957222653,2.332845936,1.080737923,1.215546215,1.320608292,,0,1,,4,2,1,4000,4000,1250,16,1.5,0.36,1.101557671,27.71977836,,0.3,0.3,-0.4150348224,-0.1393451503,-0.4662769536,0.0807379235,0.3206082923,0.2155462151
15,16,1.53802742,3.077914143,2.054067413,0.468,1.779993,4.0806,572.4032,0.4534,241.2976,12.22997982,0.1431008,0.1112495625,0.19303808,0.4473884425,0.19303808,0.3141197972,0.39651837,1.046070831,1.503616571,1.489877442,1.181705299,1.440426917,1.616492244,,0,1,,4,2,1,4000,4000,1250,16,1.5,0.36,1.02324347,24.8053453,,0.3,0.3,-0.04404178953,0.006943509615,-0.1527385256,0.1817052991,0.6164922436,0.4404269171
15,17,2.040438644,3.058452584,2.319730041,0.7975,3.424993,7.0425,866.445,0.7825,379.13675,12.41744566,0.21661125,0.2140620625,0.3033094,0.7339827125,0.3033094,0.512502744,0.64784805,1.086537852,1.926039771,1.556089229,1.202304686,1.094047328,1.26375931,2,0,1,,4,2,1,4000,4000,1250,16,1.5,0.36,1.514678591,20.58221811,,0.3,0.3,-0.07964550157,-0.2801729624,-0.187651348,-0.1682640752,0.2637593103,0.0940473279
15,18,8.908018571,9.311004185,9.160178857,5.9812,53.7239924,71.6922,1341.0642,7.9658,553.5916,12.6049115,0.33526605,3.357749525,0.44287328,4.135888855,3.357749525,3.533327509,3.800622805,1.44617039,1.681175124,1.692795243,1.608822746,1.536269422,1.437573239,2,0,0,,4,2,1,4000,4000,1250,16,1.5,0.36,12.53931325,16.9677815,,0.3,0.3,-0.308518549,-0.3784274853,-0.3645718577,-0.3784274853,-0.3043832667,-0.3490725091
15,19,15.03875844,16.81488564,16.24993763,12.7394,93.0319924,132.525,2390.0044,14.725,1002.7718,12.79237734,0.5975011,5.814499525,0.80221744,7.214218065,5.814499525,6.136425942,6.616716965,1.765873985,2.118114724,2.076029291,2.06322795,1.96098595,1.825987791,3,0,0,,4,2,1,4000,4000,1250,16,1.5,0.36,16.40666513,11.60603786,,0.3,0.3,-0.4337081758,-0.5153225799,-0.4806100001,-0.5153225799,-0.4523512124,-0.4900524403
16,15,3.343847528,4.485234486,3.862116613,1.119666667,6.313311333,6.859666667,783.199,0.766,244.63,12.97984317,0.19579975,0.3945819583,0.195704,0.7860857083,0.3945819583,0.5617895618,0.6680093667,1.424356981,1.883115777,1.993035725,1.483823797,1.214666246,1.089159985,,0,0,,3,2,1,4000,4000,1250,16,1.5,0.36,1.544978593,26.18466499,,0.3,0.3,-0.2979288107,-0.3260655329,-0.4033855016,-0.3260655329,-0.08186123846,-0.1767285842
16,16,3.835828256,5.485767199,4.509893011,1.8278,13.1599738,11.6422,1118.3084,1.3038,345.1412,13.16730901,0.2795771,0.8224983625,0.27611296,1.378188423,0.8224983625,1.025736319,1.15777333,1.32623375,1.787582325,1.781939438,1.545710386,1.319009955,1.204264144,,0,0,,3,2,1,4000,4000,1250,16,1.5,0.36,2.249571282,22.85542928,,0.3,0.3,-0.2459851064,-0.3530482752,-0.3665754842,-0.3530482752,-0.1696173925,-0.2418556085
16,17,4.324685967,6.324153841,4.893799091,2.601,22.4959732,14.6916,1644.4956,1.6382,503.204,13.35477485,0.4111239,1.405998325,0.4025632,2.219685425,1.405998325,1.684449686,1.85626098,1.171787664,1.61955337,1.544124483,1.472821329,1.272224999,1.173598247,,0,0,,3,2,1,4000,4000,1250,16,1.5,0.36,2.30367732,19.00864556,,0.3,0.3,-0.1466030661,-0.3210310169,-0.2863279585,-0.3210310169,-0.147919654,-0.2139755149
16,18,5.494693735,6.868812718,6.181753227,3.9888,44.8159724,25.1634,2653.8112,2.8076,808.746,13.54224069,0.6634528,2.800998275,0.6469968,4.111447875,2.800998275,3.209044731,3.447995075,1.030748063,1.329157712,1.242986725,1.261879841,1.117609977,1.047480346,,0,0,,3,2,1,4000,4000,1250,16,1.5,0.36,2.914102279,14.30019688,,0.3,0.3,0.03074806333,-0.2075315195,-0.1355808577,-0.2075315195,-0.04532815007,-0.105233471
16,19,9.373067614,13.46340977,10.64465386,7.9308,102.5799714,51.8794,4675.2874,5.7792,1419.71,13.72970653,1.16882185,6.411248213,1.135768,8.715838063,6.411248213,7.047130534,7.547016213,1.098985987,1.19959193,1.125394224,1.171246386,1.07069802,1.003007935,,0,0,,3,2,1,4000,4000,1250,16,1.5,0.36,3.934581992,9.562621905,,0.3,0.3,0.0989859866,-0.1462086785,-0.04839156044,-0.1462086785,-0.002998914044,-0.06602984132
17,15,2.016294259,3.578910544,2.596599421,0.9843333333,18.419985,3.411333333,11.58733333,0.4316666667,1.517333333,13.91717237,0.002896833333,1.151249063,0.001213866667,1.155359763,1.151249063,1.151372211,1.152462929,1.173748489,1.372755566,1.169697471,1.535302129,1.535427238,1.536535316,2,0,1,,4,3,3,4000,4000,1250,16,1.5,0.36,1.425127697,46.20362442,,0.3,0.3,0.1737484888,0.5353021292,0.1708055494,0.5353021292,0.5365353158,0.5354272377
17,16,2.779998676,5.154585005,3.643781212,1.67975,33.63998175,6.652,30.04875,0.83875,2.1725,14.1046382,0.0075121875,2.102498859,0.001738,2.111749047,2.102498859,2.102831517,2.104236859,1.257180561,1.370739014,1.251871717,1.465991284,1.466189324,1.467025962,2,0,0,,4,3,3,4000,4000,1250,16,1.5,0.36,2.727534173,46.74465332,,0.3,0.3,0.2571805607,0.465991284,0.252708355,0.465991284,0.4670259618,0.4661893241
17,17,3.564136949,5.103819833,4.251079556,2.61225,57.3749845,11.4165,25.24775,1.43625,3.20225,14.29210404,0.0063119375,3.585936531,0.0025618,3.594810269,3.585936531,3.58615872,3.588498331,1.376135618,1.449300998,1.372823704,1.510550878,1.510635934,1.511531565,2,0,0,,4,3,3,4000,4000,1250,16,1.5,0.36,4.688847623,47.23697454,,0.3,0.3,0.3761356182,0.5105508781,0.3737193344,0.5105508781,0.5115315652,0.5106359344
17,18,11.05149202,13.20324786,12.66137057,11.37925,92.59998325,46.0305,39.1105,6.052,8.868,14.47956988,0.009777625,5.787498953,0.0070944,5.804370978,5.787498953,5.787932461,5.794593353,1.960462218,1.900501376,1.966030198,1.851037322,1.8509068,1.848903631,2,0,0,,4,3,3,4000,4000,1250,16,1.5,0.36,19.536595,47.15022443,,0.3,0.3,-0.4899162091,-0.4597623786,-0.4907754594,-0.4597623786,-0.459138928,-0.4597242823
17,19,23.37384451,23.82442547,23.64875878,22.3344,180.1639824,94.4,150.7802,12.5606,21.1312,14.66703572,0.03769505,11.2602489,0.01690496,11.31484891,11.2602489,11.26213948,11.27715386,1.973901744,1.948858196,1.983140063,1.922024235,1.921711578,1.919232165,2,0,0,1,4,3,3,4000,4000,1250,16,1.5,0.36,37.19509658,46.28212736,,0.3,0.3,-0.4933891705,-0.4797151972,-0.495076928,-0.4797151972,-0.4789582948,-0.4796305483
18,15,4.475416746,5.110923531,4.701325895,3.392333333,29.613313,23.85566667,6896.304,2.28,0.167,14.85450156,1.724076,1.850832063,0.0001336,3.575041663,1.850832063,2.838298824,2.86006005,1.053859191,1.654125365,1.195199499,1.534414753,1.060668036,1.053500022,3,0,0,,4,2,3,4000,4000,1250,16,1.5,0.36,1.126439916,49.49296433,,0.3,0.3,0.05385919107,-0.3482857239,-0.1569047706,-0.3482857239,-0.05078312371,-0.05719794899
18,16,8.185065694,8.697419209,8.372683263,6.84725,74.99497275,53.78875,9934.898,5.21025,0.241,15.0419674,2.4837245,4.687185797,0.0001928,7.171103097,4.687185797,5.825930229,5.736921038,1.047296812,1.401061937,1.175305871,1.356647105,1.106907085,1.123066866,3,0,0,,4,2,3,4000,4000,1250,16,1.5,0.36,1.871683063,50.10768878,,0.3,0.3,0.04729681213,-0.2628886346,-0.1621569188,-0.2628886346,-0.1095810672,-0.09658180599
18,17,11.24562033,12.3826212,11.56123781,9.73575,113.3199753,72.4995,14610.639,6.9865,0.356,15.22943323,3.65265975,7.082498453,0.0002848,10.735443,7.082498453,8.737988389,8.588411363,1.10268269,1.336869491,1.114186649,1.308129261,1.070099189,1.087986415,3,0,0,,4,2,3,4000,4000,1250,16,1.5,0.36,1.767543994,50.71663046,,0.3,0.3,0.1026826904,-0.2355495516,-0.1178479971,-0.2355495516,-0.08087087667,-0.06550718861
18,18,20.55703558,24.12447742,22.68639817,16.903,188.9359734,110.4056,18887.3304,10.3712,0.46,15.41689907,4.7218326,11.80849834,0.000368,16.53069894,11.80849834,13.72341614,13.22463275,1.022521798,1.407586488,1.231690406,1.389078548,1.200205961,1.244273608,3,0,0,,4,2,3,4000,4000,1250,16,1.5,0.36,2.065222166,51.32670282,,0.3,0.3,-0.02202573877,-0.2800983058,-0.2176162368,-0.2800983058,-0.1963182423,-0.1668096706
18,19,39.59210203,39.93198529,39.67838176,38.2504,443.1039648,250.2814,41607.708,22.8908,1.003,15.60436491,10.401927,27.6939978,0.0008024,38.0967272,27.6939978,31.79566198,30.47754224,1.004033753,1.371277085,1.203006876,1.363456299,1.189538565,1.240384195,3,0,0,1,4,2,3,4000,4000,1250,16,1.5,0.36,2.138941893,51.87579923,,0.3,0.3,-0.004017547529,-0.2665698189,-0.2032098425,-0.2665698189,-0.1937981762,-0.1593378897
19,15,2.039931505,2.555996243,2.213071987,0.9313333333,4.113325333,4.063333333,399.876,0.8126666667,188.358,15.79183075,0.099969,0.2570828333,0.1506864,0.5077382333,0.2570828333,0.3649294036,0.4363278667,1.834278516,2.037559202,2.552091786,1.509251729,1.2847228,1.169535027,2,0,1,,2,1,1,4000,4000,1250,16,1.5,0.36,2.031824133,35.03951029,,0.3,0.3,-0.4548265211,-0.3374200072,-0.5315019327,-0.3374200072,-0.1449593414,-0.2216219718
19,16,3.508314348,4.601737859,4.028281488,2.21975,20.789986,9.4575,847.175,1.8915,399.014,15.97929659,0.21179375,1.299374125,0.3192112,1.830379075,1.299374125,1.457158939,1.618585325,1.212726932,1.480451052,1.52334103,1.337703154,1.221549723,1.121887427,3,0,0,,2,1,1,4000,4000,1250,16,1.5,0.36,3.695824734,25.80589077,,0.3,0.3,-0.1754120622,-0.2524499944,-0.270825397,-0.2524499944,-0.1086449713,-0.1813677489
19,17,15.96667547,17.19733993,16.27734132,14.954,87.654986,70.7425,1914.206,14.1485,909.906,16.16676243,0.4785515,5.478436625,0.7279248,6.684912925,5.478436625,5.746371379,6.206361425,2.23697753,2.633471321,2.602337895,2.561302102,2.448917544,2.277364743,3,0,0,,2,1,1,4000,4000,1250,16,1.5,0.36,18.17285048,15.72757309,,0.3,0.3,-0.5529682409,-0.609573584,-0.5849698124,-0.609573584,-0.560895986,-0.5916563208
,,,,,,,,,,,,,,,0.2,,,,,,,,,,,0,0,,2,1,1,,,,,,,,,,0.3,0.3,,,,,,
,,,,,,,,,,,,,,,0.2,,,,,,,,,,,0,0,,,,,,,,,,,,,,0.3,0.3,,,,,,
20,15,0.887,0.904,0.895,1.119982667,2.494333333,1223.863667,0.506,24.513,0.996,16.35422827,0.0001265,0.1558958333,0.0007968,0.2,0.1558958333,0.1559362096,0.1566926333,5.599913333,3.146939531,7.18231301,2.1709473,2.170777406,2.167599448,,0,0,,8,3,4,4000,4000,1250,16,1.5,0.36,81.67556014,54.36968833,,0.3,0.3,-0.8214258078,-0.5393715915,-0.8600936979,-0.5393715915,-0.5386601519,-0.5393355407
20,16,1.994,2.074,2.03125,1.9499605,6.02925,2612.91525,1.172,51.9175,2.53075,16.5416941,0.000293,0.376828125,0.0020246,0.379145725,0.376828125,0.3769324986,0.378852725,5.143037021,3.380487905,5.17323528,2.646425175,2.646050356,2.639173456,,0,0,,8,3,4,4000,4000,1250,16,1.5,0.36,172.8894779,54.76936019,,0.3,0.3,-0.8055623563,-0.6221317688,-0.8057126157,-0.6221317688,-0.6210934914,-0.6220782428
20,17,9.328,9.838,9.555333333,7,52.92133333,2827.164,8.056,84.33533333,16.48366667,16.72915994,0.002014,3.307583333,0.01318693333,3.322784267,3.307583333,3.308171536,3.320770267,2.106667011,1.995676035,2.115972501,1.908613756,1.908307704,1.901775849,,0,0,1,8,3,4,4000,4000,1250,16,1.5,0.36,279.2431256,53.41589371,,0.3,0.3,-0.5253165333,-0.4760595238,-0.5256042476,-0.4760595238,-0.4741756762,-0.4759754949
20,19,20.69,22.054,21.3464,15,114.1946,7857.7116,16.9528,140.4328,35.803,16.91662578,0.0042382,7.1371625,0.0286424,7.1700431,7.1371625,7.138440946,7.1658049,2.092037634,2.04438705,2.101299165,2.000756953,2.000415834,1.993142288,,0,0,1,8,3,4,4000,4000,1250,16,1.5,0.36,461.5883213,51.47426437,,0.3,0.3,-0.5219971267,-0.5001891667,-0.5222796733,-0.5001891667,-0.4982796733,-0.5001039369
,,,,,,,,,,,,,,,0.2,,,,,,,,,,,0,0,,8,3,4,,,,,,,,,,0.3,0.3,,,,,,
21,15,5.111421372,5.624214221,5.367817797,3.463,21.6799675,17.82,3519.24,1.9805,1.69,17.10409162,0.87981,1.354997969,0.001352,2.236159969,1.354997969,1.793842621,1.789198375,1.548636971,2.227012555,1.930492653,2.019244374,1.607824066,1.611298445,3,0,0,,10,1,6,4000,4000,1250,16,1.5,0.36,1.678660123,56.75785002,,0.3,0.3,-0.3542708724,-0.5047652415,-0.4833386154,-0.5047652415,-0.3793825079,-0.3780414033
21,16,6.902774599,8.185612559,7.417523234,5.908666667,56.55329967,29.996,4486.357,3.356333333,2.444,17.29155746,1.12158925,3.534581229,0.0019552,4.658125679,3.534581229,3.944168007,3.726891583,1.268464415,1.582149726,1.49807682,1.517150707,1.372777888,1.445760561,3,0,0,,10,1,6,4000,4000,1250,16,1.5,0.36,2.360972646,57.26530776,,0.3,0.3,-0.2116452083,-0.3408697006,-0.3692499859,-0.3408697006,-0.3083225347,-0.2715500383
21,17,10.7467793,11.05106771,10.84820877,5.648,63.91331267,30.40866667,6759.553,3.416,2.845,17.4790233,1.68988825,3.994582042,0.002276,5.686746292,3.994582042,4.697319699,4.549852233,1.006860179,1.346498875,1.202387822,1.297024593,1.116797105,1.150340119,3,0,0,,10,1,6,4000,4000,1250,16,1.5,0.36,1.716679316,57.82471416,,0.3,0.3,0.006860179119,-0.229004596,-0.1944312618,-0.229004596,-0.130691885,-0.1045822063
21,18,24,24,24,16.931,180.24998,89.57325,20913.514,9.42575,4.603,17.66648913,5.2283785,11.26562375,0.0036824,16.49768465,11.26562375,13.52998728,13.1988842,1.026265222,1.476675004,1.251368508,1.456351966,1.218935602,1.248701571,3,0,0,,10,1,6,4000,4000,1250,16,1.5,0.36,1.704975519,58.17422786,,0.3,0.3,-0.02559301577,-0.3133527996,-0.2204309137,-0.3133527996,-0.1991681413,-0.1796121151
21,19,56.21036167,56.52259672,56.36647919,32.3685,297.5949765,178.334,37307.239,19.43525,8.06,17.85395497,9.32680975,18.59968603,0.006448,27.93294378,18.59968603,22.776461,22.34764463,1.15879301,1.721757478,1.421138253,1.707227638,1.399025547,1.425445066,0,0,0,1,10,1,6,4000,4000,1250,16,1.5,0.36,2.018867154,58.26096099,,0.3,0.3,-0.1370331099,-0.4142550309,-0.3095866467,-0.4142550309,-0.2984647226,-0.2852167694
22,15,2.551508546,3.583398543,3.067453545,1.2585,1.8899745,4.557,652.866,0.605,60.6505,18.04142081,0.1632165,0.1181234063,0.0485204,0.3298603063,0.1632165,0.2395231345,0.273592325,3.815251414,3.95601196,5.254189758,2.405314053,2.099168368,1.986293,0,0,0,0,7,4,2,4000,4000,1250,16,1.5,0.36,1.306084736,51.76575263,,0.3,0.3,-0.7378940753,-0.620084699,-0.7826044299,-0.5842538737,-0.4965496027,-0.5236208705
22,16,3.619571573,4.087668096,3.862982065,2.100666667,4.399971,8.055666667,958.61,1.035,88.727,18.22888665,0.2396525,0.2749981875,0.0709816,0.5856322875,0.2749981875,0.4284444869,0.48270215,3.587006235,4.422473016,4.903007813,3.308145925,2.664317782,2.49277478,0,0,0,0,7,4,2,4000,4000,1250,16,1.5,0.36,1.917900871,49.13690234,,0.3,0.3,-0.721215985,-0.6977158739,-0.770214781,-0.6977158739,-0.5988406141,-0.6246693969
22,17,4.397709353,5.203779333,4.732324821,3.145,18.07996733,14.49466667,1391.586,1.804,130.826,18.41635249,0.3478965,1.129997958,0.1046608,1.582555258,1.129997958,1.275344542,1.286976367,1.987292376,2.364665284,2.466000282,2.110741147,1.923142139,1.909559884,0,0,0,0,7,4,2,4000,4000,1250,16,1.5,0.36,2.784395347,45.51059181,,0.3,0.3,-0.4968027795,-0.5262327636,-0.5907865289,-0.5262327636,-0.4763191203,-0.4800176337
22,18,6.132434791,6.755877686,6.407935917,3.858666667,34.393296,19.293,2251.704,2.487666667,212.9,18.60381833,0.562926,2.149581,0.17032,2.882827,2.149581,2.368126198,2.3403256,1.338500946,1.64227863,1.629417668,1.537574068,1.414401823,1.42896348,0,0,0,0,7,4,2,4000,4000,1250,16,1.5,0.36,2.882827342,39.55566067,,0.3,0.3,-0.2528955598,-0.3496248272,-0.393488528,-0.3496248272,-0.3001920525,-0.2929873365
22,19,10.11440149,10.7458917,10.27785062,9.07525,93.6949625,39.28225,3966.5175,4.95975,377.954,18.79128417,0.991629375,5.855935156,0.3023632,7.149927731,5.855935156,6.169616497,6.158298356,1.269278564,1.498571198,1.470958528,1.459997534,1.389859574,1.392272876,0,0,0,0,7,4,2,4000,4000,1250,16,1.5,0.36,3.839917314,31.19593655,,0.3,0.3,-0.2121508795,-0.3150673363,-0.3214183239,-0.3150673363,-0.2817499952,-0.2805028515
,,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,SCANS,JOINS,AGGREGATES,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Average,1.65005984,1.757701177,2.29586362,1.5280749,1.434923698,1.43764842,,short_max_offset,complex_powermean,long_powermean,1_4_max_offset,1_max_offset,1_2_max_offset,,,,,,,14.64129304,26.26553827,,,,0.711482543,0.5353021292,0.5416562089,0.5353021292,0.6608714486,0.5624869141
,,,,,,,,,,,,,,,,,,Median,1.391546432,1.570270821,1.493977131,1.403021746,1.313842607,1.357540447,,1.282911358,1.375849398,1.429437936,1.423656979,1.484989121,1.402026479,,,,,,,2.32559737,22.8021522,,,,-0.8214258078,-0.7245339842,-0.9334490385,-0.7245339842,-0.6727542705,-0.6849261019
,,,,,,,,,,,,,,,,,,75th,1.709998237,2.023358619,2.08234676,1.615810853,1.535637784,1.562141128,,1.283979179,1.384163649,1.293555983,1.256566763,1.409013613,1.23681783,,,,,,,5.335575107,46.20362442,,,,,,,,,
,,,,,,,,,,,,,,,,,,90th,2.438403551,2.407694857,4.460957494,2.136571386,1.961411539,1.945908493,,1.344077717,1.479357096,1.907414914,1.401241103,1.610718165,1.394070779,,,,,,,18.14305032,52.49183703,,,,,,,,,
,,,,1.279978,,1.279978,,,,,,,,,,,,,,,,,,,,1.38864862,1.591089225,1.919030803,1.987180079,2.136384593,1.743053316,,,,,,,,,,,,,,,,,
,,,,25.61329867,,25.61329867,,,,,,,,,,,,PowerMean,,,,,,,,medium_max_offset,,,1_4_powermean,1_powermean,1_2_powermean,,,,,,,,,,,,,,,,,
,,,,75.44995575,,75.44995575,,,,,,,,,,,,,CPU-Bound,IO-Bound,Mixed,,,,,2.164354545,1.420985835,1.447389547,1.382832343,1.400975756,1.365386856,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1.312051862,1.348860222,1.464944537,,,,,1.442576631,1.383322792,1.363522598,1.235316866,1.372777888,1.23329521,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1.228559404,1.293555983,1.408531601,,,,,1.608822746,1.57348622,1.901775849,1.401241103,1.538643277,1.293555983,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1.55899928,1.466189324,1.612917354,,,,,2.166860941,1.643119767,1.978143003,1.987180079,1.879571521,1.56319607,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1.63860613,1.604729213,1.94491464,,,,,medium_powermean,,,5_6_max_offset,2_max_offset,3_4_max_offset,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.898177937,,,1.443164475,#DIV/0!,1.437464173,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Average Short,1.735811801,1.72968257,4.686605236,1.282911358,1.188404284,1.196896511,,1.350701335,,,1.434180401,#N/A,1.3327125,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Median Short,1.392944535,1.813714399,1.705624566,1.283979179,1.198719219,1.201192023,,1.536269422,,,1.530238739,#N/A,1.509251729,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Average Complex,1.893544674,1.96899138,3.83067587,1.354873727,1.375849398,1.420985835,,1.965241833,,,1.624069669,#N/A,2.06322795,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Median Complex,1.53539124,1.957222653,2.177756216,1.281127981,1.384163649,1.383322792,,,,,5_6_powermean,2_poweroffset,3_4_powermean,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Average Long,1.374462468,1.534767128,1.441181875,1.53419165,1.428140862,1.447256076,,,,,1.255446851,#DIV/0!,1.372333145,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Median Long,1.15879301,1.385658321,1.210743933,1.386658755,1.241547274,1.301953396,,,,,1.221612825,#N/A,1.237338522,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.307313716,#N/A,1.32840463,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.572267088,#N/A,1.96098595,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Low Shuffle_max,,,,,,,,,,,7_8_max_offset,3_4_max_offset,5_6_max_offset,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.332284114,1.637155155,1.652080384,1.435299778,,,,,,,,1.451521756,1.406846373,1.60846289,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.230298363,1.521929825,1.442576631,1.337703154,,,,,,,,1.399046081,1.308129261,1.465991284,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.394246411,1.851037322,1.702784773,1.501088733,,,,,,,,1.534636597,1.458551427,1.563759527,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.89375828,2.100419346,2.29848944,1.935158097,,,,,,,,1.858136013,1.583577802,2.144413024,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Low_Shuffle_powermean,,,,,,,,,,,7_8_powermean,3_4_powermean,5_6_powermean,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.387764282,1.523084476,1.513361024,1.370965176,,,,,,,,1.396502862,1.301179838,1.469357216,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.351560017,1.444285313,1.394633571,1.242014902,,,,,,,,1.4485732,1.215546215,1.456719483,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.465991284,1.691677364,1.621844161,1.456719483,,,,,,,,1.535637784,1.306282969,1.562486914,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.835732946,1.963791409,2.028757876,1.801586336,,,,,,,,1.857987278,1.492539497,1.922569914,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Low_Shuffle_multiwave,,,,,,,,,,,9_11_max_offset,5_7_max_offset,7_8_max_offset,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.346737481,1.531050866,1.513857691,1.35894764,,,,,,,,1.781526539,#DIV/0!,1.764109706,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.244273608,1.445760561,1.42896348,1.306455295,,,,,,,,1.584661155,#N/A,1.690178668,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.404389342,1.698912276,1.657301195,1.437573239,,,,,,,,2.12356287,#N/A,2.102477683,,,,,,,,,,,,,,,,,
