query_id,query_duration,query_duration_with_queue,start_delay
10,750,750,3878296
18,2159,2159,3881729
14,281,282,3885558
8,455,456,3887167
8,817,818,3888419
17,445,1214,3888683
23,0,1,3890059
9,2074,2849,3887465
23,0,0,3892760
8,462,463,3894643
12,304,305,3897888
15,603,603,3898045
14,297,297,3900408
1,917,917,3899794
2,259,260,3901624
14,282,282,3904158
4,1248,1249,3905030
3,823,824,3907118
17,363,364,3907792
14,524,524,3911324
1,896,1640,3911660
16,2396,2397,3911158
4,1288,1290,3913852
16,2192,2192,3914703
2,265,266,3916997
11,257,257,3920428
22,548,548,3920504
22,550,550,3922656
2,268,269,3925831
6,196,196,3927353
12,301,302,3928866
12,283,284,3934291
11,251,252,3942669
19,282,1088,3953232
1,888,889,3955927
9,1722,1723,3960416
20,1184,1185,3963422
17,362,362,3964650
10,740,741,3968877
22,533,534,3971088
6,212,213,3975572
18,2145,2146,3975991
10,904,905,3979998
9,2261,3017,3977921
14,277,278,3982114
15,592,593,3983128
20,1169,1170,3983695
20,1610,2359,4003180
10,734,735,4008364
4,707,1472,4009014
17,365,366,4011309
8,457,458,4017396
12,306,307,4021957
22,533,534,4022567
10,688,1477,4026021
16,2850,2852,4025551
17,359,359,4028649
22,532,533,4030362
1,892,893,4033812
23,0,1,4035856
23,0,0,4036939
23,0,0,4044557
4,702,1436,4047995
14,283,284,4053680
20,1114,1115,4056575
9,2477,3199,4057216
18,2796,3547,4057349
14,286,287,4061797
12,304,305,4062139
14,296,297,4062992
8,447,447,4063220
18,2071,2071,4064227
17,353,353,4068535
22,524,524,4071395
17,355,355,4072833
17,353,354,4077625
10,715,716,4078178
16,3069,3812,4078329
9,2008,2008,4081067
18,2331,2332,4083360
9,1895,1895,4084663
12,435,435,4088133
9,2107,2108,4087001
19,301,301,4088810
12,289,289,4090409
6,181,182,4090773
8,443,444,4091725
22,520,520,4096465
19,260,260,4104234
19,262,262,4109503
10,740,740,4109835
2,264,1054,4109639
20,1396,2166,4110537
22,538,539,4115876
4,703,704,4119233
11,259,259,4121773
17,366,367,4128519
14,286,286,4129657
14,279,280,4130068
14,285,1016,4130261
22,536,537,4135725
22,550,551,4140814
19,273,273,4142783
14,290,1049,4143018
8,457,457,4144942
8,469,469,4148570
14,282,282,4152154
22,525,526,4152266
16,2769,2769,4157236
23,0,1,4160230
23,0,0,4160381
1,890,890,4159697
14,279,279,4162132
17,362,363,4168291
1,889,1669,4179232
11,295,1020,4180359
1,906,1669,4179988
15,605,605,4182389
9,1721,1722,4186528
16,2486,2487,4191689
15,609,1355,4192944
1,889,891,4195821
1,887,888,4200311
8,468,468,4201216
17,383,384,4201425
23,0,0,4206356
22,537,537,4207287
8,459,460,4211879
18,2150,2150,4212460
4,707,1478,4214599
14,290,290,4218256
15,607,608,4223787
23,0,0,4236200
16,2440,2441,4234216
19,333,1093,4236542
10,835,1571,4236510
8,452,453,4241064
3,763,765,4242651
3,814,814,4244280
8,451,452,4248913
14,244,244,4254774
17,361,361,4257020
20,1125,1126,4259452
2,263,1006,4259870
17,480,481,4262262
4,704,705,4262110
2,266,997,4275788
11,256,256,4277581
11,258,259,4277884
22,804,1564,4284214
18,2208,2209,4283758
9,1687,1688,4287256
3,693,694,4291424
10,682,683,4292461
10,710,711,4293066
20,1122,1123,4293714
14,240,241,4299930
3,714,715,4304229
12,296,296,4307080
2,264,265,4310075
19,268,268,4311597
11,261,996,4314356
16,2730,2730,4313776
10,759,760,4318666
16,2398,2398,4318913
23,0,1,5972895
3,2036,12751,5971631
3,7927,19292,5965098
14,5546,6270,5983112
22,11873,22624,5969840
10,16336,27230,5965568
15,30986,31801,5961693
18,11480,12252,5981951
20,13313,24042,5971526
16,12229,12940,5982737
1,2443,2444,6002946
20,1289,1289,6005364
20,1424,1425,6010475
19,6296,6297,6016781
17,611,1337,6022320
19,701,701,6031461
19,624,625,6031640
16,3843,3843,6033413
15,1485,1485,6039903
12,688,689,6041924
9,8108,8109,6034961
18,6024,6774,6036355
15,1667,1668,6045013
18,6472,6473,6043500
17,1752,1752,6048351
6,311,311,6050619
14,1495,2207,6048888
14,1178,1941,6049607
6,315,315,6051927
11,448,448,6052020
18,5181,5181,6047421
1,1052,1052,6052172
14,373,373,6053897
11,484,484,6053845
2,479,480,6053938
6,263,263,6054510
20,1657,1657,6053697
16,2278,2279,6054414
3,1856,1856,6058322
18,2984,2985,6057798
3,1205,1205,6059820
17,583,583,6062391
1,948,948,6062114
15,680,681,6064387
22,583,583,6064924
8,512,512,6066398
2,271,272,6066925
6,298,299,6068130
19,922,1629,6068268
11,958,1687,6068241
22,1456,1457,6068670
4,2142,2143,6067990
9,3034,3035,6067344
17,554,1322,6069115
23,0,0,6070473
6,270,270,6071354
9,2010,2010,6070285
8,523,523,6072156
11,274,274,6072819
11,342,342,6075048
23,0,0,6075755
8,519,520,6075507
6,227,227,6076033
17,423,423,6076383
15,1112,1112,6077138
23,0,1,6079365
18,3032,3033,6076898
17,383,383,6081106
2,285,285,6081867
14,294,294,6083058
19,308,1077,6084253
16,2741,2741,6083655
2,385,386,6086636
16,2884,2885,6084204
23,0,1,6088718
2,332,332,6090787
20,1456,1456,6093063
17,412,412,6099546
14,286,286,6100195
11,281,281,6102318
22,625,625,6103125
3,846,1616,6103152
8,535,536,6107185
8,521,521,6107803
23,0,0,6112829
12,422,423,6112499
9,2060,2061,6111150
11,306,307,6113506
2,392,393,6113639
8,624,1355,6112769
15,625,625,6114467
1,916,916,6116090
11,280,281,6117058
23,0,0,6120654
4,738,739,6120885
19,399,399,6121544
1,1049,1050,6123763
22,737,737,6124083
1,989,1704,6124175
12,463,464,6125488
4,908,1656,6124724
8,480,480,6128276
6,235,236,6128842
20,1266,1267,6128666
14,266,267,6129700
1,929,929,6131216
6,186,187,6132317
23,0,0,6132876
19,321,321,6133017
19,321,322,6133112
20,1080,1081,6132522
2,273,274,6134997
4,1139,1140,6136496
9,1965,1966,6136261
17,465,466,6137932
19,311,312,6138168
23,0,1,6139065
19,269,269,6139054
12,388,390,6139409
8,538,539,6139409
11,726,727,6141828
3,1869,1869,6142893
18,4321,4322,6140656
4,1312,2040,6143459
18,3859,3859,6141650
8,501,1272,6144714
1,944,944,6146182
15,784,785,6146992
9,1829,1830,6146827
9,1751,1752,6150044
15,586,586,6152726
11,261,262,6157476
11,268,268,6157771
15,600,600,6158194
19,345,346,6159096
8,476,477,6159572
23,0,0,6160859
16,2609,3358,6159637
17,367,368,6164567
17,366,366,6165204
20,1760,1761,6164099
10,730,1499,6165315
22,566,567,6169894
2,273,274,6170488
3,720,720,6173236
10,1133,1850,6175665
18,2756,2756,6175081
20,2338,2338,6175565
12,553,553,6177968
8,766,1528,6177017
4,1002,1715,6177155
3,881,881,6178249
20,1215,1215,6180853
12,299,300,6181882
4,711,711,6182410
22,581,581,6185693
17,372,372,6186181
6,193,193,6190018
12,546,546,6192246
9,1892,1892,6191456
22,558,559,6193257
6,192,193,6195433
22,554,555,6196695
17,370,371,6197352
23,0,1,6199013
12,307,308,6199329
12,482,482,6199808
16,2652,2653,6199712
1,907,907,6202477
18,2332,2333,6204060
10,735,735,6206300
2,269,270,6207239
4,725,726,6207645
23,0,1,6208479
6,204,204,6209640
3,722,723,6212299
16,2410,2410,6211241
1,927,1712,6212348
3,1376,1376,6215357
18,2637,2637,6214549
11,286,287,6217434
20,1272,1273,6217474
17,397,398,6220866
20,1253,1253,6220965
2,392,393,6223618
9,1708,1708,6222909
11,510,511,6224781
1,1085,1832,6223995
3,1048,1049,6224807
17,429,430,6225583
22,791,1498,6225182
20,1601,1602,6226038
22,1168,1169,6226729
1,931,932,6227749
2,257,257,6229508
23,0,1,6231000
18,2358,2358,6229937
12,407,408,6231939
14,256,256,6232917
19,312,312,6233096
4,786,786,6233159
23,0,1,6234265
10,842,842,6233803
8,744,745,6235006
9,2106,2107,6234047
2,314,314,6237091
1,918,918,6236534
11,261,261,6237505
17,371,371,6238791
22,556,557,6239196
1,903,905,6239718
23,0,0,6242122
6,186,187,6242510
19,285,286,6245323
14,264,264,6245973
6,223,223,6247468
3,726,726,6247501
15,597,597,6248609
14,267,267,6249307
3,720,720,6254337
6,194,194,6255412
6,202,203,6255701
8,506,506,6255738
20,1222,1223,6257675
4,781,782,6260900
19,275,275,6264694
15,585,586,6265235
11,840,1549,6266711
4,1137,1892,6266891
18,2935,2935,6266012
16,3529,4280,6266419
6,187,188,6270607
20,1337,1338,6269566
15,596,596,6271406
12,329,330,6272373
15,600,601,6273806
3,783,784,6274622
14,266,266,6276950
17,387,387,6278870
14,262,263,6279086
12,301,301,6280830
19,274,274,6281770
9,2259,2260,6284633
16,4149,4149,6282805
10,1125,1842,6285178
22,578,578,6287670
16,3486,4264,6284952
10,748,749,6290415
11,270,270,6291529
4,1739,1739,6295017
17,874,874,6296039
14,321,321,6297114
18,3007,3008,6294634
2,275,276,6298078
8,544,544,6298346
20,1427,1427,6298664
22,799,799,6299454
1,988,988,6299329
14,290,290,6300343
12,367,1099,6299664
19,288,289,6301229
3,1424,1425,6303828
9,2295,2295,6303590
11,286,286,6305666
11,273,275,6306352
16,3228,3229,6304821
6,192,192,6308347
22,637,638,6308419
20,1274,1274,6308289
15,696,696,6309047
10,782,782,6309118
1,1142,1142,6309781
22,582,582,6310656
10,841,841,6311389
8,685,686,6311603
16,3257,3258,6309718
4,785,785,6312853
23,0,0,6313950
10,908,908,6313252
8,528,528,6315004
11,400,401,6315276
10,799,799,6315279
8,491,492,6316694
6,228,229,6317753
3,759,759,6317327
17,371,372,6318210
16,2569,2569,6316261
12,346,346,6321827
10,771,772,6321980
20,1367,1367,6326557
9,1772,1772,6329166
10,776,776,6333651
6,192,193,6334480
10,844,845,6335095
6,192,193,6336042
17,446,1188,6340271
20,1458,1459,6340115
8,564,1307,6340407
19,282,283,6342394
10,739,740,6343193
12,310,310,6345717
16,3325,3326,6343922
14,290,290,6347060
10,737,738,6347131
11,258,258,6348251
2,465,466,6349324
8,1155,1156,6350424
6,286,1021,6350599
1,1524,1525,6350240
18,3102,3102,6349016
3,893,894,6351637
11,266,266,6352492
20,1357,1358,6351866
10,753,753,6353501
15,672,672,6361046
11,366,367,6362396
1,934,934,6361899
14,259,259,6363433
17,370,370,6368138
14,999,1753,6369872
15,1683,2412,6369697
9,3585,3585,6369336
2,571,571,6372433
18,3829,3830,6369404
20,2370,3121,6370130
12,326,327,6373603
20,1890,2623,6371369
11,282,283,6375951
22,616,617,6377214
4,1249,1250,6379817
20,2324,2324,6380794
11,1018,1019,6383287
9,5154,5154,6379931
10,2802,2803,6382329
19,943,943,6384567
18,6494,6495,6379886
8,1314,1314,6385781
18,5357,5358,6381925
9,2808,3572,6384078
17,386,387,6387667
23,0,0,6388161
23,0,0,6390652
11,285,286,6393233
8,558,559,6394970
19,5451,5452,6390403
9,1781,1781,6395198
3,708,709,6396841
3,704,705,6399111
12,796,797,6401204
1,1559,1560,6400729
11,491,1227,6401436
14,503,1242,6401918
15,842,842,6402370
3,1223,1224,6402056
18,3442,3443,6399856
12,595,1343,6401969
23,0,0,6403571
23,0,1,6404495
18,2329,2330,6403495
15,702,704,6405167
22,553,555,6406416
23,0,1,6408691
23,0,2,6408996
17,374,375,6410627
2,311,313,6411331
4,731,732,6410936
19,270,271,6413251
6,203,203,6416260
8,465,465,6416485
20,1139,1139,6415839
23,0,1,6417025
17,430,430,6419610
18,2017,2018,6418411
2,259,260,6420470
6,194,195,6422258
12,287,287,6422789
15,592,592,6423722
6,203,963,6425128
16,3169,3169,6423455
16,2582,2583,6424551
16,3105,3868,6424613
10,658,659,6432030
11,255,256,6437289
3,665,666,6438282
10,676,1441,6438775
14,239,240,6441329
8,454,455,6442029
2,256,257,6443327
22,537,538,6444861
14,289,289,6446321
15,646,646,6446274
23,0,1,6449847
2,284,285,6449935
20,1163,1164,6449797
22,614,614,6451490
18,2016,2017,6450301
4,726,727,6454775
1,912,913,6454832
6,201,201,6458289
14,236,236,6458527
1,889,889,6458772
12,312,313,6460223
8,448,449,6463480
17,363,365,6464248
1,887,888,6464297
6,214,215,6465608
9,1576,2307,6464306
10,716,717,6467231
11,392,393,6467620
22,678,679,6467441
17,359,359,6468244
8,449,449,6469667
12,290,291,6472490
23,0,1,6474066
1,883,884,6475568
22,525,525,6479196
23,0,0,6480262
8,447,448,6479890
4,692,692,6481634
15,642,642,6484136
18,2027,2758,6482176
17,358,359,6486828
12,510,510,6487858
15,631,631,6488416
18,2098,2099,6487003
17,356,356,6491110
8,447,448,6492601
8,453,454,6492898
22,545,545,6493743
14,244,244,6494300
16,1954,1955,6493458
19,528,529,6495497
3,1359,1359,6495075
12,310,1041,6496024
18,2332,3075,6494053
23,0,0,6497620
17,352,352,6503312
6,183,183,6504310
4,688,688,6504410
23,0,0,6506465
15,566,568,6506495
22,1249,1250,6508914
15,839,1556,6509057
14,277,1038,6510024
18,2244,2244,6508932
22,613,613,6512628
4,743,743,6512766
17,353,354,6513470
8,450,451,6514389
15,572,572,6515388
16,2141,2142,6513961
12,294,294,6517159
3,656,657,6517694
8,493,494,6518278
