query,min,max_estimate,runtime_s,exec_wallclock_s,total_cpu_sec,other_wallclock_s,total_scan_mb,scan_wallclock_s,shuffle_mb,shuffle_wallclock_s,io_time,cpu_time,shuffle_time,sum_estimate,max.1,powermean_estimate,multiwave_estimate,sum_qerror,cpu_only_qerror,powermean_qerror,max_offset_qerror,powermean_offset_qerror,multiwave_offset_qerror,type,short,complex,long,scans,aggs,joins,mem,ssd,net,cpu,factor,extra,io_acc,shuffle_acc,cpu_acc,0.3,offset_2,sum_rel_error,cpu_only_rel_error,powermean_rel_error,max_offset_rel_error,powermean_offset_rel_error,multiwave_offset_rel_error
60,4.617574935,4.617574935,4.617574935,0.9693333333,0.8999786667,1.051333333,335.671,0.1496666667,105.8276667,0.256,0.2582084615,0.1124973333,0.08466213333,0.4553679282,0.2582084615,0.3845481487,0.3346285264,2.128681607,3.101893136,2.89674447,1.567971637,1.395470091,1.301908191,,1,0,0,16,4,9,4000,1300,1250,8,1.5,0.36,3.729677917,1.502586458,,0.3,0.3,-0.5302256587,-0.5125543329,-0.6547848764,-0.3622333615,-0.2833956055,-0.2318966829
61,1.806511975,1.806511975,1.806511975,0.171,1.499978,1,0.015,0.13,0,0.077,0.00001153846154,0.18749725,0,0.2,0.18749725,0.18749725,0.1874973103,1.169590643,2.266065789,1.096475499,3.201738304,3.201738657,3.201738304,,1,0,0,13,2,11,4000,1300,1250,8,1.5,0.36,2.307781065,3.896103896,,0.3,0.3,0.1695906433,2.201738304,0.09647549909,2.201738304,2.201738657,2.201738304
62,1.741761671,2.142822829,2.008789866,0.7136666667,1.953314,12.17666667,452.4033333,0.6786666667,0.155,0.675,0.3480025641,0.24416425,0.000124,0.5922908141,0.3480025641,0.4738574513,0.4736175204,1.20492611,1.606762964,1.506841778,1.008000116,1.168076862,1.168413056,,1,0,0,6,1,5,4000,1300,1250,8,1.5,0.36,1.047320959,2.249070384,,0.3,0.3,-0.1700735907,-0.1534363615,-0.3363603171,-0.007936621995,0.1680768618,0.1684130564
63,1.527581344,1.527581344,1.527581344,0.263,0.539987,2.446,53.635,0.21,0.29,0.409,0.04125769231,0.067498375,0.000232,0.2,0.067498375,0.08723685385,0.08758409857,1.315,1.017104087,3.002828188,1.625469106,1.701840679,1.700520357,,1,0,0,4,1,3,4000,1300,1250,8,1.5,0.36,1.62503663,1.362279837,,0.3,0.3,-0.2395437262,0.6254691065,-0.6669806138,0.6254691065,0.701840679,0.7005203568
64,5.115464591,5.203201997,5.14018319,3.16025,7.61497475,19.34925,4467.555,1.69025,3.572,0.1935,3.436580769,0.9518718438,0.0028576,4.391310213,3.436580769,3.666903399,3.762978509,1.389545198,2.743577784,1.190721781,1.201354567,1.30463682,1.274235709,1,0,1,0,38,3,36,4000,1300,1250,8,1.5,0.36,2.210667516,1.565155556,,0.3,0.3,0.3895451983,-0.5848835239,0.1907217812,0.2013545666,0.3046368195,0.2742357087
65,4.294954703,9.208447485,5.831206702,4.38,18.0039734,34.7302,3521.786,3.2822,688.893,2.9486,2.709066154,2.250496675,0.5511144,5.510677229,2.709066154,4.518764663,4.080980209,1.258145486,1.787392754,1.073271561,1.427144213,1.013922422,1.113873211,3,0,0,0,6,2,4,4000,1300,1250,8,1.5,0.36,1.090770303,3.464399145,,0.3,0.3,0.258145486,-0.4039961929,-0.0682693586,-0.2992999649,0.01392242222,0.1138732107
66,2.08455263,2.758293763,2.36023073,0.72225,0.844984,6.473,270.81425,0.434,0.067,0.43025,0.2083186538,0.105623,0.0000536,0.3139952538,0.2083186538,0.2512069231,0.2558436029,2.300194003,2.363205649,2.823013716,1.270853939,1.172781525,1.181678369,,1,0,0,10,3,8,4000,1300,1250,8,1.5,0.36,1.171241138,1.433910475,,0.3,0.3,-0.5652540618,-0.3553160263,-0.6457686357,-0.2131275128,-0.1473262681,-0.1537460394
67,71.10526289,76.40256259,73.29865084,71.447,284.939971,533.407,37863.532,65.92075,24077.565,88.52975,29.12579385,35.61749638,19.262052,84.00534222,35.61749638,71.05668418,59.09581502,1.175771442,1.994751371,1.209002701,1.985880264,1.201682291,1.000424492,3,0,1,1,4,1,3,4000,1300,1250,8,1.5,0.36,2.240236928,4.525586068,,0.3,0.3,0.1757714421,-0.4964449679,-0.1728719887,-0.4964449679,-0.1678332887,-0.0004243120506
68,2.649180045,4.097544377,3.323591796,1.4858,4.0959826,16.3328,116.1588,1.6304,27.446,1.7088,0.08935292308,0.511997825,0.0219568,0.6233075481,0.511997825,0.533954625,0.539546808,2.383734971,2.086804128,2.753792587,1.703903333,1.651720607,1.662053038,2,0,0,0,7,1,6,4000,1300,1250,8,1.5,0.36,4.187460536,5.307544366,,0.3,0.3,-0.5804902759,-0.4131122459,-0.6368644447,-0.4131122459,-0.3945707309,-0.3983344831
69,1.988093458,1.988093458,1.988093458,0.128,0.32,0.778,53.409,0.096,0,0.013,0.04108384615,0.04,0,0.2,0.04108384615,0.06486707692,0.06435916607,1.5625,1.875,1.988838697,3.133467548,3.315305985,3.319274038,,1,0,0,25,10,20,4000,1300,1250,8,1.5,0.36,3.552956731,23.07692308,,0.3,0.3,0.5625,2.125,-0.497194015,2.133467548,2.315305985,2.319274038
70,2.757027083,3.053025416,2.95952267,1.43725,5.589976,9.8435,2623.91825,0.8255,0.007,2.20975,2.018398654,0.698747,0.0000056,2.717151254,2.018398654,2.235812588,2.283933012,1.890520963,1.599170846,1.58909933,1.65482599,1.839577674,1.806096774,,0,0,0,6,2,4,4000,1300,1250,8,1.5,0.36,2.808478079,7.36569584,,0.3,0.3,0.8905209628,-0.2633522352,0.5890993302,0.6548259898,0.8395776743,0.806096774
71,2.67500612,3.395046113,3.035734275,1.5556,2.159973,4.119,20.528,0.0924,6.573,0.0176,0.01579076923,0.269996625,0.0052584,0.2910457942,0.269996625,0.275255025,0.2730232452,5.344863354,3.309811001,5.697683355,2.469219577,2.457413707,2.448780315,,0,0,0,8,1,5,4000,1300,1250,8,1.5,0.36,3.417649018,17.34422727,,0.3,0.3,-0.8129044779,-0.5950137407,-0.8244900712,-0.5950137407,-0.5930681118,-0.5916334373
72,11.97374637,13.26079113,12.4571863,11.08,74.3749585,152.86625,9804.32375,10.191,264.163,0.746,7.5417875,9.296869813,0.2113304,17.04998771,9.296869813,13.68225625,13.4188357,1.538807555,1.16670021,1.211086254,1.147369719,1.243577229,1.267351647,3,0,0,1,11,1,8,4000,1300,1250,8,1.5,0.36,1.299576149,1.458939269,,0.3,0.3,0.5388075553,-0.1284413527,0.2110862544,-0.1284413527,0.2435772292,0.2673516471
73,1.836396326,2.449768134,2.129118044,0.773,3.56498425,7.25925,14.38475,0.60975,1.84625,1.20775,0.01106519231,0.4456230313,0.001477,0.4581652236,0.4456230313,0.4471000313,0.4468413084,1.687164281,1.197293099,1.729920635,1.042203145,1.043779183,1.044113883,,1,0,0,5,1,4,4000,1300,1250,8,1.5,0.36,1.960200032,4.006109919,,0.3,0.3,-0.4072894909,0.04220314521,-0.421938799,0.04220314521,0.04377918289,0.0441138826
74,3.902173663,4.601657007,4.195466419,8.62625,52.7349705,3.7695,2454.27125,0.413,1142.6615,1.16775,1.887900962,6.591871313,0.9141292,9.393901474,6.591871313,7.697947019,7.464121207,1.088990172,1.270084429,1.155695327,1.240852946,1.102519985,1.070527019,,0,0,0,12,8,11,4000,1300,1250,8,1.5,0.36,5.297581021,1.03971672,,0.3,0.3,0.08899017233,-0.1941027315,-0.1347200455,-0.1941027315,-0.09298696336,-0.06588065275
75,5.55496067,6.138224548,5.915727542,4.28675,9.074948,11.33925,3651.223,1.14925,622.046,3.048,2.808633077,1.1343685,0.4976368,4.440638377,2.808633077,3.706027669,3.398886383,1.035898612,3.212568342,1.261221917,1.352870432,1.140430852,1.054284513,1,0,0,0,24,4,13,4000,1300,1250,8,1.5,0.36,2.704923278,3.821288085,,0.3,0.3,0.03589861245,-0.6513982621,-0.2071181238,-0.2608309146,-0.1231384189,-0.0514894339
76,2.994972188,3.37194644,3.108675023,1.44275,3.414985,7.29925,217.608,0.81175,0.838,0.942,0.1673907692,0.426873125,0.0006704,0.5949342942,0.426873125,0.4760815154,0.4941838936,2.425057715,2.301502397,2.919459777,1.833523035,1.689039106,1.725609254,,0,0,0,9,4,6,4000,1300,1250,8,1.5,0.36,1.73676943,3.132998792,,0.3,0.3,-0.5876386801,-0.4546018888,-0.657470876,-0.4546018888,-0.4079473966,-0.420494531
77,1.522222867,2.142626489,1.834713363,0.443,0.959973,1.19,648.3586667,0.1036666667,0.627,0.1883333333,0.4987374359,0.119996625,0.0005016,0.6192356609,0.4987374359,0.5213632673,0.5372534811,1.397823162,1.384389601,1.212761808,1.938459223,2.025402892,1.989533335,,1,0,0,16,7,10,4000,1300,1250,8,1.5,0.36,7.704862726,1.595583717,,0.3,0.3,0.3978231623,0.08351382619,0.2127618084,0.9384592232,1.025402892,0.9895333348
78,14.40897514,15.66424927,14.87073023,15.02875,97.5999355,118.9715,10320.463,5.40775,3145.402,8.1205,7.938817692,12.19999194,2.5163216,22.65513123,12.19999194,18.6273693,16.81840309,1.507452797,1.211996756,1.119081965,1.196557297,1.143036053,1.263403098,2,0,0,1,9,3,3,4000,1300,1250,8,1.5,0.36,1.523520446,2.88337099,,0.3,0.3,0.5074527975,-0.1642690219,0.1190819653,-0.1642690219,0.1430360533,0.2634030977
79,2.51766999,3.144067986,2.834076782,1.499,6.189982,16.5995,655.21125,1.39775,107.88475,2.7635,0.5040086538,0.77374775,0.0863078,1.364064204,0.77374775,1.108512923,1.04208076,1.09892188,1.539413056,1.438468167,1.322163594,1.069125291,1.02076051,,0,0,0,5,1,4,4000,1300,1250,8,1.5,0.36,1.738476313,7.15362206,,0.3,0.3,-0.09001720891,-0.2436639426,-0.3048160375,-0.2436639426,-0.06465593074,-0.0203382768
80,2.754306351,3.528674384,2.996458527,1.3788,1.5359874,3.2146,1768.254,0.5388,0.452,0.108,1.360195385,0.191998425,0.0003616,1.55255541,1.360195385,1.360556985,1.407873889,1.126019299,3.517361071,1.021086372,1.247603267,1.282182977,1.247865524,,0,0,0,18,4,12,4000,1300,1250,8,1.5,0.36,3.081283193,2.781125926,,0.3,0.3,0.1260192991,-0.5996530135,0.02108637153,0.2476032671,0.2821829773,0.2478655241
81,2.387911823,3.337639506,2.961855499,0.512,0.62497525,2.56575,797.556,0.542,317.516,1.219,0.6135046154,0.07812190625,0.2540128,0.9456393216,0.6135046154,0.8675174154,0.7352042054,1.8469518,1.840919354,1.435945714,1.901376202,2.139070714,2.397494952,,1,0,0,10,4,8,4000,1300,1250,8,1.5,0.36,1.68543287,2.200310173,,0.3,0.3,0.8469518001,-0.1442931519,0.4359457137,0.9013762019,1.139070714,1.397494952
82,1.475154602,1.856915795,1.750335903,0.48525,0.819993,2.7755,0.527,0.37825,0.003,0.375,0.0004053846154,0.102499125,0.0000024,0.2,0.102499125,0.102501525,0.1025161281,2.42625,1.604136871,4.733401551,1.049191174,1.049152603,1.04918573,,1,0,0,4,1,3,4000,1300,1250,8,1.5,0.36,1.259131891,1.24999,,0.3,0.3,-0.5878413189,-0.04688485317,-0.7887354392,-0.04688485317,-0.04684981319,-0.04687990726
83,1.833749069,1.834623345,1.834040494,0.247,0.019997,0.324,254.382,0.02866666667,6.547,0.03066666667,0.1956784615,0.002499625,0.0052376,0.2034156865,0.1956784615,0.2009160615,0.1964373318,1.214262303,1.219755345,1.257398468,2.249710371,2.25278272,2.270915229,,1,0,0,14,3,8,4000,1300,1250,8,1.5,0.36,17.29110912,9.9534,,0.3,0.3,-0.1764547104,0.4676098178,-0.2047071588,1.249710371,1.25278272,1.270915229
84,1.52241558,1.549283956,1.535849768,0.1865,0.08999265,0.6695,3.104,0.0735,0.474,0.078,0.002387692308,0.01124908125,0.0003792,0.2,0.01124908125,0.01162828125,0.01201593229,1.072386059,1.132702849,15.5210595,1.990611696,1.994723498,1.99264494,,1,0,0,6,0,5,4000,1300,1250,8,1.5,0.36,4.114118263,3.851015385,,0.3,0.3,0.07238605898,0.9906116957,-0.9355714086,0.9906116957,0.9947234975,0.9926449397
85,1.927752773,2.449297689,2.20586733,0.814,1.7159892,2.7214,1070.6432,0.4468,84.2952,0.2772,0.8235716923,0.21449865,0.06743616,1.105506502,0.8235716923,0.9373498731,0.9073204892,1.358116096,1.963818218,1.114644336,1.454019278,1.556904778,1.593795913,,1,0,0,8,1,7,4000,1300,1250,8,1.5,0.36,2.514708353,1.325527273,,0.3,0.3,0.3581160962,-0.2942277027,0.1146443356,0.454019278,0.5569047779,0.5937959129
86,1.836175318,2.151066338,2.008789715,0.7536,1.7439914,2.8102,598.728,0.4048,219.6088,1.1032,0.46056,0.217998925,0.17568704,0.854245965,0.46056,0.720990395,0.6198241698,1.133553563,1.80287545,1.215828676,1.088853503,1.300191308,1.434435238,,1,0,0,3,1,2,4000,1300,1250,8,1.5,0.36,1.878853755,2.319171866,,0.3,0.3,0.1335535629,-0.2330162885,-0.1775156983,0.08885350318,0.3001913081,0.4344352375
87,7.979394176,8.580164801,8.316530923,6.6508,30.4799436,20.7888,4064.92,2.5986,2278.7476,5.7588,3.126861538,3.80999295,1.82299808,8.759852568,3.80999295,7.372481671,6.197193626,1.317112613,1.658556532,1.07319545,1.594918764,1.014275371,1.162639332,3,0,0,1,9,4,6,4000,1300,1250,8,1.5,0.36,1.318733756,2.712578996,,0.3,0.3,0.3171126133,-0.3730088185,-0.0682032799,-0.3730088185,-0.0140744533,0.1626393322
88,14.12427416,19.03859643,16.5814353,6.8475,33.9699035,26.946,64.255,2.244,0,0.001,0.04942692308,4.246237938,0,4.295664861,4.246237938,4.246237938,4.249792295,1.594048936,1.540066028,1.611255216,1.486571057,1.485424844,1.486571057,3,0,1,1,8,8,0,4000,1300,1250,8,1.5,0.36,6.421943622,300,,0.3,0.3,-0.372666687,-0.3273109985,-0.3793658569,-0.3273109985,-0.3267919248,-0.3273109985
89,1.678464169,2.002048282,1.862982283,0.502,1.07998425,5.5445,145.1265,0.468,5.56875,0.924,0.1116357692,0.1349980313,0.004455,0.2510888005,0.1349980313,0.2017620404,0.1966397811,1.999292677,1.498516269,2.552891369,1.014145448,1.108844185,1.119047889,,1,0,0,4,1,3,4000,1300,1250,8,1.5,0.36,1.136927437,3.034931271,,0.3,0.3,-0.4998231066,-0.01394814492,-0.6082872887,-0.01394814492,0.1088441854,0.1190478892
90,1.738353938,2.130165404,1.881857609,0.4395,0.609982,2.823,1.057,0.23525,0,0.0005,0.0008130769231,0.07624775,0,0.2,0.07624775,0.07624775,0.07630371455,2.1975,1.590963184,5.759876863,1.007455053,1.007325827,1.007455053,,1,0,0,8,2,6,4000,1300,1250,8,1.5,0.36,1.278695332,600,,0.3,0.3,-0.5449374289,-0.007399886234,-0.8263851774,-0.007399886234,-0.007272549378,-0.007399886234
91,1.781150629,2.755976939,2.268563784,0.328,0.469985,0.485,18.114,0.095,6.235,0.1265,0.01393384615,0.058748125,0.004988,0.2,0.058748125,0.063736125,0.06412003834,1.64,1.267642036,5.11540555,1.276671113,1.293048897,1.29187843,,1,0,0,7,1,6,4000,1300,1250,8,1.5,0.36,3.304566802,2.410972332,,0.3,0.3,-0.3902439024,0.2766711128,-0.8045120782,0.2766711128,0.2930488974,0.2918784299
,,,,,,,,,,,,,,0.2,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,0.3,0.3,,,,,,
93,2.18945644,2.758757656,2.473788427,1.13,3.7279882,7.165,56.3766,1.0234,14.388,1.0174,0.04336661538,0.465998525,0.0115104,0.5208755404,0.465998525,0.477508925,0.4759709916,2.169424195,1.696700454,2.374094262,1.368041184,1.351721545,1.349239353,,0,0,0,3,1,2,4000,1300,1250,8,1.5,0.36,2.980487776,3.266022579,,0.3,0.3,-0.5390481943,-0.269027854,-0.5787867331,-0.269027854,-0.2602026623,-0.2588416593
94,2.139908674,3.062939701,2.507279878,0.944,0.859995,3.92475,1594.692,0.4505,0.13,0.31725,1.226686154,0.107499375,0.000104,1.334289529,1.226686154,1.226790154,1.247811484,1.413442298,3.069924939,1.3218342,1.680811604,1.703190132,1.680921773,,1,0,0,8,3,5,4000,1300,1250,8,1.5,0.36,3.388870486,1.057133527,,0.3,0.3,0.4134422975,-0.5047676112,0.3218341996,0.6808116037,0.7031901318,0.6809217731
95,1.517673249,2.449071767,1.780211954,0.345,0.28999075,1.29775,4.232,0.119,0.516,0.306,0.003255384615,0.03624884375,0.0004128,0.2,0.03624884375,0.03666164375,0.03692544098,1.725,1.460324607,9.34315179,1.148547373,1.150508525,1.149743895,,1,0,0,7,3,6,4000,1300,1250,8,1.5,0.36,2.548364577,1.018598409,,0.3,0.3,-0.4202898551,0.1485473732,-0.8929697363,0.1485473732,0.1505085246,0.1497438949
96,3.370758053,3.617166783,3.493962418,1.83,4.459988,21.51,2.02,1.7925,0.516,0.361,0.001553846154,0.5574985,0.0004128,0.5594651462,0.5574985,0.5579113,0.5575606757,3.270981244,2.415846368,3.282153997,1.99455367,1.994418515,1.993656686,,0,0,0,1,1,0,4000,1300,1250,8,1.5,0.36,5.94421203,1.201679822,,0.3,0.3,-0.6942813409,-0.4986346995,-0.6953220352,-0.4986346995,-0.4986007237,-0.4984091257
97,4.512282858,4.675870726,4.595423171,3.4574,19.2479768,40.9402,1718.678,2.501,0,0,1.32206,2.4059971,0,3.7280571,2.4059971,2.98244568,3.021505276,1.078283421,1.326709074,1.144264095,1.249965157,1.022444065,1.034392278,,0,0,0,4,3,2,4000,1300,1250,8,1.5,0.36,1.541866515,,,0.3,0.3,0.07828342107,-0.1999777,-0.1260758732,-0.1999777,-0.02195138658,-0.03324877654
98,18.94760084,28.67267055,21.37269749,19.3442,119.6039902,99.6282,298.4826,16.0682,148.6176,32.115,0.229602,14.95049878,0.11889408,15.29899486,14.95049878,15.06939286,14.97652485,1.264409864,1.276802849,1.291634754,1.263459818,1.261315727,1.25372399172087,2,0,0,1,1,1,0,4000,1300,1250,8,1.5,0.36,30.34014222,76.66615866,,0.3,0.3,-0.2091172106,-0.2085225145,-0.2257873237,-0.2085225145,-0.2071770943,-0.2023762753
99,2.435097097,3.589703101,2.904024107,1.336,5.2959804,23.3808,812.13,1.3012,0.62,1.2974,0.6247153846,0.66199755,0.000496,1.287208935,0.66199755,1.029866348,1.021486366,1.037904542,1.549888396,1.307898024,1.307243838,1.034046681,1.04031912252418,,0,0,0,6,1,5,4000,1300,1250,8,1.5,0.36,1.407135668,4.317528353,,0.3,0.3,-0.03652025852,-0.235031774,-0.2354143964,-0.235031774,0.03404668142,0.04031912252
