query,min,max_estimate,runtime_s,exec_wallclock_s,total_cpu_sec,other_wallclock_s,total_scan_mb,scan_wallclock_s,shuffle_mb,shuffle_wallclock_s,io_time,cpu_time,shuffle_time,sum_estimate,max.1,powermean_estimate,multiwave_estimate,sum_qerror,cpu_only_qerror,powermean_qerror,max_offset_qerror,powermean_offset_qerror,multiwave_offset_qerror,type,short,complex,long,scans,aggs,joins,mem,ssd,net,cpu,factor,extra,io_acc,shuffle_acc,cpu_acc,0.3,offset_2,sum_rel_error,cpu_only_rel_error,powermean_rel_error,max_offset_rel_error,powermean_offset_rel_error,multiwave_offset_rel_error
11.0,3.063388005,3.371566365,3.239725088,1.3768,2.5839574,2.7554,829.673,0.323,423.5982,0.655,0.20741825,0.08074866875,0.33887856,0.6270454788,0.33887856,0.5740041863,0.4626460477,2.195694007,4.904030378,2.975925131,1.970013217,1.673623795,1.474083329,,0.0,0.0,0.0,12.0,8.0,11.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,1.570954334,1.025233966,,0.3,0.3,-0.5445631328,-0.6798745869,-0.6639700409,-0.4923891923,-0.4024941548,-0.3216122994
,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,
,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,
14.0,9.570538271,10.64622906,10.01270326,3.056,56.539954,12.92275,2205.10675,1.655,1169.149,6.5145,0.5512766875,1.766873563,0.9353192,3.25346945,1.766873563,2.7898394,2.376017152,1.064616967,1.55373485,1.286186002,1.43685081,1.116952062,1.03070661,1.0,0.0,1.0,0.0,31.0,9.0,17.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,1.944138756,6.965001895,,0.3,0.3,0.06461696662,-0.3040335201,-0.2225074766,-0.3040335201,-0.1047064295,0.03070660995
15.0,1.874807442,2.448921514,2.161864478,0.3885,0.0899925,0.5645,69.513,0.0805,31.201,0.0995,0.01737825,0.002812265625,0.0249608,0.2,0.0249608,0.04233905,0.0344120627,1.9425,1.915564617,11.28964582,1.009193663,1.015217665,1.03562175,,1.0,0.0,0.0,4.0,1.0,3.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,3.942586957,3.265937688,,0.3,0.3,-0.4851994852,-0.0661202944,-0.911423262,-0.00910990991,0.01521766461,0.03562175032
16.0,2.449009836,7.681375488,3.918524026,2.1344,12.5559838,2.3476,1407.356,0.841,607.309,1.0178,0.351839,0.3923744938,0.4858472,1.230060694,0.4858472,1.081217995,0.856831913,1.73519893,3.603126101,2.491037002,2.523387203,1.754063135,1.480969574,3.0,0.0,0.0,0.0,8.0,3.0,5.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,1.290195892,1.295162724,,0.3,0.3,-0.4236972012,-0.6475007057,-0.5985607604,-0.6037072714,-0.4298950932,-0.3247666815
17.0,1.529032667,1.600910358,1.551411218,0.2294,0.1039904,0.6626,135.802,0.0874,0.006,0.0194,0.0339505,0.0032497,4.8e-06,0.2,0.0339505,0.0339553,0.03461754346,1.147,1.128660953,6.626697826,1.717308195,1.72021597,1.717329119,,1.0,0.0,0.0,8.0,1.0,7.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,3.820943936,15.46416495,,0.3,0.3,-0.1281604185,0.5834773322,-0.849095277,0.7173081953,0.7202159698,0.7173291194
18.0,1.836881256,2.143874314,2.041043806,0.3036666667,0.419991,0.918,104.549,0.1353333333,67.728,0.1733333333,0.02613725,0.01312471875,0.0541824,0.2,0.0541824,0.085591975,0.06954839167,1.518333333,1.424830815,4.366264401,1.363937651,1.41453916,1.467372036,1.0,1.0,0.0,0.0,7.0,1.0,6.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,2.409881158,2.04336,,0.3,0.3,-0.3413830955,0.2287312363,-0.7709712678,0.3639376509,0.4145391603,0.4673720362
19.0,1.321392661,2.75581469,2.038603676,0.281,0.0099935,0.173,6.685,0.028,5.204,0.032,0.00167125,0.000312296875,0.0041632,0.2,0.0041632,0.005854703125,0.004894881709,1.405,1.402809535,57.40690311,1.295954448,1.298558298,1.301974032,,1.0,0.0,0.0,6.0,1.0,5.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,10.77397321,9.5051,,0.3,0.3,-0.2882562278,0.2822501668,-0.9825804921,0.2959544484,0.2985582979,0.3019740325
20.0,1.327955429,1.83311137,1.5805334,0.2685,0.01999,0.1405,21.464,0.0295,4.478,0.0375,0.005366,0.0006246875,0.0035824,0.2,0.005366,0.0089484,0.00729527445,1.3425,1.338319842,36.80464688,1.360767225,1.367952605,1.374109497,,1.0,0.0,0.0,3.0,1.0,2.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,10.35138983,8.095530667,,0.3,0.3,-0.2551210428,0.3431087058,-0.9728295179,0.3607672253,0.367952605,0.3741094972
21.0,0.972673439,2.142887104,1.557780272,0.2875,0.05999,0.6125,8.316,0.057,2.481,0.0425,0.002079,0.0018746875,0.0019848,0.2,0.002079,0.00514775,0.004119349982,1.4375,1.424150811,69.79256466,1.259405217,1.266502087,1.27007913,,1.0,0.0,0.0,4.0,1.0,3.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,5.299631579,7.105524706,,0.3,0.3,-0.3043478261,0.2586945652,-0.9856718261,0.2594052174,0.2665020869,0.2700791304
22.0,2.555362777,3.699794901,3.009522125,1.0426,9.2319852,6.5204,480.589,0.7254,7.302,1.0178,0.12014725,0.2884995375,0.0058416,0.4144883875,0.2884995375,0.33275903,0.3386256843,2.515390133,2.134290659,3.078915889,1.607711247,1.492358531,1.504996622,,0.0,0.0,0.0,4.0,1.0,3.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,1.726537541,3.327866451,,0.3,0.3,-0.6024473552,-0.377997758,-0.6752103546,-0.377997758,-0.329919735,-0.3355466814
23.0,9.234940769,14.64094867,10.66964216,8.8748,196.919961,75.473,6228.6914,5.836,1971.9696,7.5452,1.55717285,6.153748781,1.57757568,9.288497311,6.153748781,7.746312985,7.167771715,1.046614832,1.396781696,1.238153272,1.362471949,1.178941171,1.094801054,3.0,0.0,0.0,0.0,18.0,8.0,11.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,3.142410789,4.018586351,,0.3,0.3,0.04661483202,-0.2660399354,-0.1923455497,-0.2660399354,-0.1517812553,-0.08659203757
24.0,4.049088665,4.598928472,4.324008569,1.140333333,16.87330333,8.660666667,2629.226333,0.7893333333,47.728,1.644333333,0.6573065833,0.5272907292,0.0381824,1.222779713,0.6573065833,0.98586025,0.9481620704,1.072300245,1.567919523,1.202677653,1.120933799,1.147175157,1.180234069,1.0,0.0,0.0,0.0,7.0,3.0,5.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,1.212803948,4.86226762,,0.3,0.3,0.07230024481,-0.2219023129,-0.1685220078,-0.1078866559,0.1471751567,0.180234069
25.0,1.527991324,1.8512269,1.689609112,0.398,0.1299815,0.741,179.077,0.0825,0.001,0.052,0.04476925,0.004061921875,8e-07,0.2,0.04476925,0.04477005,0.04558125454,1.99,1.950388374,8.731659626,1.017008166,1.019048378,1.017010176,1.0,1.0,0.0,0.0,8.0,1.0,7.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,4.179021212,5.769246154,,0.3,0.3,-0.4974874372,-0.08527155308,-0.8854742348,0.01700816583,0.01904837825,0.01701017588
26.0,4476173.0,1.309920896,0.123,0.398,0.722,9.417,0.06,2.713,0.008,,1.5e-05,0.0225625,6.4e-06,0.2,0.0225625,0.0225689,0.0225628297,1.99,1.788261724,17.63963143,1.040352884,1.040351987,1.040335479,,1.0,0.0,0.0,5.0,1.0,4.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,9.042881189,,,0.3,0.3,-0.4974874372,-0.03878768844,-0.9433094731,-0.03878768844,-0.03878686005,-0.03877160804
27.0,,1.582070744,0.137,0.319987,1.105,3.847,0.092,1.689,0.01,,2.3e-05,0.03453125,8e-06,0.2,0.03453125,0.03453925,0.0345317269,1.599935,1.364368288,9.266463879,1.232960245,1.232961736,1.232985246,,1.0,0.0,0.0,5.0,1.0,4.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,5.6295684,,,0.3,0.3,-0.3749746083,0.2329602453,-0.8920839693,0.2329602453,0.2329617356,0.2329852463
28.0,4475425.0,,3.178014079,1.155333333,9.41497975,0.6583333333,208.889,0.205,0.205,2.035666667,0.05222225,0.2942181172,0.000164,0.3466043672,0.2942181172,0.2943821172,0.3087112005,3.333291334,2.337699273,3.74244061,1.765975755,1.727701484,1.765533169,3.0,0.0,0.0,0.0,6.0,6.0,0.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,1.718157317,6.781848145,,0.3,0.3,-0.69999622,-0.4337408103,-0.7327946909,-0.4337408103,-0.4211963066,-0.4335988599
29.0,,,1.565302562,0.393,0.199982,0.592,44.611,0.063,0.004,0.008,0.01115275,0.0062494375,3.2e-06,0.2,0.01115275,0.01392495,0.01408633401,1.965,1.905459742,27.89938104,1.058863231,1.050559628,1.051013044,,1.0,0.0,0.0,8.0,1.0,7.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,4.93893254,37.5004,,0.3,0.3,-0.4910941476,-0.06806758906,-0.9641569109,-0.05559096692,-0.04812637656,-0.0485370229
30.0,1.840343283,2.931060849,2.385702066,0.335,0.279991,0.3353333333,44.935,0.053,27.87,0.08,0.01123375,0.00874971875,0.022296,0.2,0.022296,0.038282775,0.03054470184,1.675,1.604792581,10.96753217,1.14118209,1.16580508,1.188903806,,1.0,0.0,0.0,11.0,4.0,9.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,5.872334906,4.0287,,0.3,0.3,-0.4029850746,0.1007454291,-0.9088217855,0.1411820896,0.1658050801,0.188903806
31.0,1.852328194,1.939385846,1.89585702,0.895,0.05331433333,0.34,108.01,0.045,47.611,0.084,0.0270025,0.001666072917,0.0380888,0.2,0.0380888,0.0650913,0.05223622724,4.475,4.438029595,17.13370293,2.248242101,2.171085268,2.105430057,,0.0,0.0,0.0,12.0,6.0,11.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,7.266722222,4.024866667,,0.3,0.3,-0.7765363128,-0.5959038291,-0.9416355003,-0.5552080447,-0.5394008634,-0.5250376536
,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,4000.0,4000.0,1250.0,32.0,1.5,0.36,,,,0.3,0.3,,,,,,
33.0,3.0,3.0,3,0.262,0.053305,0.4953333333,63.06266667,0.05766666667,27.73733333,0.09066666667,0.01576566667,0.00166578125,0.02218986667,0.2,0.02218986667,0.03795553333,0.03060073787,1.31,1.299179258,8.561885047,1.458739949,1.490842511,1.518914249,,1.0,0.0,0.0,16.0,7.0,12.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,5.475705202,3.553564706,,0.3,0.3,-0.2366412214,0.3804037452,-0.8832032906,0.4587399491,0.490842511,0.5189142494
,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,4000.0,4000.0,1250.0,32.0,1.5,0.36,,,,0.3,0.3,,,,,,
35.0,2.021333063,2.34916469,2.138881803,0.7073333333,0.999982,1.307333333,439.629,0.1966666667,154.2986667,0.5076666667,0.10990725,0.0312494375,0.1234389333,0.2645956208,0.1234389333,0.2411051208,0.1938207641,2.673261678,3.058746179,3.649419796,1.463128607,1.277188179,1.176721523,,1.0,0.0,0.0,9.0,1.0,5.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,2.084274153,1.198913531,,0.3,0.3,-0.6259251355,-0.4468669592,-0.7259838397,-0.316533082,-0.2170300225,-0.1501812618
36.0,1.287046199,1.29686824,1.29195722,0.2055,0.25999,0.9145,62.947,0.1015,0.08,0.114,0.01573675,0.0081246875,6.4e-05,0.2,0.01573675,0.01915315,0.01942323368,1.0275,1.012772202,10.58011263,1.828402676,1.84634177,1.845027494,1.0,1.0,0.0,0.0,4.0,1.0,3.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,3.110706897,2.632140351,,0.3,0.3,-0.02676399027,0.7913610097,-0.9054830478,0.8284026764,0.8463417698,0.8450274939
37.0,1.219813599,1.530041416,1.374927508,0.381,0.31999,0.2985,0.009,0.0385,0.0,0.0345,2.25e-06,0.0099996875,0.0,0.2,0.0099996875,0.0099996875,0.00999971,1.905,1.814288414,38.10110493,1.029730599,1.029730537,1.029730599,,1.0,0.0,0.0,4.0,1.0,3.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,7.792266234,8.695652174,,0.3,0.3,-0.4750656168,-0.02887221129,-0.973754042,-0.02887221129,-0.02887215223,-0.02887221129
38.0,2.750611063,3.398158371,3.074384717,1.785333333,6.946619,3.894,957.5506667,0.649,516.705,2.113666667,0.2393876667,0.2170818438,0.413364,0.8698335104,0.413364,0.7785396083,0.6164778763,2.052500061,4.280534768,2.896021742,2.308529145,1.828339767,1.568090667,,0.0,0.0,0.0,9.0,4.0,6.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,1.20321624,2.962956733,,0.3,0.3,-0.5127892959,-0.6767652107,-0.654698725,-0.5668237491,-0.4530557078,-0.3622817728
39.0,2.704363175,2.796161263,2.750262219,0.3103333333,0.63997,2.370333333,93.55933333,0.16,1.014666667,0.1233333333,0.02338983333,0.0199990625,0.0008117333333,0.2,0.02338983333,0.03552285,0.03457333838,1.551666667,1.410612072,8.97608816,1.235412997,1.27145007,1.274509721,,1.0,1.0,0.0,8.0,2.0,7.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,2.021186458,2.439014054,,0.3,0.3,-0.3555316864,0.224486775,-0.8885928946,0.2354129968,0.27145007,0.2745097207
40.0,1.221433034,1.221433034,1.221433034,0.117,0.139996,0.352,99.151,0.069,0.693,0.01,0.02478775,0.004374875,0.0005544,0.2,0.02478775,0.0254883,0.02605232015,1.709401709,1.746793803,4.490962775,3.288784188,3.29959248,3.294771795,,1.0,0.0,0.0,5.0,1.0,3.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,4.707068841,30.05544,,0.3,0.3,0.7094017094,2.114315171,-0.777330597,2.288784188,2.29959248,2.294771795
,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,4000.0,4000.0,1250.0,32.0,1.5,0.36,,,,0.3,0.3,,,,,,
,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,4000.0,4000.0,1250.0,32.0,1.5,0.36,,,,0.3,0.3,,,,,,
43.0,1.519103823,1.528700816,1.52390232,0.254,1.593323333,2.032666667,204.737,0.2306666667,0.066,0.2083333333,0.05118425,0.04979135417,5.28e-05,0.2,0.05118425,0.08083328333,0.08014910617,1.27,1.016848645,3.169093358,1.61883563,1.732870497,1.735564108,,1.0,0.0,0.0,3.0,1.0,2.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,1.522475072,1.44025344,,0.3,0.3,-0.2125984252,0.6133517881,-0.6844523379,0.6188356299,0.7328704967,0.7355641076
44.0,1.530119648,2.412318301,1.971218975,0.318,0.04666366667,0.595,10.393,0.081,7.708,0.105,0.00259825,0.001458239583,0.0061664,0.2,0.0061664,0.009411591667,0.007674751812,1.59,1.57849091,41.43456463,1.151466667,1.156209911,1.161671672,,1.0,0.0,0.0,6.0,4.0,3.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,3.735780864,2.915870476,,0.3,0.3,-0.3710691824,0.1366611308,-0.9758655603,0.1514666667,0.1562099114,0.1616716719
45.0,1.548520328,1.885900472,1.7172104,0.379,0.039991,0.3453333333,70.213,0.04166666667,41.941,0.05766666667,0.01755325,0.00124971875,0.0335528,0.2,0.0335528,0.05110605,0.04170135036,1.895,1.883232446,9.088434707,1.038397889,1.059898022,1.084712533,,1.0,0.0,0.0,6.0,1.0,4.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,7.621278,5.784152601,,0.3,0.3,-0.4722955145,-0.04683451517,-0.8899700518,0.03839788918,0.05989802207,0.08471253298
46.0,1.836279327,2.119102863,1.977691095,0.4053333333,1.819980667,2.910666667,100.963,0.307,26.307,0.3146666667,0.02524075,0.05687439583,0.0210456,0.2,0.05687439583,0.08673771667,0.0752121249,2.026666667,1.577943695,5.389201992,1.028473016,1.073714124,1.102148972,,1.0,0.0,0.0,7.0,1.0,6.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,1.059416124,1.020272034,,0.3,0.3,-0.5065789474,0.02847301604,-0.8144437708,0.02847301604,0.07371412394,0.102148972
47.0,3.656485003,3.989342482,3.822913743,1.133666667,14.56664967,11.76233333,665.519,1.017333333,114.6966667,2.015,0.16637975,0.4552078021,0.09175733333,0.7133448854,0.4552078021,0.589027375,0.5454004602,1.5892266,1.730239877,2.078594995,1.390647469,1.252116292,1.194556339,3.0,0.0,0.0,0.0,10.0,2.0,8.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,,,,0.3,0.3,-0.370763112,-0.2809104951,-0.5189057981,-0.2809104951,-0.2013521374,-0.1628691194
48.0,4476347.0,0.892964651,0.012,0.45,0.015,0.0,0.005,,,,1.25e-06,0.00046875,0.0,0.2,0.00046875,0.00046875,0.0004687930322,2.25,2.244738893,959.9118782,1.248374512,1.248374363,1.248374512,,1.0,0.0,0.0,1.0,1.0,0.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,,,,0.3,0.3,-0.5555555556,-0.1989583333,-0.9989582377,-0.1989583333,-0.1989582377,-0.1989583333
49.0,1.526251243,2.079535069,1.802893156,0.2205,0.0799955,0.209,54.8245,0.0275,0.3155,0.0215,0.013706125,0.002499859375,0.0002524,0.2,0.013706125,0.01408782813,0.0144311983,1.1025,1.088889645,15.27939644,1.694812358,1.698100673,1.696543438,,1.0,1.0,0.0,9.0,7.0,6.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,11.40749545,13.96522791,,0.3,0.3,-0.09297052154,0.643990292,-0.9345523887,0.6948123583,0.6981006726,0.6965434382
50.0,1.938530541,2.448702172,2.193616357,0.355,1.653320333,3.055333333,6.805,0.2653333333,0.131,0.2393333333,0.00170125,0.05166626042,0.0001048,0.2,0.05166626042,0.05177106042,0.05187500208,1.775,1.410598304,6.84337322,1.159623269,1.160211273,1.15991848,,1.0,0.0,0.0,5.0,1.0,4.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,1.137065013,1.253919777,,0.3,0.3,-0.4366197183,0.1596232688,-0.8538732336,0.1596232688,0.1602112735,0.15991848
51.0,3.37169613,6.443098171,4.907397151,2.944,10.813298,6.509666667,1872.361,0.5916666667,1015.981,0.8956666667,0.46809025,0.3379155625,0.8127848,1.618790613,0.8127848,1.45758945,1.160055938,1.818641631,5.472977927,2.537808655,2.510264458,1.936770829,1.619727711,,,,,,,,4000.0,4000.0,1250.0,32.0,1.5,0.36,,,,0.3,0.3,-0.4501390583,-0.7629362899,-0.6059592601,-0.6016355978,-0.4836766514,-0.3826122792
52.0,1.098200335,1.115483214,1.106841775,0.3415,0.039981,0.1855,1.103,0.0215,0.027,0.017,0.00027575,0.00124940625,2.16e-05,0.2,0.00124940625,0.00127100625,0.001336173683,1.7075,1.696899416,255.5805463,1.057831351,1.058085428,1.057894601,,1.0,0.0,0.0,3.0,1.0,2.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,13.96631395,17.64832941,,0.3,0.3,-0.4143484627,0.05783135066,-0.9960873391,0.05783135066,0.05808542806,0.05789460102
,,,,,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,,,,,,,,,,,,,4000.0,4000.0,1250.0,32.0,1.5,0.36,,,,0.3,0.3,,,,,,
54.0,1.526720933,1.526720933,1.526720933,0.321,0.2,0.245,0.34,0.042,0.066,0.047,8.5e-05,0.00625,5.28e-05,0.2,0.00625,0.0063028,0.006259839878,1.605,1.556363636,51.27926692,1.140965732,1.140996386,1.141130218,2.0,1.0,0.0,0.0,11.0,5.0,7.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,7.144880952,6.384102128,,0.3,0.3,-0.3769470405,0.1409657321,-0.9804989412,0.1409657321,0.1409963859,0.1411302181
55.0,1.407676677,1.525211167,1.466443922,0.3395,0.51,0.163,1.259,0.02,0.025,0.011,0.00031475,0.0159375,2e-05,0.2,0.0159375,0.0159575,0.0159674464,1.6975,1.572214182,21.26200969,1.107326951,1.107415159,1.107385862,2.0,1.0,0.0,0.0,3.0,1.0,2.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,15.0157375,27.27454545,,0.3,0.3,-0.41089838,0.1073269514,-0.9529677573,0.1073269514,0.1074151588,0.1073858616
56.0,,4478657.0,1.834590325,0.375,0.42,0.128,40.198,0.015,9.487,0.025,0.0100495,0.013125,0.0075896,0.2,0.013125,0.0261292,0.02158977558,1.875,1.759530792,17.36933293,1.005025126,1.017572735,1.029677867,,1.0,0.0,0.0,16.0,4.0,9.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,20.66996667,12.303584,,0.3,0.3,-0.4666666667,-0.005,-0.9424272651,-0.005,0.01757273489,0.02967786667
57.0,3.679070462,3.679070462,3.679070462,0.8303333333,10.77997167,7.010666667,555.84,0.6626666667,159.22,1.291333333,0.13896,0.3368741146,0.127376,0.6032101146,0.3368741146,0.5080432917,0.4409266002,1.376524221,1.54660713,1.883155457,1.19151123,1.03671589,1.045415446,,,,,,,,4000.0,4000.0,1250.0,32.0,1.5,0.36,,,,0.3,0.3,-0.2735325798,-0.1607296894,-0.4689763948,-0.1607296894,-0.03541557586,0.0454154456
58.0,0.0,0.0,#DIV/0!,1.783,1.473326667,2.912666667,13.37566667,0.2646666667,2.636,0.251,0.003343916667,0.04604145833,0.0021088,0.2,0.04604145833,0.04815025833,0.04693875903,8.915,7.246746187,37.98566551,4.391177215,4.381494661,4.368489211,,0.0,1.0,0.0,14.0,6.0,11.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,1.146135705,1.203620717,,0.3,0.3,-0.8878295008,-0.7722706347,-0.9736742798,-0.7722706347,-0.7717673814,-0.771087909
59.0,3.06495191,3.06495191,3.06495191,0.7976666667,8.019989667,8.982,1608.239333,1.084333333,21.73733333,1.957333333,0.4020598333,0.2506246771,0.01738986667,0.6700743771,0.4020598333,0.539537475,0.5271161215,1.190415115,1.770135342,1.513265548,1.046724459,1.11213889,1.127711001,3.0,1.0,1.0,0.0,8.0,1.0,6.0,4000.0,4000.0,1250.0,32.0,1.5,0.36,1.544502736,6.166968574,,0.3,0.3,-0.1599569029,-0.2344864057,-0.339177449,-0.04463873799,0.1121388903,0.1277110008
60.0,1.0,1.0,1,0.354,0.079989,0.2805,90.542,0.0435,34.773,0.072,0.0226355,0.00249965625,0.0278184,0.2,0.0278184,0.0504539,0.04056565977,1.77,1.748151116,8.726592935,1.095532203,1.131541412,1.159474294,,,,,,,,4000.0,4000.0,1250.0,32.0,1.5,0.36,,,,0.3,0.3,-0.4350282486,0.02401032839,-0.8854077407,0.09553220339,0.1315414118,0.1594742938
